FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,HE_TCP_X_m,HE_TCP_Y_m,HE_TCP_Z_m,HE_TCP_RX_rad,HE_TCP_RY_rad,HE_TCP_RZ_rad
0,1768616169161,0.000001,606.6208,441.3478,-557.4278,0.620285,-0.334572,0.259519,0.660271,1.403423,-0.756985,0.587174,-0.205982,0.436284,0.276878,0.878604,-2.9902,-0.314242,-0.197597,0.437928,0.280244,-1.022031,2.934344,0.175302
1,1768616169172,0.011113,606.7062,441.4178,-557.4603,0.620273,-0.334579,0.259452,0.660306,1.403376,-0.756989,0.587014,-0.205976,0.436282,0.27687,0.878614,-2.990206,-0.314225,-0.197569,0.437858,0.280316,-1.022206,2.934405,0.175508
2,1768616169183,0.022224,606.6735,441.3369,-557.4895,0.6203,-0.334536,0.25954,0.660267,1.40346,-0.756905,0.587222,-0.205982,0.436283,0.276891,0.878583,-2.990156,-0.31429,-0.197539,0.437862,0.280231,-1.022227,2.934767,0.175214
3,1768616169194,0.033336,606.5689,441.2621,-557.3024,0.62029,-0.334545,0.259399,0.660328,1.403402,-0.756906,0.586889,-0.205991,0.436271,0.276863,0.878713,-2.990197,-0.314196,-0.197724,0.438003,0.280161,-1.022416,2.934364,0.175546
4,1768616169205,0.044447,606.5721,441.313,-557.3454,0.620283,-0.334579,0.259422,0.660308,1.403397,-0.756989,0.586945,-0.205992,0.436268,0.276871,0.878706,-2.990176,-0.314201,-0.197677,0.438,0.280212,-1.022235,2.934271,0.17553
5,1768616169216,0.055558,606.5399,441.2823,-557.2034,0.620235,-0.334596,0.259345,0.660374,1.403253,-0.757008,0.586756,-0.205994,0.436276,0.276859,0.878658,-2.990196,-0.314187,-0.19783,0.438062,0.280185,-1.022317,2.9341,0.175848
6,1768616169227,0.066669,606.5678,441.3661,-557.2446,0.62024,-0.334598,0.259362,0.660362,1.40327,-0.757016,0.586796,-0.205993,0.436268,0.276857,0.878697,-2.990185,-0.314164,-0.197787,0.438029,0.280268,-1.022389,2.934443,0.17582
7,1768616169238,0.077781,606.4934,441.356,-557.2024,0.620236,-0.334546,0.259446,0.660359,1.403264,-0.756899,0.586989,-0.205998,0.436266,0.276868,0.878724,-2.99017,-0.314201,-0.197839,0.438082,0.280255,-1.022385,2.93463,0.175622
8,1768616169249,0.088892,606.4896,441.2293,-557.1003,0.620249,-0.334547,0.259292,0.660407,1.403265,-0.756886,0.586629,-0.205997,0.436262,0.276884,0.878691,-2.990128,-0.314228,-0.197936,0.438117,0.280132,-1.022649,2.934302,0.175899
