FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,HE_TCP_X_m,HE_TCP_Y_m,HE_TCP_Z_m,HE_TCP_RX_rad,HE_TCP_RY_rad,HE_TCP_RZ_rad
349,1769589276270,3.877822,-16.5771,520.4658,-157.5438,0.617118,0.304965,-0.267382,0.674291,1.388545,0.686187,-0.601623,-0.486598,-0.040138,0.256955,2.017606,-2.203664,-0.222270,-0.487085,-0.045559,0.266665,2.223760,-2.089961,-0.253701
350,1769589276281,3.888933,-17.6522,520.4277,-156.2629,0.617742,0.303969,-0.265916,0.674749,1.389699,0.683823,-0.598216,-0.486821,-0.037452,0.256957,2.011756,-2.209461,-0.222913,-0.487247,-0.043964,0.266675,2.219388,-2.093672,-0.254223
351,1769589276293,3.900044,-18.7168,520.4665,-154.9501,0.618248,0.302629,-0.264858,0.675304,1.390533,0.680659,-0.595705,-0.486912,-0.036146,0.256934,2.008905,-2.212335,-0.223108,-0.487424,-0.042208,0.266762,2.215651,-2.097978,-0.254616
352,1769589276304,3.911155,-19.8051,520.3981,-153.5494,0.618907,0.301572,-0.263519,0.675697,1.391800,0.678177,-0.592602,-0.487012,-0.034802,0.256967,2.005948,-2.215215,-0.223519,-0.487632,-0.040493,0.266742,2.211575,-2.101841,-0.254682
353,1769589276315,3.922267,-20.9109,520.3494,-152.2834,0.619379,0.300265,-0.262446,0.676264,1.392553,0.675088,-0.590058,-0.487192,-0.032172,0.256943,2.000244,-2.220928,-0.224063,-0.487760,-0.038745,0.266741,2.207801,-2.106010,-0.255242
354,1769589276326,3.933378,-22.0016,520.3479,-151.0016,0.619668,0.298660,-0.261618,0.677030,1.392784,0.671277,-0.588021,-0.487287,-0.030853,0.256961,1.997330,-2.223719,-0.224448,-0.487939,-0.036873,0.266792,2.204226,-2.110614,-0.256337
355,1769589276337,3.944489,-23.2954,520.2695,-149.7280,0.620081,0.297208,-0.260558,0.677700,1.393343,0.667837,-0.585483,-0.487369,-0.029539,0.256966,1.994423,-2.226544,-0.224800,-0.487959,-0.034944,0.266764,2.200287,-2.115049,-0.257213
356,1769589276348,3.955600,-24.6161,520.2588,-148.2254,0.620967,0.296465,-0.258730,0.677914,1.395217,0.666111,-0.581328,-0.487516,-0.026930,0.256961,1.988723,-2.232148,-0.225364,-0.488059,-0.033163,0.266803,2.195411,-2.118511,-0.256992
357,1769589276359,3.966711,-25.6541,520.2456,-147.0548,0.621541,0.294982,-0.257567,0.678477,1.396200,0.662634,-0.578586,-0.487582,-0.025629,0.256967,1.985836,-2.234942,-0.225699,-0.488141,-0.031520,0.266831,2.191289,-2.123249,-0.257235
358,1769589276370,3.977823,-27.0740,520.3354,-145.6356,0.621783,0.293509,-0.256826,0.679175,1.396359,0.659144,-0.576762,-0.487718,-0.023052,0.256952,1.980178,-2.240454,-0.226243,-0.488181,-0.029332,0.266979,2.188027,-2.127417,-0.258256
359,1769589276381,3.988934,-28.0180,520.0996,-144.6557,0.622371,0.292437,-0.255534,0.679587,1.397454,0.656631,-0.573769,-0.487771,-0.021804,0.256950,1.977396,-2.243135,-0.226498,-0.488207,-0.027994,0.266777,2.183989,-2.131159,-0.258514
360,1769589276393,4.000045,-29.2931,520.0789,-143.1897,0.622910,0.291335,-0.254294,0.680031,1.398421,0.654042,-0.570886,-0.487830,-0.020521,0.256971,1.974573,-2.245828,-0.226869,-0.488349,-0.026065,0.266810,2.180019,-2.134891,-0.258911
361,1769589276404,4.011156,-30.5316,520.1182,-141.8659,0.623311,0.289725,-0.253540,0.680632,1.398992,0.650275,-0.569058,-0.487920,-0.018003,0.256946,1.969023,-2.251220,-0.227362,-0.488395,-0.024067,0.266897,2.176693,-2.139606,-0.259126
362,1769589276415,4.022268,-31.6566,520.2863,-140.6274,0.623792,0.288661,-0.252410,0.681063,1.399835,0.647776,-0.566427,-0.487977,-0.016731,0.256956,1.966193,-2.253880,-0.227683,-0.488479,-0.022394,0.267111,2.173002,-2.143132,-0.259541
363,1769589276426,4.033379,-32.7618,520.2827,-139.2431,0.623669,0.286956,-0.252107,0.682008,1.399041,0.643712,-0.565536,-0.488045,-0.014226,0.256969,1.960648,-2.259199,-0.228337,-0.488774,-0.020292,0.267173,2.170355,-2.147276,-0.261506
364,1769589276437,4.044490,-33.8111,519.9478,-138.3560,0.624799,0.286396,-0.249874,0.682032,1.401562,0.642450,-0.560522,-0.488086,-0.012982,0.256957,1.957815,-2.261821,-0.228505,-0.488606,-0.019262,0.266859,2.157986,-2.173055,-0.019313
365,1769589276448,4.055602,-34.9478,519.9503,-137.1983,0.625031,0.284857,-0.249239,0.682695,1.401718,0.638831,-0.558952,-0.488113,-0.011746,0.256949,1.955129,-2.264435,-0.228810,-0.488642,-0.017428,0.266908,2.155037,-2.177191,-0.022695
366,1769589276459,4.066713,-36.1794,519.7872,-135.8770,0.625537,0.283757,-0.248156,0.683084,1.402640,0.636268,-0.556440,-0.488174,-0.009292,0.256966,1.949585,-2.269593,-0.229367,-0.488699,-0.015604,0.266791,2.151431,-2.180787,-0.022910
367,1769589276470,4.077824,-37.2353,519.7390,-134.8770,0.625988,0.282481,-0.247085,0.683589,1.403373,0.633280,-0.553927,-0.488185,-0.008074,0.256949,1.946887,-2.272178,-0.229617,-0.488666,-0.014086,0.266780,2.147651,-2.184740,-0.023879
368,1769589276481,4.088935,-38.4977,519.7521,-133.5640,0.626353,0.281372,-0.246091,0.684070,1.403928,0.630676,-0.551596,-0.488226,-0.005648,0.256959,1.941491,-2.277222,-0.230210,-0.488725,-0.012217,0.266844,2.144160,-2.188198,-0.024629
369,1769589276493,4.100047,-39.5346,519.6353,-132.3714,0.626888,0.280198,-0.244915,0.684483,1.404900,0.627944,-0.548872,-0.488239,-0.004390,0.256939,1.938721,-2.279896,-0.230504,-0.488827,-0.010625,0.266769,2.140244,-2.192024,-0.024801
370,1769589276504,4.111158,-40.7371,519.7001,-131.2212,0.627395,0.278842,-0.243793,0.684973,1.405766,0.624785,-0.546253,-0.488249,-0.003172,0.256966,1.935931,-2.282417,-0.230827,-0.488780,-0.008900,0.266875,2.136293,-2.196205,-0.025776
371,1769589276515,4.122269,-41.7719,519.6967,-129.9158,0.627865,0.277603,-0.242724,0.685425,1.406570,0.621898,-0.543762,-0.488260,-0.000673,0.256961,1.930296,-2.287622,-0.231369,-0.488966,-0.007196,0.266919,2.132562,-2.200052,-0.026543
372,1769589276526,4.133380,-43.0117,519.7642,-128.6162,0.628286,0.276288,-0.241824,0.685889,1.407259,0.618839,-0.541645,-0.488260,0.000571,0.256958,1.927457,-2.290243,-0.231593,-0.488994,-0.005305,0.267033,2.129200,-2.203922,-0.028052
373,1769589276537,4.144492,-44.3226,519.8401,-127.0715,0.628437,0.274718,-0.241404,0.686528,1.407246,0.615171,-0.540571,-0.488248,0.001819,0.256961,1.924675,-2.292809,-0.231882,-0.489169,-0.003032,0.267170,2.126735,-2.207885,-0.032109
374,1769589276548,4.155603,-45.1118,519.7091,-126.2817,0.629055,0.273526,-0.239882,0.686972,1.408384,0.612393,-0.537069,-0.488246,0.004347,0.256960,1.918969,-2.298063,-0.232505,-0.489175,-0.001957,0.267067,2.121875,-2.211996,-0.031332
375,1769589276559,4.166714,-46.4168,519.5659,-125.2749,0.629493,0.272321,-0.238814,0.687421,1.409118,0.609590,-0.534583,-0.488226,0.005576,0.256956,1.916189,-2.300621,-0.232746,-0.488970,-0.000271,0.266961,2.118139,-2.215717,-0.032019
376,1769589276570,4.177825,-47.7289,519.2808,-124.2006,0.630076,0.271258,-0.237399,0.687797,1.410216,0.607122,-0.531339,-0.488194,0.008022,0.256972,1.910614,-2.305668,-0.233328,-0.488810,0.001370,0.266714,2.113667,-2.219419,-0.031113
377,1769589276581,4.188937,-48.9848,519.2878,-123.0184,0.630488,0.270157,-0.236416,0.688191,1.410921,0.604564,-0.529058,-0.488163,0.009263,0.256934,1.907837,-2.308273,-0.233492,-0.488756,0.003133,0.266764,2.110240,-2.222817,-0.031686
378,1769589276593,4.200048,-49.9195,519.1973,-121.9738,0.630960,0.268881,-0.235307,0.688639,1.411730,0.601602,-0.526483,-0.488144,0.010523,0.256948,1.904934,-2.310879,-0.233839,-0.488828,0.004584,0.266711,2.106346,-2.226723,-0.032423
379,1769589276604,4.211159,-51.0525,519.2487,-120.9765,0.631324,0.267479,-0.234291,0.689197,1.412237,0.598336,-0.524096,-0.488085,0.012991,0.256953,1.899308,-2.315940,-0.234348,-0.488744,0.006195,0.266802,2.102503,-2.230782,-0.034027
380,1769589276615,4.222270,-52.1584,519.1673,-119.8850,0.631955,0.266500,-0.232784,0.689509,1.413477,0.596073,-0.520661,-0.488053,0.014211,0.256957,1.896556,-2.318411,-0.234692,-0.488731,0.007657,0.266757,2.097884,-2.234347,-0.032503
381,1769589276626,4.233382,-53.6014,519.3437,-118.5146,0.632405,0.265138,-0.231909,0.689916,1.414259,0.592932,-0.518622,-0.487974,0.016679,0.256953,1.890918,-2.323488,-0.235210,-0.488642,0.009745,0.266981,2.094553,-2.238263,-0.034068
382,1769589276637,4.244493,-54.6829,519.3468,-117.2501,0.632842,0.263949,-0.230621,0.690403,1.414966,0.590161,-0.515644,-0.487923,0.017915,0.256973,1.888039,-2.326028,-0.235525,-0.488797,0.011412,0.267033,2.090190,-2.242031,-0.034165
383,1769589276648,4.255605,-56.1943,519.3236,-115.9487,0.633258,0.262747,-0.229703,0.690786,1.415686,0.587385,-0.513516,-0.487891,0.019167,0.256977,1.885188,-2.328532,-0.235865,-0.488633,0.013469,0.267055,2.086847,-2.245578,-0.035164
384,1769589276659,4.266716,-57.1858,519.2185,-114.9836,0.633545,0.261310,-0.228893,0.691336,1.416024,0.584048,-0.511595,-0.487785,0.021659,0.256979,1.879493,-2.333616,-0.236420,-0.488622,0.015006,0.266988,2.083476,-2.249504,-0.037468
385,1769589276670,4.277827,-58.6052,519.0192,-113.8861,0.634023,0.260239,-0.227540,0.691749,1.416863,0.581561,-0.508488,-0.487717,0.022938,0.256972,1.876520,-2.336257,-0.236662,-0.488421,0.016760,0.266831,2.079066,-2.253044,-0.036916
386,1769589276681,4.288938,-59.8111,518.9713,-112.8308,0.634282,0.258687,-0.226704,0.692367,1.417101,0.577955,-0.506499,-0.487601,0.025457,0.256995,1.870675,-2.341350,-0.237303,-0.488330,0.018536,0.266826,2.075484,-2.257215,-0.039586
387,1769589276693,4.300049,-61.0444,518.8395,-111.7235,0.634886,0.257710,-0.225271,0.692646,1.418297,0.575709,-0.503243,-0.487527,0.026750,0.256988,1.867687,-2.343990,-0.237580,-0.488234,0.020112,0.266731,2.071045,-2.260653,-0.038242
388,1769589276704,4.311161,-62.3065,518.8205,-110.5151,0.635114,0.256053,-0.224712,0.693233,1.418481,0.571875,-0.501878,-0.487450,0.028014,0.256969,1.864751,-2.346604,-0.237751,-0.488180,0.022099,0.266758,2.068116,-2.264862,-0.041913
389,1769589276715,4.322272,-63.5316,518.7123,-109.4958,0.635852,0.255210,-0.222756,0.693498,1.419984,0.569934,-0.497459,-0.487305,0.030580,0.256996,1.858812,-2.351731,-0.238388,-0.488054,0.023485,0.266685,2.062438,-2.268372,-0.038661
390,1769589276726,4.333384,-64.9439,518.7320,-108.2621,0.636260,0.253767,-0.221844,0.693946,1.420647,0.566613,-0.495336,-0.487214,0.031878,0.256976,1.855818,-2.354378,-0.238644,-0.487902,0.025473,0.266748,2.058862,-2.272405,-0.040416
391,1769589276737,4.344495,-66.1263,518.7527,-107.1521,0.636676,0.252319,-0.220779,0.694432,1.421307,0.563273,-0.492865,-0.487130,0.033171,0.256971,1.852783,-2.356980,-0.238874,-0.487841,0.027189,0.266810,2.054852,-2.276536,-0.041823
392,1769589276748,4.355606,-67.5623,519.0061,-105.8199,0.636997,0.250813,-0.220100,0.694898,1.421766,0.559810,-0.491259,-0.486944,0.035760,0.256975,1.846765,-2.362220,-0.239453,-0.487729,0.029314,0.267111,2.051793,-2.280509,-0.044467
393,1769589276759,4.366717,-68.7715,518.8674,-104.6849,0.637539,0.249901,-0.218615,0.695199,1.422809,0.557710,-0.487887,-0.486850,0.037067,0.256959,1.843687,-2.364860,-0.239706,-0.487694,0.030879,0.267012,2.047205,-2.283740,-0.042911
394,1769589276770,4.377828,-70.3481,519.1170,-103.2943,0.637927,0.248205,-0.217840,0.695694,1.423400,0.553818,-0.486065,-0.486646,0.039655,0.256966,1.837686,-2.370042,-0.240333,-0.487510,0.033161,0.267311,2.043747,-2.288225,-0.045778
395,1769589276781,4.388939,-71.4178,518.8797,-102.3079,0.638272,0.246761,-0.216654,0.696260,1.423857,0.550475,-0.483312,-0.486536,0.040952,0.256966,1.834594,-2.372657,-0.240588,-0.487482,0.034708,0.267114,2.039321,-2.292336,-0.047032
396,1769589276793,4.400051,-72.7456,518.6953,-101.3914,0.638748,0.245477,-0.215443,0.696654,1.424700,0.547527,-0.480537,-0.486429,0.042258,0.256983,1.831529,-2.375208,-0.240894,-0.487184,0.036330,0.266962,2.035091,-2.296180,-0.047398
397,1769589276804,4.411162,-74.1319,518.6830,-100.2402,0.639229,0.244295,-0.214180,0.697018,1.425571,0.544812,-0.477652,-0.486202,0.044867,0.256979,1.825401,-2.380426,-0.241524,-0.487013,0.038124,0.266990,2.030814,-2.299819,-0.047306
398,1769589276815,4.422273,-75.5014,518.6795,-99.1483,0.639285,0.242428,-0.213856,0.697717,1.425308,0.540502,-0.476801,-0.486068,0.046167,0.256951,1.822341,-2.383078,-0.241677,-0.486808,0.040204,0.267033,2.028152,-2.304196,-0.052425
399,1769589276826,4.433384,-76.9165,518.7107,-98.0118,0.639831,0.241202,-0.212603,0.698025,1.426356,0.537705,-0.473951,-0.485814,0.048765,0.256962,1.816145,-2.388250,-0.242221,-0.486580,0.042006,0.267102,2.023913,-2.307957,-0.052317
400,1769589276837,4.444496,-78.2122,518.5021,-96.9122,0.640243,0.239840,-0.211424,0.698474,1.427026,0.534575,-0.471239,-0.485682,0.050056,0.256951,1.813109,-2.390836,-0.242512,-0.486446,0.043763,0.266934,2.019631,-2.311885,-0.053112
401,1769589276848,4.455607,-79.6549,518.5480,-95.7320,0.640621,0.238557,-0.210292,0.698909,1.427626,0.531625,-0.468636,-0.485564,0.051324,0.256956,1.810151,-2.393309,-0.242835,-0.486265,0.045670,0.267024,2.015526,-2.315582,-0.053833
402,1769589276859,4.466718,-80.8602,518.2762,-94.6973,0.641226,0.237478,-0.208729,0.699189,1.428820,0.529164,-0.465103,-0.485279,0.053896,0.256981,1.803961,-2.398356,-0.243386,-0.486144,0.047175,0.266787,2.010605,-2.319190,-0.052430
403,1769589276870,4.477829,-82.0850,518.0958,-93.6685,0.641695,0.236459,-0.207686,0.699415,1.429739,0.526847,-0.462738,-0.485126,0.055214,0.256977,1.800869,-2.400995,-0.243712,-0.485978,0.048768,0.266640,2.007085,-2.322299,-0.052275
404,1769589276881,4.488940,-83.5439,518.3026,-92.4819,0.641979,0.234722,-0.206708,0.700029,1.430032,0.522851,-0.460449,-0.484826,0.057860,0.256958,1.794580,-2.406197,-0.244238,-0.485780,0.050816,0.266894,2.002879,-2.326838,-0.054951
405,1769589276893,4.500052,-85.0377,518.2356,-91.2198,0.642300,0.233470,-0.205622,0.700473,1.430501,0.519973,-0.457952,-0.484652,0.059189,0.256959,1.791411,-2.408869,-0.244534,-0.485634,0.052827,0.266876,1.998875,-2.330374,-0.055777
406,1769589276904,4.511163,-86.4832,518.1720,-90.0621,0.643178,0.232680,-0.203391,0.700581,1.432396,0.518192,-0.452963,-0.484489,0.060527,0.256950,1.788214,-2.411518,-0.244817,-0.485433,0.054386,0.266847,1.992594,-2.333814,-0.051372
407,1769589276915,4.522274,-87.5233,517.8635,-89.2413,0.643595,0.231360,-0.202386,0.700927,1.433133,0.515183,-0.450665,-0.484168,0.063105,0.256953,1.782036,-2.416532,-0.245360,-0.485253,0.055779,0.266566,1.988832,-2.337507,-0.052336
408,1769589276926,4.533385,-88.9273,517.8080,-88.1196,0.643799,0.229749,-0.201704,0.701465,1.433288,0.511490,-0.449053,-0.483989,0.064407,0.256958,1.778820,-2.419132,-0.245613,-0.485039,0.057775,0.266555,1.985501,-2.341537,-0.055392
409,1769589276937,4.544497,-89.7875,517.4415,-87.4996,0.644244,0.228378,-0.200466,0.701860,1.434058,0.508360,-0.446227,-0.483829,0.065666,0.256949,1.775778,-2.421587,-0.245865,-0.484863,0.058873,0.266210,1.981052,-2.345461,-0.055931
410,1769589276948,4.555608,-90.9829,517.1995,-86.5932,0.644811,0.227463,-0.199000,0.702053,1.435214,0.506284,-0.442931,-0.483464,0.068247,0.256975,1.769564,-2.426591,-0.246469,-0.484657,0.060262,0.265997,1.976522,-2.348558,-0.054275
411,1769589276959,4.566719,-92.5176,517.5311,-85.3642,0.645090,0.225627,-0.198413,0.702555,1.435554,0.502101,-0.441541,-0.483287,0.069513,0.256967,1.766471,-2.429059,-0.246715,-0.484370,0.062462,0.266372,1.973288,-2.353074,-0.058000
412,1769589276970,4.577830,-93.9639,517.7981,-84.4754,0.645224,0.224082,-0.197435,0.703202,1.435493,0.498538,-0.439252,-0.482918,0.072029,0.256966,1.760370,-2.433990,-0.247251,-0.484012,0.064271,0.266681,1.969113,-2.357022,-0.060356
413,1769589276981,4.588942,-95.3994,517.9125,-83.1960,0.645461,0.222936,-0.196579,0.703588,1.435808,0.495913,-0.437285,-0.482730,0.073271,0.256955,1.757373,-2.436422,-0.247498,-0.483907,0.066268,0.266845,1.965767,-2.360099,-0.061481
414,1769589276993,4.600053,-96.8226,517.9834,-82.4252,0.645755,0.221304,-0.195683,0.704083,1.436185,0.492189,-0.435208,-0.482545,0.074488,0.256962,1.754387,-2.438749,-0.247732,-0.483419,0.067984,0.266945,1.961868,-2.364296,-0.063854
415,1769589277004,4.611164,-98.0402,517.7888,-81.6587,0.646556,0.220784,-0.193669,0.704068,1.437976,0.491034,-0.430730,-0.482161,0.076937,0.256964,1.748393,-2.443519,-0.248274,-0.483104,0.069092,0.266769,1.956401,-2.366898,-0.059240
416,1769589277015,4.622275,-99.5364,517.9424,-80.4486,0.646602,0.219004,-0.193318,0.704678,1.437737,0.486962,-0.429849,-0.481964,0.078169,0.256964,1.745393,-2.445895,-0.248558,-0.482874,0.071312,0.266973,1.953655,-2.370992,-0.063796
417,1769589277026,4.633386,-100.8592,517.9296,-79.5639,0.647152,0.217803,-0.191927,0.704925,1.438824,0.484245,-0.426715,-0.481565,0.080600,0.256966,1.739422,-2.450606,-0.249047,-0.482537,0.072839,0.266987,1.949023,-2.374621,-0.063160
418,1769589277037,4.644498,-102.4317,518.1410,-78.1941,0.647453,0.216692,-0.190795,0.705299,1.439284,0.481706,-0.424136,-0.481358,0.081810,0.256950,1.736505,-2.452958,-0.249286,-0.482410,0.074937,0.267251,1.944986,-2.377756,-0.063410
419,1769589277048,4.655609,-103.9104,518.1176,-77.1782,0.647938,0.215425,-0.189533,0.705582,1.440206,0.478837,-0.421285,-0.481151,0.083024,0.256961,1.733498,-2.455276,-0.249531,-0.482056,0.076708,0.267261,1.940586,-2.381410,-0.063392
420,1769589277059,4.666720,-105.1214,518.0959,-76.2933,0.648332,0.214439,-0.188263,0.705860,1.440925,0.476593,-0.418416,-0.480724,0.085434,0.256950,1.727545,-2.459959,-0.250015,-0.481838,0.078153,0.267272,1.936371,-2.384381,-0.062735
421,1769589277070,4.677831,-106.5172,517.7979,-75.4651,0.648590,0.212880,-0.187345,0.706340,1.441231,0.473041,-0.416300,-0.480517,0.086627,0.256953,1.724614,-2.462217,-0.250271,-0.481429,0.079884,0.267006,1.932431,-2.388355,-0.064859
422,1769589277081,4.688942,-107.9645,517.7970,-74.4617,0.648824,0.211304,-0.186840,0.706732,1.441533,0.469466,-0.415115,-0.480076,0.089031,0.256963,1.718670,-2.466840,-0.250832,-0.481052,0.081831,0.267041,1.929602,-2.392170,-0.067932
423,1769589277093,4.700053,-109.2452,517.4868,-73.7001,0.649065,0.210145,-0.185676,0.707162,1.441830,0.466815,-0.412458,-0.479854,0.090236,0.256972,1.715639,-2.469116,-0.251095,-0.480730,0.083321,0.266764,1.925367,-2.395346,-0.068373
424,1769589277104,4.711165,-110.5633,517.3846,-72.8619,0.649774,0.209364,-0.183869,0.707216,1.443373,0.465069,-0.408436,-0.479626,0.091442,0.256947,1.712691,-2.471457,-0.251291,-0.480382,0.084641,0.266684,1.920132,-2.398285,-0.065183
425,1769589277115,4.722276,-111.9470,517.5084,-71.8702,0.649858,0.207693,-0.183446,0.707740,1.443269,0.461266,-0.407415,-0.479159,0.093827,0.256959,1.706722,-2.476020,-0.251819,-0.480067,0.086586,0.266848,1.917294,-2.402153,-0.069051
426,1769589277126,4.733387,-113.3305,517.4932,-71.0238,0.650308,0.206425,-0.182244,0.708008,1.444118,0.458401,-0.404703,-0.478930,0.095006,0.256961,1.703784,-2.478269,-0.252064,-0.479657,0.088181,0.266861,1.913015,-2.405710,-0.069187
427,1769589277137,4.744498,-114.4905,517.6987,-69.8971,0.650583,0.205291,-0.181272,0.708334,1.444548,0.455825,-0.402495,-0.478696,0.096177,0.256963,1.700885,-2.480498,-0.252325,-0.479627,0.089842,0.267108,1.909363,-2.408753,-0.069837
428,1769589277148,4.755609,-115.9115,517.7413,-68.9324,0.650811,0.203919,-0.180299,0.708770,1.444811,0.452703,-0.400266,-0.478213,0.098498,0.256960,1.695065,-2.484932,-0.252770,-0.479307,0.091635,0.267190,1.905416,-2.412274,-0.071299
429,1769589277159,4.766721,-117.0634,517.7044,-68.2160,0.651479,0.203222,-0.178529,0.708804,1.446275,0.451149,-0.396332,-0.477989,0.099646,0.256945,1.692156,-2.487096,-0.252949,-0.478997,0.092743,0.267171,1.900336,-2.414943,-0.068022
430,1769589277170,4.777832,-118.4303,517.5234,-67.4110,0.651571,0.201548,-0.178047,0.709319,1.446191,0.447345,-0.395183,-0.477493,0.101951,0.256948,1.686378,-2.491520,-0.253480,-0.478570,0.094541,0.267024,1.897316,-2.418822,-0.071700
431,1769589277181,4.788943,-119.7570,517.5464,-66.5737,0.652002,0.200461,-0.176840,0.709533,1.447027,0.444896,-0.392473,-0.477252,0.103080,0.256973,1.683482,-2.493617,-0.253757,-0.478203,0.096052,0.267074,1.893187,-2.421940,-0.071307
432,1769589277193,4.800054,-121.0555,517.3132,-65.9151,0.652326,0.199426,-0.175818,0.709781,1.447607,0.442556,-0.390166,-0.477011,0.104235,0.256978,1.680635,-2.495793,-0.254077,-0.477747,0.097457,0.266863,1.889533,-2.424793,-0.071409
433,1769589277204,4.811166,-122.3115,517.2686,-65.1774,0.652440,0.198052,-0.174909,0.710285,1.447581,0.439420,-0.388074,-0.476508,0.106490,0.256950,1.674894,-2.500087,-0.254407,-0.477407,0.099002,0.266853,1.885653,-2.428178,-0.073258
434,1769589277215,4.822277,-123.6698,517.3258,-64.1255,0.652892,0.196961,-0.173751,0.710457,1.448486,0.436972,-0.385478,-0.476248,0.107639,0.256985,1.671990,-2.502218,-0.254755,-0.477154,0.100688,0.266944,1.881670,-2.431284,-0.072904
435,1769589277226,4.833388,-124.7741,517.4282,-63.3178,0.653188,0.195788,-0.172886,0.710720,1.448996,0.434326,-0.383520,-0.475733,0.109905,0.256990,1.666215,-2.506503,-0.255241,-0.476911,0.102104,0.267074,1.878276,-2.434342,-0.073776
436,1769589277237,4.844499,-126.1905,517.3563,-62.3505,0.653491,0.194502,-0.171912,0.711031,1.449494,0.431420,-0.381315,-0.475458,0.111043,0.256949,1.663334,-2.508702,-0.255329,-0.476573,0.103864,0.267037,1.874464,-2.437683,-0.074727
437,1769589277248,4.855611,-127.4708,517.3132,-61.5946,0.654001,0.193685,-0.170238,0.711188,1.450538,0.429582,-0.377577,-0.475205,0.112163,0.256983,1.660440,-2.510739,-0.255680,-0.476230,0.105152,0.267018,1.869386,-2.440398,-0.072375
438,1769589277259,4.866722,-128.8822,517.2297,-60.6369,0.654072,0.191920,-0.169765,0.711714,1.450401,0.425581,-0.376453,-0.474654,0.114470,0.256964,1.654573,-2.515095,-0.256099,-0.475869,0.107107,0.266975,1.866247,-2.444415,-0.076295
439,1769589277270,4.877833,-130.4149,517.2180,-59.8075,0.654362,0.190896,-0.168615,0.711996,1.450886,0.423266,-0.373862,-0.474368,0.115630,0.256982,1.651573,-2.517290,-0.256378,-0.475387,0.108776,0.266995,1.862211,-2.447223,-0.076152
440,1769589277281,4.888945,-131.8738,517.2654,-58.9004,0.654636,0.189470,-0.167649,0.712353,1.451295,0.420046,-0.371670,-0.473780,0.118006,0.256983,1.645499,-2.521740,-0.256882,-0.474970,0.110554,0.267076,1.858236,-2.450816,-0.077560
441,1769589277293,4.900056,-133.3559,517.2415,-58.0684,0.655205,0.188812,-0.165658,0.712470,1.452491,0.418569,-0.367238,-0.473491,0.119188,0.256977,1.642476,-2.523931,-0.257142,-0.474569,0.111952,0.267079,1.852501,-2.453303,-0.073953
442,1769589277304,4.911167,-134.8985,517.2590,-57.1188,0.655565,0.187268,-0.164487,0.712818,1.453095,0.415088,-0.364594,-0.473188,0.120385,0.256992,1.639369,-2.526175,-0.257421,-0.474116,0.113799,0.267130,1.847900,-2.457265,-0.075047
443,1769589277315,4.922278,-136.3542,517.2132,-56.3110,0.655796,0.185889,-0.163640,0.713161,1.453413,0.411979,-0.362669,-0.472570,0.122814,0.256991,1.633081,-2.530701,-0.257924,-0.473631,0.115520,0.267114,1.844262,-2.460665,-0.076647
444,1769589277326,4.933389,-137.7177,517.1481,-55.5187,0.656037,0.184686,-0.162520,0.713508,1.453754,0.409257,-0.360138,-0.472250,0.124013,0.256985,1.629959,-2.532956,-0.258108,-0.473242,0.117091,0.267081,1.840065,-2.463774,-0.077171
445,1769589277337,4.944500,-139.0709,517.0984,-54.7438,0.656253,0.183310,-0.161618,0.713869,1.454030,0.406152,-0.358091,-0.471937,0.125191,0.256977,1.626903,-2.535158,-0.258311,-0.472816,0.118710,0.267062,1.836261,-2.467163,-0.078674
446,1769589277348,4.955612,-140.5454,517.1447,-53.9692,0.656422,0.181815,-0.160583,0.714329,1.454147,0.402768,-0.355734,-0.471288,0.127623,0.256991,1.620618,-2.539646,-0.258872,-0.472326,0.120426,0.267142,1.831915,-2.470803,-0.080359
447,1769589277359,4.966723,-142.0351,517.1617,-53.1399,0.656940,0.180829,-0.159155,0.714423,1.455242,0.400570,-0.352557,-0.470959,0.128828,0.257001,1.617405,-2.541899,-0.259128,-0.471837,0.121974,0.267182,1.827333,-2.473730,-0.078912
448,1769589277370,4.977834,-143.4850,517.1702,-52.2610,0.657087,0.179136,-0.158199,0.714926,1.455287,0.396743,-0.350372,-0.470291,0.131253,0.256977,1.611097,-2.546407,-0.259559,-0.471422,0.123800,0.267228,1.822966,-2.477739,-0.081344
449,1769589277381,4.988945,-145.0172,517.2048,-51.3987,0.657392,0.177803,-0.157407,0.715154,1.455835,0.393755,-0.348587,-0.469947,0.132449,0.256983,1.607950,-2.548630,-0.259803,-0.470887,0.125593,0.267291,1.819572,-2.481046,-0.082672
450,1769589277393,5.000057,-146.4349,517.0770,-50.6548,0.657880,0.177147,-0.155664,0.715250,1.456860,0.392288,-0.344715,-0.469615,0.133623,0.257002,1.604842,-2.550789,-0.260101,-0.470460,0.126930,0.267187,1.814457,-2.483313,-0.079749
451,1769589277404,5.011168,-148.0483,517.1536,-49.7643,0.658171,0.175537,-0.154463,0.715639,1.457286,0.388664,-0.342004,-0.468941,0.136002,0.256996,1.598594,-2.555161,-0.260570,-0.469926,0.128801,0.267297,1.809617,-2.487303,-0.081055
