FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,X_mm_filtered,Y_mm_filtered,Z_mm_filtered,QX_filtered,QY_filtered,QZ_filtered,QW_filtered
297,1769589434081,3.300039,77.5933,526.3224,-340.4695,0.542361,0.450194,-0.390609,0.592111,1.261410,1.047050,-0.908468,-0.422957,-0.243976,0.256945,2.429792,-1.694561,-0.167709,77.594824,526.270533,-340.358243,0.542319,0.450155,-0.390709,0.592113
298,1769589434092,3.311151,77.4635,526.1741,-339.6422,0.542783,0.449472,-0.390163,0.592566,1.262155,1.045175,-0.907261,-0.423315,-0.243344,0.256937,2.428601,-1.696445,-0.167870,77.415752,526.187005,-339.491714,0.542746,0.449495,-0.390214,0.592549
299,1769589434103,3.322262,77.1744,526.0729,-338.4658,0.543236,0.448829,-0.389681,0.592955,1.263006,1.043512,-0.905994,-0.424045,-0.242070,0.256902,2.426216,-1.700224,-0.168148,77.216110,526.090381,-338.554243,0.543197,0.448841,-0.389612,0.593027
300,1769589434114,3.333373,76.9069,526.0854,-337.1963,0.543528,0.448059,-0.389258,0.593548,1.263375,1.041468,-0.904790,-0.424471,-0.241339,0.256953,2.424744,-1.702269,-0.168519,76.860310,526.077310,-337.155452,0.543755,0.448088,-0.389015,0.593477
301,1769589434125,3.344485,76.5930,526.0013,-336.0468,0.544367,0.447517,-0.387981,0.594023,1.265078,1.040004,-0.901645,-0.425327,-0.239817,0.256932,2.421852,-1.706756,-0.168913,76.515467,526.099981,-335.769062,0.544268,0.447355,-0.388351,0.593994
302,1769589434136,3.355596,75.9717,526.2670,-334.1482,0.544983,0.446434,-0.387800,0.594392,1.266316,1.037329,-0.901087,-0.425751,-0.239050,0.256926,2.420415,-1.709030,-0.169180,76.193414,526.114605,-334.673429,0.544780,0.446633,-0.387619,0.594547
303,1769589434147,3.366707,76.0026,526.0490,-333.8087,0.545020,0.445984,-0.387068,0.595172,1.265997,1.035951,-0.899099,-0.426175,-0.238302,0.256923,2.418999,-1.711189,-0.169454,75.863286,526.099295,-333.864176,0.545198,0.445975,-0.387011,0.595053
304,1769589434158,3.377818,75.6009,526.0207,-333.3917,0.545603,0.445308,-0.386380,0.595591,1.267133,1.034203,-0.897346,-0.426897,-0.236991,0.256921,2.416513,-1.714984,-0.169859,75.575138,526.049090,-333.085071,0.545543,0.445179,-0.386671,0.595553
305,1769589434169,3.388930,75.2442,525.9683,-332.4304,0.545875,0.444598,-0.386227,0.595971,1.267566,1.032393,-0.896849,-0.427272,-0.236334,0.256933,2.415200,-1.716846,-0.170046,75.303310,525.932157,-332.209690,0.545957,0.444547,-0.386069,0.596036
306,1769589434181,3.400041,75.0113,525.8610,-330.8958,0.546585,0.443543,-0.385715,0.596439,1.268969,1.029744,-0.895488,-0.427654,-0.235622,0.256919,2.413885,-1.718943,-0.170232,74.976510,525.871795,-331.085971,0.546565,0.443836,-0.385431,0.596422
307,1769589434192,3.411152,74.6861,525.7996,-329.7142,0.547078,0.443388,-0.384463,0.596910,1.269868,1.029184,-0.892410,-0.428457,-0.234170,0.256919,2.411079,-1.723136,-0.170672,74.765467,525.799929,-330.035695,0.547110,0.443179,-0.384688,0.596891
308,1769589434203,3.422263,74.5679,525.7524,-329.3033,0.547745,0.442524,-0.383846,0.597336,1.271193,1.027000,-0.890820,-0.428843,-0.233456,0.256928,2.409734,-1.725206,-0.170945,74.518252,525.773024,-329.092176,0.547615,0.442525,-0.383940,0.597394
309,1769589434214,3.433374,74.3277,525.7740,-328.4002,0.547978,0.441842,-0.383317,0.597966,1.271404,1.025152,-0.889363,-0.429574,-0.232100,0.256914,2.407154,-1.729076,-0.171305,74.254995,525.782910,-328.228495,0.547996,0.441858,-0.383327,0.597932
310,1769589434225,3.444485,73.8585,525.8323,-327.0764,0.548289,0.441032,-0.383011,0.598475,1.271861,1.023057,-0.888468,-0.429948,-0.231408,0.256927,2.405842,-1.731026,-0.171602,73.949790,525.800290,-327.164705,0.548380,0.441038,-0.382842,0.598496
311,1769589434236,3.455597,73.6479,525.8091,-325.9648,0.548756,0.440278,-0.382289,0.599063,1.272637,1.021063,-0.886579,-0.430330,-0.230713,0.256951,2.404406,-1.733039,-0.171750,73.605157,525.796348,-325.969681,0.548761,0.440307,-0.382299,0.599032
312,1769589434247,3.466708,73.2384,525.7946,-324.7633,0.549239,0.439564,-0.381657,0.599548,1.273503,1.019203,-0.884935,-0.431110,-0.229256,0.256931,2.401658,-1.737206,-0.172249,73.281186,525.817319,-324.924505,0.549178,0.439542,-0.381799,0.599530
313,1769589434258,3.477819,72.9821,525.7802,-324.0187,0.549620,0.438819,-0.381313,0.599964,1.274168,1.017302,-0.883987,-0.431495,-0.228529,0.256947,2.400250,-1.739271,-0.172503,72.949700,525.836857,-323.934695,0.549574,0.438776,-0.381351,0.600012
314,1769589434269,3.488930,72.6010,525.9298,-323.0393,0.549897,0.438009,-0.380976,0.600516,1.274521,1.015193,-0.883005,-0.432210,-0.227163,0.256927,2.397630,-1.743186,-0.172831,72.535948,525.861881,-322.843700,0.549968,0.438045,-0.380881,0.600485
315,1769589434281,3.500041,72.1335,525.8363,-321.6881,0.550399,0.437295,-0.380383,0.600953,1.275456,1.013357,-0.881473,-0.432568,-0.226476,0.256919,2.396324,-1.745143,-0.173007,72.200290,525.809648,-321.822386,0.550441,0.437370,-0.380197,0.600976
316,1769589434292,3.511153,71.7973,525.7527,-320.5619,0.550991,0.436761,-0.379299,0.601482,1.276552,1.011900,-0.878771,-0.432946,-0.225760,0.256948,2.394875,-1.747172,-0.173310,71.900805,525.741814,-320.754267,0.551020,0.436729,-0.379352,0.601446
317,1769589434303,3.522264,71.7285,525.5659,-319.9221,0.551623,0.436111,-0.378395,0.601944,1.277773,1.010204,-0.876510,-0.433706,-0.224303,0.256931,2.392112,-1.751306,-0.173706,71.632752,525.680181,-319.697557,0.551518,0.436051,-0.378623,0.601940
318,1769589434314,3.533375,71.3866,525.6978,-318.7248,0.552053,0.435283,-0.378005,0.602394,1.278534,1.008100,-0.875444,-0.434070,-0.223597,0.256952,2.390749,-1.753264,-0.173996,71.339276,525.659095,-318.744657,0.551877,0.435272,-0.378154,0.602470
319,1769589434325,3.544487,70.9174,525.7132,-317.5049,0.552131,0.434350,-0.377848,0.603094,1.278348,1.005650,-0.874831,-0.434864,-0.222046,0.256950,2.387754,-1.757632,-0.174475,70.929062,525.647571,-317.620552,0.552397,0.434380,-0.377518,0.603035
320,1769589434336,3.555598,70.4329,525.5847,-316.5133,0.552769,0.433441,-0.377128,0.603614,1.279552,1.003331,-0.872978,-0.435282,-0.221219,0.256941,2.386195,-1.759944,-0.174644,70.425214,525.614229,-316.263076,0.552948,0.433411,-0.376831,0.603657
321,1769589434347,3.566709,69.9402,525.5289,-314.9236,0.553976,0.432526,-0.375388,0.604248,1.282013,1.000954,-0.868725,-0.435746,-0.220296,0.256914,2.384422,-1.762601,-0.174847,70.032629,525.511381,-315.073076,0.553594,0.432524,-0.375952,0.604249
322,1769589434358,3.577820,69.6200,525.4337,-313.6723,0.554163,0.431599,-0.375307,0.604789,1.282162,0.998587,-0.868345,-0.436639,-0.218513,0.256900,2.381001,-1.767642,-0.175368,69.623719,525.470548,-313.840790,0.554296,0.431706,-0.375147,0.604691
323,1769589434369,3.588931,69.4046,525.4547,-312.9933,0.554759,0.431074,-0.374507,0.605113,1.283371,0.997241,-0.866379,-0.437047,-0.217704,0.256923,2.379405,-1.769880,-0.175676,69.236281,525.508686,-312.745548,0.554798,0.431027,-0.374540,0.605091
324,1769589434381,3.600043,68.7032,525.5909,-311.5446,0.555264,0.430311,-0.374195,0.605387,1.284394,0.995362,-0.865559,-0.437421,-0.216969,0.256931,2.377986,-1.771890,-0.175916,68.856043,525.530629,-311.749919,0.555150,0.430309,-0.374117,0.605541
325,1769589434392,3.611154,68.4421,525.5782,-310.8574,0.555587,0.429765,-0.373356,0.605995,1.284823,0.993853,-0.863404,-0.438153,-0.215482,0.256954,2.375062,-1.775993,-0.176381,68.408681,525.522371,-310.686552,0.555677,0.429645,-0.373313,0.606024
326,1769589434403,3.622265,68.0453,525.4000,-309.4572,0.556135,0.428695,-0.372600,0.606716,1.285710,0.991087,-0.861403,-0.438533,-0.214692,0.256949,2.373567,-1.778198,-0.176619,67.991590,525.437548,-309.504533,0.556257,0.428897,-0.372488,0.606530
327,1769589434414,3.633376,67.5706,525.3169,-308.3547,0.556859,0.428277,-0.371517,0.607010,1.287230,0.990002,-0.858796,-0.439325,-0.213091,0.256944,2.370478,-1.782644,-0.177142,67.654362,525.334371,-308.352590,0.556746,0.428140,-0.371766,0.607058
328,1769589434425,3.644488,67.3445,525.2352,-307.1472,0.557404,0.427350,-0.371079,0.607432,1.288266,0.987688,-0.857635,-0.439683,-0.212333,0.256924,2.369075,-1.784756,-0.177336,67.312195,525.269519,-307.150719,0.557184,0.427343,-0.371228,0.607547
329,1769589434436,3.655599,66.9519,525.2755,-305.9833,0.557354,0.426559,-0.371002,0.608081,1.287809,0.985597,-0.857228,-0.440034,-0.211616,0.256930,2.367646,-1.786724,-0.177496,66.956057,525.232157,-306.048771,0.557613,0.426617,-0.370655,0.608014
330,1769589434447,3.666710,66.6835,525.1935,-305.0689,0.557936,0.425804,-0.370148,0.608596,1.288885,0.983645,-0.855075,-0.440736,-0.210152,0.256949,2.364769,-1.790741,-0.177955,66.626338,525.167586,-304.942443,0.558010,0.425809,-0.370113,0.608546
331,1769589434458,3.677821,66.1463,525.0825,-303.8784,0.558635,0.425112,-0.369200,0.609015,1.290277,0.981880,-0.852741,-0.441106,-0.209365,0.256953,2.363271,-1.792910,-0.178263,66.234319,525.107790,-303.956367,0.558430,0.425050,-0.369470,0.609081
332,1769589434469,3.688932,65.9071,525.0118,-302.9702,0.558926,0.424332,-0.368781,0.609544,1.290672,0.979866,-0.851589,-0.441819,-0.207854,0.256913,2.360363,-1.797134,-0.178578,65.829890,525.049248,-303.037090,0.558950,0.424354,-0.368711,0.609550
333,1769589434481,3.700044,65.4171,525.0452,-302.2520,0.559271,0.423580,-0.368212,0.610095,1.291178,0.977911,-0.850084,-0.442156,-0.207138,0.256914,2.358994,-1.799068,-0.178793,65.453976,525.019143,-302.222671,0.559384,0.423713,-0.368033,0.610006
334,1769589434492,3.711155,65.0325,525.0187,-301.3556,0.559825,0.423132,-0.367293,0.610452,1.292267,0.976735,-0.847838,-0.442496,-0.206419,0.256937,2.357592,-1.800990,-0.179064,65.068810,525.005819,-301.406133,0.559756,0.423008,-0.367470,0.610494
335,1769589434503,3.722266,64.7733,524.9501,-300.5509,0.560276,0.422361,-0.366668,0.610948,1.293047,0.974757,-0.846223,-0.443169,-0.204956,0.256935,2.354744,-1.804999,-0.179488,64.673510,524.925824,-300.427881,0.560218,0.422288,-0.366728,0.611015
336,1769589434514,3.733377,64.2078,524.9041,-299.0964,0.560598,0.421335,-0.366268,0.611601,1.293446,0.972129,-0.845075,-0.443530,-0.204168,0.256942,2.353189,-1.807134,-0.179694,64.289190,524.904486,-298.975648,0.560736,0.421434,-0.365990,0.611571
337,1769589434525,3.744489,63.9885,524.7816,-297.6104,0.561236,0.420587,-0.365107,0.612224,1.294588,0.970157,-0.842183,-0.444324,-0.202444,0.256933,2.349871,-1.811835,-0.180170,63.967057,524.912762,-297.495462,0.561172,0.420520,-0.365269,0.612231
338,1769589434536,3.755600,63.5569,525.1010,-295.6148,0.561782,0.419554,-0.364575,0.612749,1.295571,0.967567,-0.840776,-0.444705,-0.201597,0.256915,2.348234,-1.814215,-0.180426,63.641157,524.965062,-296.185700,0.561703,0.419651,-0.364619,0.612727
339,1769589434547,3.766711,63.4432,524.9967,-295.2806,0.562033,0.418909,-0.363955,0.613327,1.295845,0.965853,-0.839150,-0.445061,-0.200805,0.256932,2.346668,-1.816325,-0.180666,63.323362,525.052467,-295.104381,0.562182,0.418854,-0.364023,0.613188
340,1769589434558,3.777822,62.8920,525.0684,-294.4593,0.562794,0.418035,-0.363721,0.613365,1.297581,0.963823,-0.838597,-0.445735,-0.199306,0.256919,2.343759,-1.820408,-0.181052,62.855219,525.076890,-294.144433,0.562645,0.418016,-0.363609,0.613581
341,1769589434569,3.788934,62.3885,525.0639,-293.1576,0.562969,0.417279,-0.363014,0.614137,1.297576,0.961777,-0.836704,-0.446077,-0.198562,0.256938,2.342267,-1.822349,-0.181309,62.438900,524.958514,-293.312457,0.563077,0.417269,-0.363001,0.614053
342,1769589434581,3.800045,61.8603,524.8099,-292.1640,0.563638,0.416441,-0.362402,0.614454,1.298949,0.959722,-0.835186,-0.446433,-0.197766,0.256918,2.340728,-1.824534,-0.181508,61.993052,524.854667,-292.309038,0.563570,0.416537,-0.362299,0.614512
343,1769589434592,3.811156,61.7746,524.6986,-291.4634,0.563905,0.415920,-0.361396,0.615154,1.299195,0.958247,-0.832629,-0.447104,-0.196213,0.256911,2.337748,-1.828741,-0.181942,61.617981,524.770119,-291.420243,0.563990,0.415891,-0.361534,0.615015
344,1769589434603,3.822268,61.2780,524.7361,-290.6419,0.564511,0.415271,-0.360856,0.615354,1.300485,0.956675,-0.831317,-0.447429,-0.195459,0.256906,2.336298,-1.830769,-0.182165,61.297414,524.754095,-290.550895,0.564410,0.415214,-0.360957,0.615426
345,1769589434614,3.833379,60.8851,524.8582,-289.5633,0.564794,0.414548,-0.360415,0.615840,1.300878,0.954821,-0.830138,-0.448044,-0.194053,0.256921,2.333552,-1.834476,-0.182564,60.978405,524.795910,-289.522062,0.564757,0.414519,-0.360401,0.615901
346,1769589434625,3.844490,60.6556,524.8116,-288.2491,0.565071,0.413703,-0.359980,0.616408,1.301218,0.952655,-0.828944,-0.448375,-0.193308,0.256943,2.332033,-1.836466,-0.182845,60.628081,524.749910,-288.373467,0.565178,0.413835,-0.359794,0.616330
347,1769589434636,3.855601,60.2146,524.6971,-287.0044,0.565671,0.413045,-0.358942,0.616905,1.302335,0.950947,-0.826386,-0.448721,-0.192486,0.256929,2.330472,-1.838654,-0.183057,60.177100,524.736086,-286.941324,0.565709,0.413037,-0.358866,0.616919
348,1769589434647,3.866712,59.7489,524.5734,-285.7006,0.566301,0.412399,-0.357848,0.617393,1.303527,0.949272,-0.823705,-0.449481,-0.190747,0.256926,2.327015,-1.843314,-0.183546,59.618719,524.705881,-285.391019,0.566334,0.412126,-0.357935,0.617495
349,1769589434658,3.877824,58.7646,524.8981,-283.7039,0.567085,0.411060,-0.356822,0.618161,1.304925,0.945895,-0.821086,-0.449866,-0.189785,0.256909,2.325178,-1.845946,-0.183784,58.888186,524.790543,-284.071990,0.566914,0.411258,-0.357064,0.618046
350,1769589434669,3.888935,58.3016,524.7643,-282.7395,0.567330,0.410221,-0.356688,0.618571,1.305271,0.943805,-0.820641,-0.450586,-0.188088,0.256921,2.321854,-1.850413,-0.184316,58.276371,524.791281,-282.956990,0.567354,0.410340,-0.356558,0.618544
351,1769589434681,3.900046,57.6129,524.8864,-282.3909,0.567621,0.409727,-0.356032,0.619008,1.305709,0.942503,-0.818988,-0.450909,-0.187297,0.256928,2.320272,-1.852512,-0.184523,57.794076,524.756233,-282.073152,0.567637,0.409585,-0.356085,0.619058
352,1769589434692,3.911157,57.5873,524.4194,-281.3719,0.567962,0.408817,-0.355794,0.619434,1.306267,0.940247,-0.818297,-0.451217,-0.186547,0.256895,2.318821,-1.854506,-0.184601,57.427381,524.556743,-281.359486,0.567928,0.408928,-0.355503,0.619559
353,1769589434703,3.922268,57.0759,524.5122,-280.4286,0.568276,0.408342,-0.354631,0.620126,1.306623,0.938892,-0.815393,-0.451862,-0.184978,0.256866,2.315831,-1.858646,-0.185005,57.008300,524.459129,-280.506219,0.568487,0.408158,-0.354795,0.619959
354,1769589434714,3.933380,56.4859,524.2551,-279.4324,0.569104,0.407218,-0.353994,0.620470,1.308345,0.936174,-0.813816,-0.452186,-0.184152,0.256860,2.314233,-1.860871,-0.185290,56.566376,524.337986,-279.413871,0.569089,0.407287,-0.354176,0.620334
355,1769589434725,3.944491,56.0511,524.4489,-278.5395,0.569875,0.406427,-0.353692,0.620453,1.310125,0.934363,-0.813128,-0.452820,-0.182617,0.256883,2.311166,-1.864887,-0.185765,56.054748,524.332005,-278.480790,0.569585,0.406518,-0.353570,0.620729
356,1769589434736,3.955602,55.5925,524.2340,-277.2538,0.569960,0.405657,-0.353119,0.621205,1.309921,0.932310,-0.811562,-0.453107,-0.181880,0.256909,2.309698,-1.866795,-0.186001,55.626190,524.331424,-277.478414,0.570058,0.405688,-0.353007,0.621158
357,1769589434747,3.966713,55.2915,524.3210,-276.6197,0.570141,0.405036,-0.352439,0.621830,1.310004,0.930644,-0.809795,-0.453400,-0.181168,0.256877,2.308306,-1.868681,-0.186116,55.250152,524.298681,-276.386438,0.570324,0.404888,-0.352414,0.621772
358,1769589434758,3.977825,54.8030,524.3828,-275.0991,0.570771,0.403933,-0.351580,0.622455,1.311121,0.927876,-0.807617,-0.454058,-0.179507,0.256881,2.305030,-1.873054,-0.186595,54.776095,524.299814,-274.997895,0.570529,0.403906,-0.351866,0.622532
359,1769589434769,3.988936,54.3840,524.0934,-273.7112,0.570835,0.402851,-0.351462,0.623164,1.310890,0.925125,-0.807114,-0.454393,-0.178682,0.256897,2.303393,-1.875142,-0.186856,54.360929,524.261800,-273.722062,0.570909,0.402850,-0.351451,0.623102
360,1769589434781,4.000047,53.7469,524.3961,-272.1137,0.571250,0.401766,-0.351019,0.623734,1.311541,0.922421,-0.805909,-0.454726,-0.177774,0.256876,2.301625,-1.877582,-0.187066,53.917829,524.172776,-272.545257,0.571457,0.401931,-0.350737,0.623596
361,1769589434792,4.011158,53.6460,523.9312,-271.8734,0.572006,0.401119,-0.350155,0.623942,1.313166,0.920858,-0.803858,-0.455407,-0.176049,0.256858,2.298290,-1.882047,-0.187535,53.466681,524.095157,-271.640943,0.571930,0.401189,-0.349934,0.624091
362,1769589434803,4.022269,53.0177,524.0590,-271.0318,0.572697,0.400724,-0.348448,0.624518,1.314447,0.919735,-0.799754,-0.455717,-0.175235,0.256860,2.296639,-1.884214,-0.187743,53.027676,524.055443,-270.871757,0.572420,0.400481,-0.348966,0.624639
363,1769589434814,4.033381,52.5065,523.9877,-270.0032,0.572661,0.399759,-0.348282,0.625262,1.313968,0.917245,-0.799130,-0.456308,-0.173704,0.256886,2.293595,-1.888146,-0.188241,52.597229,523.891229,-270.191305,0.572828,0.399776,-0.348207,0.625140
364,1769589434825,4.044492,52.1874,523.8642,-269.2360,0.573070,0.398879,-0.347671,0.625788,1.314627,0.915032,-0.797559,-0.456600,-0.172927,0.256871,2.292095,-1.890161,-0.188401,52.106276,523.876262,-269.209229,0.573220,0.399037,-0.347579,0.625601
365,1769589434836,4.055603,51.7463,523.6781,-268.4010,0.573680,0.398236,-0.347316,0.625837,1.316000,0.913538,-0.796729,-0.456900,-0.172154,0.256893,2.290515,-1.892123,-0.188643,51.817324,523.777333,-268.250900,0.573586,0.398176,-0.347197,0.626026
366,1769589434847,4.066714,51.4587,523.8865,-267.1038,0.574197,0.397589,-0.346363,0.626302,1.316937,0.911883,-0.794394,-0.457468,-0.170626,0.256887,2.287519,-1.896078,-0.189086,51.551843,523.799481,-267.291381,0.574017,0.397453,-0.346624,0.626408
367,1769589434858,4.077825,51.3670,523.8084,-266.1717,0.574293,0.396517,-0.346120,0.627027,1.316773,0.909156,-0.793604,-0.457766,-0.169852,0.256875,2.285980,-1.898096,-0.189286,51.170781,523.913890,-266.092633,0.574421,0.396709,-0.345942,0.626887
368,1769589434869,4.088937,50.7610,524.0986,-265.0190,0.574756,0.396070,-0.345291,0.627343,1.317665,0.908016,-0.791603,-0.458318,-0.168344,0.256891,2.282946,-1.901942,-0.189656,50.765086,524.007276,-264.867286,0.574907,0.396007,-0.345148,0.627322
369,1769589434881,4.100048,50.0671,524.1242,-263.4012,0.575501,0.395224,-0.344187,0.627799,1.319131,0.905910,-0.788925,-0.458624,-0.167506,0.256901,2.281264,-1.904106,-0.189925,50.156129,524.100662,-263.542624,0.575442,0.395220,-0.344384,0.627747
370,1769589434892,4.111159,49.6831,524.0281,-262.4640,0.576165,0.394657,-0.343578,0.627880,1.320610,0.904581,-0.787505,-0.458905,-0.166718,0.256858,2.279834,-1.906129,-0.190111,49.576843,524.151938,-262.370157,0.576004,0.394500,-0.343612,0.628108
371,1769589434903,4.122270,48.8988,524.2603,-261.1294,0.576363,0.393528,-0.342983,0.628732,1.320608,0.901683,-0.785870,-0.459487,-0.165145,0.256890,2.276618,-1.910167,-0.190613,49.109829,524.098948,-261.499829,0.576385,0.393772,-0.342990,0.628555
372,1769589434914,4.133381,48.8678,523.9744,-261.0035,0.576664,0.393130,-0.342518,0.628958,1.321178,0.900688,-0.784733,-0.459736,-0.164418,0.256887,2.275225,-1.912003,-0.190810,48.708462,524.056924,-260.778500,0.576731,0.393123,-0.342374,0.628980
373,1769589434925,4.144493,48.3079,523.9576,-260.1912,0.576964,0.392594,-0.341701,0.629463,1.321596,0.899277,-0.782701,-0.460244,-0.162994,0.256909,2.272342,-1.915602,-0.191256,48.322162,523.994476,-259.975200,0.577046,0.392440,-0.341721,0.629472
374,1769589434936,4.155604,47.9468,523.9037,-258.9768,0.577658,0.391759,-0.340874,0.629795,1.323009,0.897244,-0.780703,-0.460503,-0.162241,0.256869,2.270883,-1.917592,-0.191334,47.994748,523.822971,-259.139190,0.577538,0.391767,-0.340999,0.629831
375,1769589434947,4.166715,47.5963,523.7399,-258.0598,0.577863,0.390926,-0.340430,0.630364,1.323173,0.895131,-0.779507,-0.460773,-0.161498,0.256889,2.269404,-1.919450,-0.191616,47.568319,523.725905,-258.090305,0.577982,0.390965,-0.340312,0.630294
376,1769589434958,4.177826,47.1983,523.5161,-257.1903,0.578526,0.390147,-0.339601,0.630685,1.324520,0.893232,-0.777508,-0.461282,-0.160015,0.256859,2.266472,-1.923285,-0.191947,47.197448,523.625143,-257.190600,0.578333,0.390209,-0.339711,0.630765
377,1769589434969,4.188938,46.7819,523.5897,-256.3716,0.578552,0.389548,-0.339157,0.631270,1.324268,0.891650,-0.776309,-0.461527,-0.159332,0.256874,2.265121,-1.924927,-0.192116,46.778505,523.546490,-256.420610,0.578651,0.389528,-0.339057,0.631245
378,1769589434981,4.200049,46.3219,523.5736,-255.6031,0.578873,0.388905,-0.338420,0.631768,1.324737,0.890000,-0.774465,-0.461775,-0.158622,0.256881,2.263665,-1.926741,-0.192350,46.335910,523.530705,-255.571719,0.578943,0.388853,-0.338440,0.631725
379,1769589434992,4.211160,45.8506,523.4895,-254.6376,0.579423,0.388142,-0.337643,0.632149,1.325791,0.888116,-0.772569,-0.462256,-0.157187,0.256869,2.260833,-1.930390,-0.192686,45.826481,523.551552,-254.502362,0.579289,0.388160,-0.337756,0.632200
380,1769589435003,4.222272,45.3465,523.5353,-253.3337,0.579562,0.387371,-0.337250,0.632704,1.325812,0.886153,-0.771496,-0.462527,-0.156397,0.256879,2.259254,-1.932359,-0.192929,45.301790,523.507895,-253.273005,0.579758,0.387366,-0.336989,0.632666
381,1769589435014,4.233383,44.7180,523.5100,-251.8616,0.580347,0.386635,-0.336096,0.633049,1.327423,0.884348,-0.768752,-0.463069,-0.154781,0.256871,2.256007,-1.936463,-0.193367,44.808467,523.454471,-252.038310,0.580196,0.386597,-0.336279,0.633113
382,1769589435025,4.244494,44.3558,523.3821,-250.9267,0.580575,0.385772,-0.335596,0.633631,1.327635,0.882167,-0.767426,-0.463326,-0.154011,0.256859,2.254515,-1.938407,-0.193566,44.371271,523.420905,-251.002390,0.580579,0.385904,-0.335654,0.633515
383,1769589435036,4.255605,43.9844,523.3830,-250.2221,0.580934,0.385250,-0.335074,0.633896,1.328314,0.880880,-0.766150,-0.463582,-0.153241,0.256874,2.252926,-1.940329,-0.193774,43.947462,523.443119,-250.204352,0.580928,0.385145,-0.335076,0.633964
384,1769589435047,4.266716,43.5616,523.5004,-249.5810,0.581230,0.384569,-0.334597,0.634289,1.328781,0.879183,-0.764941,-0.464056,-0.151804,0.256858,2.250070,-1.943944,-0.194114,43.494033,523.501771,-249.479267,0.581294,0.384532,-0.334424,0.634344
385,1769589435058,4.277828,42.9657,523.6609,-248.7039,0.581535,0.383626,-0.333852,0.634973,1.329113,0.876786,-0.763027,-0.464291,-0.151104,0.256870,2.248692,-1.945655,-0.194351,42.999352,523.560724,-248.652476,0.581620,0.383838,-0.333761,0.634816
386,1769589435069,4.288939,42.4283,523.5563,-247.6693,0.582205,0.383398,-0.332707,0.635098,1.330575,0.876221,-0.760371,-0.464763,-0.149640,0.256888,2.245728,-1.949321,-0.194815,42.495438,523.584833,-247.724576,0.581895,0.383078,-0.333134,0.635351
387,1769589435081,4.300050,42.0867,523.5121,-246.8116,0.581943,0.382155,-0.332772,0.636052,1.329468,0.873046,-0.760228,-0.464990,-0.148921,0.256878,2.244300,-1.951127,-0.194982,42.038852,523.556581,-246.840724,0.582150,0.382363,-0.332518,0.635871
388,1769589435092,4.311162,41.6073,523.5562,-245.9874,0.582414,0.381632,-0.332081,0.636297,1.330413,0.871764,-0.758575,-0.465199,-0.148212,0.256870,2.242917,-1.952910,-0.195130,41.659719,523.536448,-246.130014,0.582461,0.381669,-0.331962,0.636293
389,1769589435103,4.322273,41.2231,523.5272,-245.4115,0.582784,0.380972,-0.331379,0.636720,1.331031,0.870109,-0.756843,-0.465661,-0.146822,0.256903,2.240055,-1.956301,-0.195554,41.188310,523.544686,-245.288562,0.582739,0.380827,-0.331599,0.636732
390,1769589435114,4.333384,40.7239,523.5675,-244.5752,0.583330,0.380152,-0.330876,0.636971,1.332143,0.868149,-0.755616,-0.465897,-0.146074,0.256888,2.238572,-1.958197,-0.195759,40.577986,523.533748,-244.274400,0.583264,0.380195,-0.330901,0.636993
391,1769589435125,4.344495,39.8905,523.4567,-242.9229,0.583551,0.379264,-0.330652,0.637414,1.332411,0.865966,-0.754971,-0.466387,-0.144487,0.256902,2.235365,-1.962134,-0.196183,40.017281,523.456090,-243.203895,0.583695,0.379379,-0.330318,0.637386
392,1769589435136,4.355607,39.3347,523.3940,-242.0306,0.584245,0.378799,-0.329340,0.637734,1.333823,0.864793,-0.751880,-0.466633,-0.143698,0.256898,2.233747,-1.964087,-0.196348,39.472605,523.388224,-242.166257,0.584097,0.378592,-0.329637,0.637838
393,1769589435147,4.366718,39.1319,523.2468,-241.3506,0.584433,0.377685,-0.329055,0.638369,1.333913,0.862030,-0.751037,-0.466853,-0.142932,0.256890,2.232254,-1.966007,-0.196585,38.974376,523.272071,-241.235129,0.584467,0.377850,-0.328912,0.638314
394,1769589435158,4.377829,38.5363,523.2988,-240.5624,0.584762,0.377151,-0.328156,0.638846,1.334410,0.860646,-0.748843,-0.467328,-0.141424,0.256883,2.229224,-1.969708,-0.196972,38.519248,523.279719,-240.459895,0.584797,0.377105,-0.328282,0.638776
395,1769589435169,4.388940,37.9435,523.1854,-239.4768,0.585141,0.376414,-0.327787,0.639123,1.335125,0.858870,-0.747917,-0.467534,-0.140726,0.256889,2.227763,-1.971466,-0.197144,37.960310,523.309119,-239.543776,0.585075,0.376387,-0.327809,0.639188
396,1769589435181,4.400051,37.3708,523.4811,-238.5616,0.585342,0.375689,-0.327384,0.639572,1.335343,0.857061,-0.746862,-0.467752,-0.140009,0.256895,2.226359,-1.973176,-0.197363,37.385148,523.308186,-238.553205,0.585430,0.375760,-0.327199,0.639544
