FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,HE_TCP_X_m,HE_TCP_Y_m,HE_TCP_Z_m,HE_TCP_RX_rad,HE_TCP_RY_rad,HE_TCP_RZ_rad
385,1769589276670,4.277827,-0.487717,0.022938,0.256972,0.634023,0.260239,-0.22754,0.691749,1.416863,0.581561,-0.508488,-0.487717,0.022938,0.256972,1.87652,-2.336257,-0.236662,-0.488421,0.01676,0.266831,2.079066,-2.253044,-0.036916
386,1769589276681,4.288938,-0.487601,0.025457,0.256995,0.634282,0.258687,-0.226704,0.692367,1.417101,0.577955,-0.506499,-0.487601,0.025457,0.256995,1.870675,-2.34135,-0.237303,-0.48833,0.018536,0.266826,2.075484,-2.257215,-0.039586
387,1769589276693,4.300049,-0.487527,0.02675,0.256988,0.634886,0.25771,-0.225271,0.692646,1.418297,0.575709,-0.503243,-0.487527,0.02675,0.256988,1.867687,-2.34399,-0.23758,-0.488234,0.020112,0.266731,2.071045,-2.260653,-0.038242
388,1769589276704,4.311161,-0.48745,0.028014,0.256969,0.635114,0.256053,-0.224712,0.693233,1.418481,0.571875,-0.501878,-0.48745,0.028014,0.256969,1.864751,-2.346604,-0.237751,-0.48818,0.022099,0.266758,2.068116,-2.264862,-0.041913
389,1769589276715,4.322272,-0.487305,0.03058,0.256996,0.635852,0.25521,-0.222756,0.693498,1.419984,0.569934,-0.497459,-0.487305,0.03058,0.256996,1.858812,-2.351731,-0.238388,-0.488054,0.023485,0.266685,2.062438,-2.268372,-0.038661
390,1769589276726,4.333384,-0.487214,0.031878,0.256976,0.63626,0.253767,-0.221844,0.693946,1.420647,0.566613,-0.495336,-0.487214,0.031878,0.256976,1.855818,-2.354378,-0.238644,-0.487902,0.025473,0.266748,2.058862,-2.272405,-0.040416
391,1769589276737,4.344495,-0.48713,0.033171,0.256971,0.636676,0.252319,-0.220779,0.694432,1.421307,0.563273,-0.492865,-0.48713,0.033171,0.256971,1.852783,-2.35698,-0.238874,-0.487841,0.027189,0.26681,2.054852,-2.276536,-0.041823
392,1769589276748,4.355606,-0.486944,0.03576,0.256975,0.636997,0.250813,-0.2201,0.694898,1.421766,0.55981,-0.491259,-0.486944,0.03576,0.256975,1.846765,-2.36222,-0.239453,-0.487729,0.029314,0.267111,2.051793,-2.280509,-0.044467
393,1769589276759,4.366717,-0.48685,0.037067,0.256959,0.637539,0.249901,-0.218615,0.695199,1.422809,0.55771,-0.487887,-0.48685,0.037067,0.256959,1.843687,-2.36486,-0.239706,-0.487694,0.030879,0.267012,2.047205,-2.28374,-0.042911
394,1769589276770,4.377828,-0.486646,0.039655,0.256966,0.637927,0.248205,-0.21784,0.695694,1.4234,0.553818,-0.486065,-0.486646,0.039655,0.256966,1.837686,-2.370042,-0.240333,-0.48751,0.033161,0.267311,2.043747,-2.288225,-0.045778
395,1769589276781,4.388939,-0.486536,0.040952,0.256966,0.638272,0.246761,-0.216654,0.69626,1.423857,0.550475,-0.483312,-0.486536,0.040952,0.256966,1.834594,-2.372657,-0.240588,-0.487482,0.034708,0.267114,2.039321,-2.292336,-0.047032
396,1769589276793,4.400051,-0.486429,0.042258,0.256983,0.638748,0.245477,-0.215443,0.696654,1.4247,0.547527,-0.480537,-0.486429,0.042258,0.256983,1.831529,-2.375208,-0.240894,-0.487184,0.03633,0.266962,2.035091,-2.29618,-0.047398
397,1769589276804,4.411162,-0.486202,0.044867,0.256979,0.639229,0.244295,-0.21418,0.697018,1.425571,0.544812,-0.477652,-0.486202,0.044867,0.256979,1.825401,-2.380426,-0.241524,-0.487013,0.038124,0.26699,2.030814,-2.299819,-0.047306
398,1769589276815,4.422273,-0.486068,0.046167,0.256951,0.639285,0.242428,-0.213856,0.697717,1.425308,0.540502,-0.476801,-0.486068,0.046167,0.256951,1.822341,-2.383078,-0.241677,-0.486808,0.040204,0.267033,2.028152,-2.304196,-0.052425
399,1769589276826,4.433384,-0.485814,0.048765,0.256962,0.639831,0.241202,-0.212603,0.698025,1.426356,0.537705,-0.473951,-0.485814,0.048765,0.256962,1.816145,-2.38825,-0.242221,-0.48658,0.042006,0.267102,2.023913,-2.307957,-0.052317
400,1769589276837,4.444496,-0.485682,0.050056,0.256951,0.640243,0.23984,-0.211424,0.698474,1.427026,0.534575,-0.471239,-0.485682,0.050056,0.256951,1.813109,-2.390836,-0.242512,-0.486446,0.043763,0.266934,2.019631,-2.311885,-0.053112
401,1769589276848,4.455607,-0.485564,0.051324,0.256956,0.640621,0.238557,-0.210292,0.698909,1.427626,0.531625,-0.468636,-0.485564,0.051324,0.256956,1.810151,-2.393309,-0.242835,-0.486265,0.04567,0.267024,2.015526,-2.315582,-0.053833
402,1769589276859,4.466718,-0.485279,0.053896,0.256981,0.641226,0.237478,-0.208729,0.699189,1.42882,0.529164,-0.465103,-0.485279,0.053896,0.256981,1.803961,-2.398356,-0.243386,-0.486144,0.047175,0.266787,2.010605,-2.31919,-0.05243
403,1769589276870,4.477829,-0.485126,0.055214,0.256977,0.641695,0.236459,-0.207686,0.699415,1.429739,0.526847,-0.462738,-0.485126,0.055214,0.256977,1.800869,-2.400995,-0.243712,-0.485978,0.048768,0.26664,2.007085,-2.322299,-0.052275
404,1769589276881,4.48894,-0.484826,0.05786,0.256958,0.641979,0.234722,-0.206708,0.700029,1.430032,0.522851,-0.460449,-0.484826,0.05786,0.256958,1.79458,-2.406197,-0.244238,-0.48578,0.050816,0.266894,2.002879,-2.326838,-0.054951
405,1769589276893,4.500052,-0.484652,0.059189,0.256959,0.6423,0.23347,-0.205622,0.700473,1.430501,0.519973,-0.457952,-0.484652,0.059189,0.256959,1.791411,-2.408869,-0.244534,-0.485634,0.052827,0.266876,1.998875,-2.330374,-0.055777
406,1769589276904,4.511163,-0.484489,0.060527,0.25695,0.643178,0.23268,-0.203391,0.700581,1.432396,0.518192,-0.452963,-0.484489,0.060527,0.25695,1.788214,-2.411518,-0.244817,-0.485433,0.054386,0.266847,1.992594,-2.333814,-0.051372
407,1769589276915,4.522274,-0.484168,0.063105,0.256953,0.643595,0.23136,-0.202386,0.700927,1.433133,0.515183,-0.450665,-0.484168,0.063105,0.256953,1.782036,-2.416532,-0.24536,-0.485253,0.055779,0.266566,1.988832,-2.337507,-0.052336
408,1769589276926,4.533385,-0.483989,0.064407,0.256958,0.643799,0.229749,-0.201704,0.701465,1.433288,0.51149,-0.449053,-0.483989,0.064407,0.256958,1.77882,-2.419132,-0.245613,-0.485039,0.057775,0.266555,1.985501,-2.341537,-0.055392
409,1769589276937,4.544497,-0.483829,0.065666,0.256949,0.644244,0.228378,-0.200466,0.70186,1.434058,0.50836,-0.446227,-0.483829,0.065666,0.256949,1.775778,-2.421587,-0.245865,-0.484863,0.058873,0.26621,1.981052,-2.345461,-0.055931
410,1769589276948,4.555608,-0.483464,0.068247,0.256975,0.644811,0.227463,-0.199,0.702053,1.435214,0.506284,-0.442931,-0.483464,0.068247,0.256975,1.769564,-2.426591,-0.246469,-0.484657,0.060262,0.265997,1.976522,-2.348558,-0.054275
411,1769589276959,4.566719,-0.483287,0.069513,0.256967,0.64509,0.225627,-0.198413,0.702555,1.435554,0.502101,-0.441541,-0.483287,0.069513,0.256967,1.766471,-2.429059,-0.246715,-0.48437,0.062462,0.266372,1.973288,-2.353074,-0.058
412,1769589276970,4.57783,-0.482918,0.072029,0.256966,0.645224,0.224082,-0.197435,0.703202,1.435493,0.498538,-0.439252,-0.482918,0.072029,0.256966,1.76037,-2.43399,-0.247251,-0.484012,0.064271,0.266681,1.969113,-2.357022,-0.060356
413,1769589276981,4.588942,-0.48273,0.073271,0.256955,0.645461,0.222936,-0.196579,0.703588,1.435808,0.495913,-0.437285,-0.48273,0.073271,0.256955,1.757373,-2.436422,-0.247498,-0.483907,0.066268,0.266845,1.965767,-2.360099,-0.061481
414,1769589276993,4.600053,-0.482545,0.074488,0.256962,0.645755,0.221304,-0.195683,0.704083,1.436185,0.492189,-0.435208,-0.482545,0.074488,0.256962,1.754387,-2.438749,-0.247732,-0.483419,0.067984,0.266945,1.961868,-2.364296,-0.063854
415,1769589277004,4.611164,-0.482161,0.076937,0.256964,0.646556,0.220784,-0.193669,0.704068,1.437976,0.491034,-0.43073,-0.482161,0.076937,0.256964,1.748393,-2.443519,-0.248274,-0.483104,0.069092,0.266769,1.956401,-2.366898,-0.05924
416,1769589277015,4.622275,-0.481964,0.078169,0.256964,0.646602,0.219004,-0.193318,0.704678,1.437737,0.486962,-0.429849,-0.481964,0.078169,0.256964,1.745393,-2.445895,-0.248558,-0.482874,0.071312,0.266973,1.953655,-2.370992,-0.063796
417,1769589277026,4.633386,-0.481565,0.0806,0.256966,0.647152,0.217803,-0.191927,0.704925,1.438824,0.484245,-0.426715,-0.481565,0.0806,0.256966,1.739422,-2.450606,-0.249047,-0.482537,0.072839,0.266987,1.949023,-2.374621,-0.06316
418,1769589277037,4.644498,-0.481358,0.08181,0.25695,0.647453,0.216692,-0.190795,0.705299,1.439284,0.481706,-0.424136,-0.481358,0.08181,0.25695,1.736505,-2.452958,-0.249286,-0.48241,0.074937,0.267251,1.944986,-2.377756,-0.06341
419,1769589277048,4.655609,-0.481151,0.083024,0.256961,0.647938,0.215425,-0.189533,0.705582,1.440206,0.478837,-0.421285,-0.481151,0.083024,0.256961,1.733498,-2.455276,-0.249531,-0.482056,0.076708,0.267261,1.940586,-2.38141,-0.063392
420,1769589277059,4.66672,-0.480724,0.085434,0.25695,0.648332,0.214439,-0.188263,0.70586,1.440925,0.476593,-0.418416,-0.480724,0.085434,0.25695,1.727545,-2.459959,-0.250015,-0.481838,0.078153,0.267272,1.936371,-2.384381,-0.062735
421,1769589277070,4.677831,-0.480517,0.086627,0.256953,0.64859,0.21288,-0.187345,0.70634,1.441231,0.473041,-0.4163,-0.480517,0.086627,0.256953,1.724614,-2.462217,-0.250271,-0.481429,0.079884,0.267006,1.932431,-2.388355,-0.064859
422,1769589277081,4.688942,-0.480076,0.089031,0.256963,0.648824,0.211304,-0.18684,0.706732,1.441533,0.469466,-0.415115,-0.480076,0.089031,0.256963,1.71867,-2.46684,-0.250832,-0.481052,0.081831,0.267041,1.929602,-2.39217,-0.067932
423,1769589277093,4.700053,-0.479854,0.090236,0.256972,0.649065,0.210145,-0.185676,0.707162,1.44183,0.466815,-0.412458,-0.479854,0.090236,0.256972,1.715639,-2.469116,-0.251095,-0.48073,0.083321,0.266764,1.925367,-2.395346,-0.068373
424,1769589277104,4.711165,-0.479626,0.091442,0.256947,0.649774,0.209364,-0.183869,0.707216,1.443373,0.465069,-0.408436,-0.479626,0.091442,0.256947,1.712691,-2.471457,-0.251291,-0.480382,0.084641,0.266684,1.920132,-2.398285,-0.065183
425,1769589277115,4.722276,-0.479159,0.093827,0.256959,0.649858,0.207693,-0.183446,0.70774,1.443269,0.461266,-0.407415,-0.479159,0.093827,0.256959,1.706722,-2.47602,-0.251819,-0.480067,0.086586,0.266848,1.917294,-2.402153,-0.069051
426,1769589277126,4.733387,-0.47893,0.095006,0.256961,0.650308,0.206425,-0.182244,0.708008,1.444118,0.458401,-0.404703,-0.47893,0.095006,0.256961,1.703784,-2.478269,-0.252064,-0.479657,0.088181,0.266861,1.913015,-2.40571,-0.069187
427,1769589277137,4.744498,-0.478696,0.096177,0.256963,0.650583,0.205291,-0.181272,0.708334,1.444548,0.455825,-0.402495,-0.478696,0.096177,0.256963,1.700885,-2.480498,-0.252325,-0.479627,0.089842,0.267108,1.909363,-2.408753,-0.069837
428,1769589277148,4.755609,-0.478213,0.098498,0.25696,0.650811,0.203919,-0.180299,0.70877,1.444811,0.452703,-0.400266,-0.478213,0.098498,0.25696,1.695065,-2.484932,-0.25277,-0.479307,0.091635,0.26719,1.905416,-2.412274,-0.071299
429,1769589277159,4.766721,-0.477989,0.099646,0.256945,0.651479,0.203222,-0.178529,0.708804,1.446275,0.451149,-0.396332,-0.477989,0.099646,0.256945,1.692156,-2.487096,-0.252949,-0.478997,0.092743,0.267171,1.900336,-2.414943,-0.068022
430,1769589277170,4.777832,-0.477493,0.101951,0.256948,0.651571,0.201548,-0.178047,0.709319,1.446191,0.447345,-0.395183,-0.477493,0.101951,0.256948,1.686378,-2.49152,-0.25348,-0.47857,0.094541,0.267024,1.897316,-2.418822,-0.0717
431,1769589277181,4.788943,-0.477252,0.10308,0.256973,0.652002,0.200461,-0.17684,0.709533,1.447027,0.444896,-0.392473,-0.477252,0.10308,0.256973,1.683482,-2.493617,-0.253757,-0.478203,0.096052,0.267074,1.893187,-2.42194,-0.071307
432,1769589277193,4.800054,-0.477011,0.104235,0.256978,0.652326,0.199426,-0.175818,0.709781,1.447607,0.442556,-0.390166,-0.477011,0.104235,0.256978,1.680635,-2.495793,-0.254077,-0.477747,0.097457,0.266863,1.889533,-2.424793,-0.071409
433,1769589277204,4.811166,-0.476508,0.10649,0.25695,0.65244,0.198052,-0.174909,0.710285,1.447581,0.43942,-0.388074,-0.476508,0.10649,0.25695,1.674894,-2.500087,-0.254407,-0.477407,0.099002,0.266853,1.885653,-2.428178,-0.073258
434,1769589277215,4.822277,-0.476248,0.107639,0.256985,0.652892,0.196961,-0.173751,0.710457,1.448486,0.436972,-0.385478,-0.476248,0.107639,0.256985,1.67199,-2.502218,-0.254755,-0.477154,0.100688,0.266944,1.88167,-2.431284,-0.072904
435,1769589277226,4.833388,-0.475733,0.109905,0.25699,0.653188,0.195788,-0.172886,0.71072,1.448996,0.434326,-0.38352,-0.475733,0.109905,0.25699,1.666215,-2.506503,-0.255241,-0.476911,0.102104,0.267074,1.878276,-2.434342,-0.073776
436,1769589277237,4.844499,-0.475458,0.111043,0.256949,0.653491,0.194502,-0.171912,0.711031,1.449494,0.43142,-0.381315,-0.475458,0.111043,0.256949,1.663334,-2.508702,-0.255329,-0.476573,0.103864,0.267037,1.874464,-2.437683,-0.074727
437,1769589277248,4.855611,-0.475205,0.112163,0.256983,0.654001,0.193685,-0.170238,0.711188,1.450538,0.429582,-0.377577,-0.475205,0.112163,0.256983,1.66044,-2.510739,-0.25568,-0.47623,0.105152,0.267018,1.869386,-2.440398,-0.072375
438,1769589277259,4.866722,-0.474654,0.11447,0.256964,0.654072,0.19192,-0.169765,0.711714,1.450401,0.425581,-0.376453,-0.474654,0.11447,0.256964,1.654573,-2.515095,-0.256099,-0.475869,0.107107,0.266975,1.866247,-2.444415,-0.076295
439,1769589277270,4.877833,-0.474368,0.11563,0.256982,0.654362,0.190896,-0.168615,0.711996,1.450886,0.423266,-0.373862,-0.474368,0.11563,0.256982,1.651573,-2.51729,-0.256378,-0.475387,0.108776,0.266995,1.862211,-2.447223,-0.076152
440,1769589277281,4.888945,-0.47378,0.118006,0.256983,0.654636,0.18947,-0.167649,0.712353,1.451295,0.420046,-0.37167,-0.47378,0.118006,0.256983,1.645499,-2.52174,-0.256882,-0.47497,0.110554,0.267076,1.858236,-2.450816,-0.07756
441,1769589277293,4.900056,-0.473491,0.119188,0.256977,0.655205,0.188812,-0.165658,0.71247,1.452491,0.418569,-0.367238,-0.473491,0.119188,0.256977,1.642476,-2.523931,-0.257142,-0.474569,0.111952,0.267079,1.852501,-2.453303,-0.073953
442,1769589277304,4.911167,-0.473188,0.120385,0.256992,0.655565,0.187268,-0.164487,0.712818,1.453095,0.415088,-0.364594,-0.473188,0.120385,0.256992,1.639369,-2.526175,-0.257421,-0.474116,0.113799,0.26713,1.8479,-2.457265,-0.075047
443,1769589277315,4.922278,-0.47257,0.122814,0.256991,0.655796,0.185889,-0.16364,0.713161,1.453413,0.411979,-0.362669,-0.47257,0.122814,0.256991,1.633081,-2.530701,-0.257924,-0.473631,0.11552,0.267114,1.844262,-2.460665,-0.076647
444,1769589277326,4.933389,-0.47225,0.124013,0.256985,0.656037,0.184686,-0.16252,0.713508,1.453754,0.409257,-0.360138,-0.47225,0.124013,0.256985,1.629959,-2.532956,-0.258108,-0.473242,0.117091,0.267081,1.840065,-2.463774,-0.077171
445,1769589277337,4.9445,-0.471937,0.125191,0.256977,0.656253,0.18331,-0.161618,0.713869,1.45403,0.406152,-0.358091,-0.471937,0.125191,0.256977,1.626903,-2.535158,-0.258311,-0.472816,0.11871,0.267062,1.836261,-2.467163,-0.078674
446,1769589277348,4.955612,-0.471288,0.127623,0.256991,0.656422,0.181815,-0.160583,0.714329,1.454147,0.402768,-0.355734,-0.471288,0.127623,0.256991,1.620618,-2.539646,-0.258872,-0.472326,0.120426,0.267142,1.831915,-2.470803,-0.080359
447,1769589277359,4.966723,-0.470959,0.128828,0.257001,0.65694,0.180829,-0.159155,0.714423,1.455242,0.40057,-0.352557,-0.470959,0.128828,0.257001,1.617405,-2.541899,-0.259128,-0.471837,0.121974,0.267182,1.827333,-2.47373,-0.078912
448,1769589277370,4.977834,-0.470291,0.131253,0.256977,0.657087,0.179136,-0.158199,0.714926,1.455287,0.396743,-0.350372,-0.470291,0.131253,0.256977,1.611097,-2.546407,-0.259559,-0.471422,0.1238,0.267228,1.822966,-2.477739,-0.081344
449,1769589277381,4.988945,-0.469947,0.132449,0.256983,0.657392,0.177803,-0.157407,0.715154,1.455835,0.393755,-0.348587,-0.469947,0.132449,0.256983,1.60795,-2.54863,-0.259803,-0.470887,0.125593,0.267291,1.819572,-2.481046,-0.082672
450,1769589277393,5.000057,-0.469615,0.133623,0.257002,0.65788,0.177147,-0.155664,0.71525,1.45686,0.392288,-0.344715,-0.469615,0.133623,0.257002,1.604842,-2.550789,-0.260101,-0.47046,0.12693,0.267187,1.814457,-2.483313,-0.079749
451,1769589277404,5.011168,-0.468941,0.136002,0.256996,0.658171,0.175537,-0.154463,0.715639,1.457286,0.388664,-0.342004,-0.468941,0.136002,0.256996,1.598594,-2.555161,-0.26057,-0.469926,0.128801,0.267297,1.809617,-2.487303,-0.081055
452,1769589277415,5.022279,-0.46859,0.137182,0.256972,0.658517,0.174237,-0.153458,0.715855,1.457931,0.385754,-0.33975,-0.46859,0.137182,0.256972,1.595521,-2.557382,-0.260736,-0.469511,0.12993,0.266999,1.805701,-2.490613,-0.081736
453,1769589277426,5.03339,-0.467898,0.139539,0.257007,0.658692,0.172878,-0.152631,0.7162,1.458126,0.382695,-0.337874,-0.467898,0.139539,0.257007,1.589271,-2.561658,-0.261307,-0.469024,0.131573,0.266986,1.802065,-2.493863,-0.083375
454,1769589277437,5.044501,-0.46754,0.140714,0.256989,0.658805,0.171492,-0.15183,0.716599,1.458152,0.379568,-0.336049,-0.46754,0.140714,0.256989,1.586158,-2.563857,-0.261507,-0.468581,0.133837,0.26718,1.798415,-2.497109,-0.085294
455,1769589277448,5.055613,-0.467185,0.1419,0.257004,0.659197,0.170154,-0.150547,0.716828,1.458891,0.376574,-0.333181,-0.467185,0.1419,0.257004,1.582989,-2.566042,-0.261802,-0.467989,0.135325,0.267193,1.793723,-2.500591,-0.085381
456,1769589277459,5.066724,-0.466465,0.144242,0.257024,0.659487,0.168875,-0.149538,0.717075,1.459395,0.373707,-0.330916,-0.466465,0.144242,0.257024,1.576709,-2.570317,-0.262296,-0.467441,0.13705,0.267235,1.789762,-2.503791,-0.086109
457,1769589277470,5.077835,-0.466089,0.145444,0.256994,0.659648,0.167446,-0.148745,0.717427,1.459552,0.370496,-0.329118,-0.466089,0.145444,0.256994,1.573562,-2.572565,-0.262476,-0.467042,0.138876,0.267228,1.786117,-2.507148,-0.088005
458,1769589277481,5.088946,-0.465346,0.147825,0.257034,0.659826,0.16588,-0.147752,0.717832,1.459721,0.366973,-0.326868,-0.465346,0.147825,0.257034,1.567142,-2.576857,-0.263071,-0.466531,0.140734,0.267277,1.781779,-2.510851,-0.089823
459,1769589277493,5.100057,-0.464937,0.149065,0.25696,0.660271,0.16506,-0.146143,0.717942,1.460642,0.365143,-0.323296,-0.464937,0.149065,0.25696,1.563858,-2.579224,-0.263093,-0.465974,0.142161,0.267128,1.77681,-2.513329,-0.087694
460,1769589277504,5.111168,-0.464561,0.150273,0.257023,0.660643,0.163595,-0.144963,0.718174,1.461336,0.361871,-0.320656,-0.464561,0.150273,0.257023,1.560589,-2.581347,-0.263564,-0.465363,0.14391,0.267155,1.772228,-2.517002,-0.088334
461,1769589277515,5.12228,-0.463776,0.152672,0.257012,0.660928,0.162296,-0.143708,0.718458,1.461807,0.358959,-0.317847,-0.463776,0.152672,0.257012,1.554131,-2.585741,-0.263975,-0.46479,0.14523,0.26715,1.767555,-2.520267,-0.088606
462,1769589277526,5.133391,-0.463378,0.153869,0.256993,0.661251,0.161143,-0.142347,0.718692,1.462389,0.356377,-0.314806,-0.463378,0.153869,0.256993,1.550907,-2.587952,-0.264155,-0.464255,0.146743,0.267142,1.762785,-2.523268,-0.088172
463,1769589277537,5.144502,-0.462988,0.155041,0.25701,0.661302,0.159305,-0.142058,0.719111,1.462267,0.352254,-0.314118,-0.462988,0.155041,0.25701,1.54774,-2.590052,-0.264435,-0.46357,0.148757,0.267396,1.759946,-2.527251,-0.092379
464,1769589277548,5.155613,-0.46221,0.157332,0.256995,0.66148,0.157871,-0.141098,0.719453,1.462468,0.349037,-0.311954,-0.46221,0.157332,0.256995,1.541521,-2.594217,-0.264872,-0.463113,0.150491,0.267407,1.755829,-2.530628,-0.093847
465,1769589277559,5.166725,-0.461817,0.15849,0.257027,0.661904,0.156824,-0.139736,0.719557,1.463348,0.346709,-0.308931,-0.461817,0.15849,0.257027,1.538343,-2.596291,-0.265175,-0.462549,0.151956,0.267436,1.751255,-2.533468,-0.092828
466,1769589277570,5.177836,-0.461026,0.160794,0.257021,0.662043,0.155256,-0.13888,0.719935,1.463443,0.343193,-0.306994,-0.461026,0.160794,0.257021,1.532053,-2.600463,-0.265625,-0.461997,0.153832,0.267504,1.747232,-2.537061,-0.09494
467,1769589277581,5.188947,-0.460622,0.161937,0.25701,0.662288,0.153917,-0.137824,0.720201,1.463835,0.340198,-0.304628,-0.460622,0.161937,0.25701,1.528963,-2.602563,-0.26583,-0.461391,0.155518,0.267647,1.743006,-2.540292,-0.095761
468,1769589277593,5.200058,-0.460204,0.163103,0.256992,0.662531,0.152876,-0.136541,0.720443,1.464236,0.337866,-0.301765,-0.460204,0.163103,0.256992,1.525754,-2.604701,-0.26599,-0.460914,0.15699,0.267615,1.738502,-2.542936,-0.095354
469,1769589277604,5.211169,-0.459403,0.165362,0.257005,0.662814,0.151688,-0.135541,0.720623,1.46476,0.335217,-0.299533,-0.459403,0.165362,0.257005,1.519535,-2.608746,-0.266447,-0.460185,0.158737,0.267778,1.734631,-2.545859,-0.095767
470,1769589277615,5.222281,-0.458986,0.1665,0.256986,0.663137,0.150529,-0.134035,0.72085,1.465347,0.332626,-0.296179,-0.458986,0.1665,0.256986,1.516355,-2.610862,-0.266627,-0.459757,0.15992,0.267519,1.729445,-2.548845,-0.095011
471,1769589277626,5.233392,-0.458163,0.168754,0.257002,0.663418,0.149234,-0.133278,0.721001,1.465883,0.329746,-0.294491,-0.458163,0.168754,0.257002,1.510176,-2.614898,-0.267123,-0.459093,0.161611,0.267707,1.726109,-2.551933,-0.096162
472,1769589277637,5.244503,-0.457749,0.169871,0.257001,0.663612,0.14783,-0.132264,0.721299,1.466145,0.326606,-0.292216,-0.457749,0.169871,0.257001,1.507111,-2.616884,-0.267346,-0.458537,0.163123,0.267669,1.721869,-2.555219,-0.097333
473,1769589277648,5.255614,-0.457337,0.170973,0.257014,0.663727,0.146513,-0.13119,0.721657,1.466197,0.323653,-0.289804,-0.457337,0.170973,0.257014,1.503999,-2.618854,-0.267567,-0.457967,0.164786,0.267596,1.717503,-2.558265,-0.098368
474,1769589277659,5.266725,-0.456507,0.17319,0.257038,0.664025,0.145241,-0.129989,0.721858,1.466743,0.320817,-0.287129,-0.456507,0.17319,0.257038,1.497861,-2.6228,-0.268102,-0.457341,0.166298,0.267707,1.712987,-2.561382,-0.098533
475,1769589277670,5.277837,-0.456074,0.174324,0.257006,0.664217,0.143982,-0.129144,0.722085,1.467039,0.318009,-0.285236,-0.456074,0.174324,0.257006,1.4947,-2.624876,-0.268226,-0.456751,0.16804,0.267582,1.70937,-2.564317,-0.099631
476,1769589277681,5.288948,-0.455196,0.176582,0.257001,0.664351,0.142556,-0.128188,0.722415,1.467149,0.31482,-0.28309,-0.455196,0.176582,0.257001,1.488424,-2.62893,-0.268678,-0.456068,0.16978,0.267755,1.705204,-2.567566,-0.101098
477,1769589277693,5.30006,-0.454771,0.177714,0.25701,0.664804,0.141822,-0.126181,0.722496,1.468103,0.31319,-0.278648,-0.454771,0.177714,0.25701,1.485254,-2.630909,-0.26893,-0.455581,0.171156,0.267629,1.699247,-2.5698,-0.09789
478,1769589277704,5.311171,-0.454318,0.178848,0.257008,0.66512,0.140384,-0.124996,0.722692,1.46869,0.309991,-0.276011,-0.454318,0.178848,0.257008,1.482042,-2.632975,-0.269167,-0.454884,0.172837,0.267722,1.694587,-2.573247,-0.098432
479,1769589277715,5.322282,-0.453416,0.181128,0.257018,0.66534,0.139125,-0.123963,0.722911,1.469054,0.307184,-0.273707,-0.453416,0.181128,0.257018,1.475653,-2.637037,-0.269668,-0.454322,0.174278,0.267617,1.690471,-2.57621,-0.099064
480,1769589277726,5.333394,-0.452958,0.182259,0.257027,0.665464,0.137927,-0.123129,0.723169,1.469182,0.304508,-0.271839,-0.452958,0.182259,0.257027,1.472421,-2.639047,-0.269866,-0.45366,0.175945,0.267763,1.68689,-2.578933,-0.100179
481,1769589277737,5.344505,-0.452499,0.183411,0.257059,0.665646,0.136464,-0.122113,0.723451,1.469425,0.301247,-0.269565,-0.452499,0.183411,0.257059,1.469156,-2.641047,-0.2702,-0.453103,0.177526,0.267645,1.682543,-2.582275,-0.10145
482,1769589277748,5.355616,-0.451574,0.185669,0.257043,0.665985,0.135517,-0.120641,0.723564,1.47011,0.299144,-0.266306,-0.451574,0.185669,0.257043,1.462769,-2.645098,-0.270612,-0.45249,0.178872,0.26768,1.677695,-2.584734,-0.100104
483,1769589277759,5.366727,-0.451107,0.186799,0.257019,0.66615,0.134165,-0.119506,0.723853,1.470312,0.296125,-0.26377,-0.451107,0.186799,0.257019,1.459563,-2.647129,-0.270768,-0.451841,0.180469,0.267657,1.673139,-2.587835,-0.100901
484,1769589277770,5.377839,-0.450169,0.189041,0.257049,0.666245,0.13263,-0.118741,0.724174,1.47034,0.292702,-0.262051,-0.450169,0.189041,0.257049,1.45312,-2.651079,-0.271269,-0.451188,0.182167,0.267597,1.669311,-2.591202,-0.103045
485,1769589277781,5.38895,-0.44969,0.190168,0.25708,0.666354,0.131042,-0.117867,0.724505,1.470396,0.289162,-0.260089,-0.44969,0.190168,0.25708,1.449938,-2.65303,-0.271609,-0.450462,0.183926,0.267723,1.66513,-2.594698,-0.105064
486,1769589277793,5.400061,-0.449204,0.191308,0.257074,0.66679,0.130346,-0.115907,0.724545,1.471335,0.287621,-0.25576,-0.449204,0.191308,0.257074,1.446644,-2.655085,-0.271777,-0.44991,0.185115,0.267644,1.659333,-2.596751,-0.101875
487,1769589277804,5.411172,-0.448243,0.193555,0.257126,0.667052,0.128785,-0.114742,0.72477,1.471785,0.284152,-0.253166,-0.448243,0.193555,0.257126,1.440147,-2.658987,-0.2724,-0.449147,0.186751,0.267729,1.654513,-2.600342,-0.102833
488,1769589277815,5.422284,-0.447751,0.194673,0.257129,0.667114,0.127301,-0.114214,0.725058,1.471759,0.280846,-0.251974,-0.447751,0.194673,0.257129,1.436929,-2.660975,-0.27261,-0.448423,0.18852,0.26778,1.651347,-2.603525,-0.105348
