FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad
0,1770132645678,0,75.3503,507.2917,-628.5863,0.614996,-0.377655,0.396670,0.567283,1.445171,-0.887447,0.932130,0.332436,0.117592,0.505302,-2.210728,2.155522,-0.134667
1,1770132645689,0.011112,75.3034,507.3586,-628.5303,0.615030,-0.377687,0.396608,0.567268,1.445261,-0.887529,0.931990,0.332442,0.117587,0.505295,-2.210706,2.155555,-0.134708
2,1770132645700,0.022223,75.3050,507.3818,-628.5268,0.615020,-0.377677,0.396629,0.567270,1.445237,-0.887504,0.932039,0.332445,0.117592,0.505292,-2.210735,2.155528,-0.134654
3,1770132645711,0.033334,75.2993,507.3372,-628.5053,0.615041,-0.377655,0.396671,0.567234,1.445306,-0.887466,0.932151,0.332447,0.117572,0.505304,-2.210663,2.155558,-0.134629
4,1770132645722,0.044445,75.2937,507.3239,-628.5012,0.615028,-0.377662,0.396685,0.567232,1.445279,-0.887482,0.932185,0.332450,0.117586,0.505294,-2.210721,2.155568,-0.134656
5,1770132645733,0.055556,75.3542,507.2915,-628.5477,0.615071,-0.377644,0.396651,0.567222,1.445385,-0.887444,0.932109,0.332438,0.117588,0.505305,-2.210722,2.155517,-0.134681
6,1770132645744,0.066668,75.3375,507.2910,-628.5182,0.615082,-0.377625,0.396669,0.567211,1.445418,-0.887402,0.932155,0.332452,0.117584,0.505287,-2.210755,2.155548,-0.134619
7,1770132645755,0.077779,75.2645,507.3471,-628.4947,0.615065,-0.377637,0.396655,0.567231,1.445365,-0.887425,0.932116,0.332450,0.117587,0.505287,-2.210753,2.155573,-0.134645
8,1770132645766,0.088890,75.2471,507.3626,-628.4938,0.615064,-0.377660,0.396645,0.567223,1.445367,-0.887482,0.932096,0.332445,0.117590,0.505289,-2.210747,2.155541,-0.134656
9,1770132645778,0.100002,75.2064,507.4178,-628.5265,0.615105,-0.377650,0.396614,0.567207,1.445473,-0.887462,0.932029,0.332436,0.117590,0.505295,-2.210760,2.155502,-0.134683
10,1770132645789,0.111113,75.2293,507.4254,-628.5514,0.615111,-0.377628,0.396634,0.567201,1.445493,-0.887414,0.932078,0.332444,0.117586,0.505292,-2.210708,2.155581,-0.134655
11,1770132645800,0.122224,75.2536,507.4310,-628.5732,0.615108,-0.377633,0.396624,0.567209,1.445479,-0.887424,0.932051,0.332448,0.117594,0.505287,-2.210780,2.155546,-0.134617
12,1770132645811,0.133335,75.2381,507.4346,-628.5467,0.615056,-0.377693,0.396650,0.567207,1.445359,-0.887564,0.932113,0.332435,0.117593,0.505303,-2.210711,2.155561,-0.134720
13,1770132645822,0.144447,75.2481,507.4382,-628.5677,0.615041,-0.377703,0.396617,0.567239,1.445305,-0.887575,0.932022,0.332433,0.117579,0.505311,-2.210692,2.155512,-0.134694
14,1770132645833,0.155558,75.2605,507.4161,-628.5290,0.615038,-0.377722,0.396616,0.567230,1.445303,-0.887625,0.932024,0.332449,0.117583,0.505286,-2.210711,2.155556,-0.134629
15,1770132645844,0.166669,75.2846,507.3973,-628.5177,0.615032,-0.377725,0.396623,0.567230,1.445288,-0.887631,0.932040,0.332427,0.117587,0.505311,-2.210703,2.155498,-0.134693
16,1770132645855,0.177780,75.3979,507.3201,-628.4723,0.615058,-0.377753,0.396588,0.567208,1.445362,-0.887705,0.931967,0.332444,0.117580,0.505297,-2.210658,2.155583,-0.134680
17,1770132645866,0.188892,75.4075,507.3095,-628.4686,0.615056,-0.377752,0.396583,0.567214,1.445356,-0.887700,0.931953,0.332447,0.117587,0.505296,-2.210752,2.155522,-0.134697
18,1770132645878,0.200003,75.4343,507.2476,-628.4183,0.615055,-0.377742,0.396655,0.567171,1.445378,-0.887694,0.932138,0.332455,0.117590,0.505282,-2.210771,2.155534,-0.134565
19,1770132645889,0.211114,75.3636,507.3496,-628.3840,0.615027,-0.377761,0.396647,0.567195,1.445297,-0.887728,0.932110,0.332427,0.117591,0.505308,-2.210736,2.155477,-0.134680
20,1770132645900,0.222225,75.3367,507.4081,-628.3659,0.615040,-0.377732,0.396730,0.567142,1.445360,-0.887681,0.932326,0.332458,0.117582,0.505282,-2.210732,2.155574,-0.134565
21,1770132645911,0.233336,75.3326,507.4190,-628.3626,0.615036,-0.377741,0.396716,0.567151,1.445345,-0.887698,0.932289,0.332438,0.117573,0.505304,-2.210667,2.155539,-0.134668
22,1770132645922,0.244448,75.3195,507.4543,-628.3520,0.615033,-0.377762,0.396678,0.567167,1.445328,-0.887741,0.932193,0.332436,0.117592,0.505305,-2.210767,2.155483,-0.134669
23,1770132645933,0.255559,75.2634,507.6054,-628.3067,0.615087,-0.377761,0.396688,0.567102,1.445494,-0.887763,0.932242,0.332429,0.117587,0.505313,-2.210664,2.155487,-0.134743
24,1770132645944,0.266670,75.2332,507.7182,-628.2647,0.615081,-0.377755,0.396666,0.567127,1.445467,-0.887739,0.932182,0.332448,0.117584,0.505290,-2.210709,2.155555,-0.134656
25,1770132645955,0.277782,75.2263,507.7467,-628.2536,0.615083,-0.377763,0.396672,0.567115,1.445477,-0.887763,0.932201,0.332443,0.117590,0.505285,-2.210766,2.155509,-0.134670
26,1770132645966,0.288893,75.2077,507.8230,-628.2239,0.615071,-0.377747,0.396636,0.567164,1.445421,-0.887707,0.932096,0.332443,0.117582,0.505299,-2.210708,2.155499,-0.134614
27,1770132645978,0.300004,75.1550,507.9520,-628.1475,0.615057,-0.377789,0.396606,0.567172,1.445382,-0.887802,0.932024,0.332438,0.117589,0.505297,-2.210718,2.155510,-0.134640
28,1770132645989,0.311115,75.1044,507.8548,-628.1376,0.615047,-0.377736,0.396626,0.567205,1.445338,-0.887667,0.932057,0.332424,0.117595,0.505315,-2.210686,2.155535,-0.134743
29,1770132646000,0.322226,75.1053,507.7583,-628.1628,0.615046,-0.377721,0.396635,0.567209,1.445335,-0.887630,0.932076,0.332431,0.117595,0.505305,-2.210731,2.155502,-0.134733
30,1770132646011,0.333338,75.1553,507.6333,-628.1526,0.615026,-0.377754,0.396604,0.567231,1.445273,-0.887698,0.931995,0.332440,0.117587,0.505303,-2.210697,2.155517,-0.134679
31,1770132646022,0.344449,75.1736,507.7301,-628.0468,0.615029,-0.377743,0.396614,0.567228,1.445282,-0.887673,0.932020,0.332446,0.117598,0.505285,-2.210766,2.155533,-0.134642
32,1770132646033,0.355561,75.1680,507.7729,-628.0242,0.615094,-0.377699,0.396630,0.567175,1.445469,-0.887590,0.932078,0.332431,0.117586,0.505309,-2.210714,2.155485,-0.134747
33,1770132646044,0.366672,75.1534,507.8814,-627.9761,0.615157,-0.377681,0.396635,0.567115,1.445653,-0.887571,0.932113,0.332429,0.117585,0.505309,-2.210659,2.155506,-0.134703
34,1770132646055,0.377784,75.1350,508.0009,-627.9605,0.615154,-0.377652,0.396616,0.567152,1.445622,-0.887488,0.932055,0.332444,0.117573,0.505297,-2.210655,2.155577,-0.134641
35,1770132646066,0.388895,75.1323,508.0184,-627.9583,0.615129,-0.377662,0.396593,0.567188,1.445542,-0.887498,0.931985,0.332444,0.117583,0.505286,-2.210724,2.155568,-0.134603
36,1770132646078,0.400007,75.2316,508.2924,-627.8645,0.615071,-0.377668,0.396612,0.567234,1.445377,-0.887495,0.932013,0.332440,0.117595,0.505302,-2.210732,2.155528,-0.134707
37,1770132646089,0.411118,75.2005,508.2144,-627.7102,0.615106,-0.377662,0.396652,0.567171,1.445499,-0.887505,0.932132,0.332447,0.117585,0.505295,-2.210712,2.155530,-0.134628
38,1770132646100,0.422229,75.1521,508.1766,-627.6714,0.615100,-0.377664,0.396639,0.567186,1.445475,-0.887505,0.932094,0.332448,0.117587,0.505290,-2.210763,2.155528,-0.134605
39,1770132646111,0.433341,75.0866,508.1571,-627.5850,0.615046,-0.377698,0.396644,0.567219,1.445328,-0.887571,0.932093,0.332440,0.117587,0.505304,-2.210710,2.155530,-0.134654
40,1770132646122,0.444452,75.0515,508.2469,-627.5069,0.615051,-0.377708,0.396648,0.567204,1.445349,-0.887601,0.932109,0.332432,0.117588,0.505305,-2.210708,2.155504,-0.134706
41,1770132646133,0.455564,75.0362,508.3728,-627.4636,0.615015,-0.377734,0.396655,0.567220,1.445254,-0.887657,0.932119,0.332456,0.117579,0.505279,-2.210712,2.155581,-0.134605
42,1770132646144,0.466675,75.0187,508.4504,-627.4274,0.614992,-0.377742,0.396677,0.567225,1.445197,-0.887674,0.932169,0.332442,0.117594,0.505295,-2.210753,2.155521,-0.134668
43,1770132646155,0.477786,75.0074,508.4794,-627.4075,0.615013,-0.377719,0.396657,0.567232,1.445242,-0.887616,0.932119,0.332441,0.117591,0.505298,-2.210732,2.155554,-0.134682
44,1770132646166,0.488897,74.9947,508.5119,-627.3850,0.615041,-0.377693,0.396704,0.567185,1.445338,-0.887573,0.932248,0.332441,0.117586,0.505302,-2.210734,2.155529,-0.134683
45,1770132646178,0.500008,74.9587,508.5746,-627.3089,0.615083,-0.377700,0.396677,0.567154,1.445455,-0.887600,0.932197,0.332448,0.117587,0.505295,-2.210772,2.155515,-0.134685
46,1770132646189,0.511120,74.9340,508.6144,-627.2552,0.615102,-0.377701,0.396645,0.567155,1.445499,-0.887603,0.932120,0.332426,0.117583,0.505311,-2.210684,2.155480,-0.134732
47,1770132646200,0.522231,74.9063,508.7075,-627.1049,0.615102,-0.377718,0.396617,0.567163,1.445493,-0.887639,0.932052,0.332438,0.117588,0.505296,-2.210735,2.155529,-0.134655
48,1770132646211,0.533343,74.8976,508.7387,-627.0509,0.615050,-0.377727,0.396624,0.567208,1.445345,-0.887645,0.932051,0.332427,0.117589,0.505312,-2.210731,2.155446,-0.134693
49,1770132646222,0.544455,74.8948,508.7493,-627.0313,0.615074,-0.377687,0.396686,0.567167,1.445425,-0.887564,0.932212,0.332454,0.117586,0.505284,-2.210754,2.155573,-0.134618
50,1770132646233,0.555566,74.8900,508.7672,-626.9985,0.615077,-0.377695,0.396703,0.567146,1.445445,-0.887592,0.932261,0.332434,0.117591,0.505311,-2.210752,2.155471,-0.134748
51,1770132646244,0.566677,74.8878,508.7755,-626.9834,0.615058,-0.377672,0.396759,0.567141,1.445404,-0.887540,0.932395,0.332440,0.117586,0.505305,-2.210675,2.155575,-0.134693
52,1770132646255,0.577788,74.8843,508.7886,-626.9595,0.615071,-0.377661,0.396757,0.567136,1.445437,-0.887516,0.932393,0.332435,0.117584,0.505302,-2.210702,2.155524,-0.134694
53,1770132646266,0.588900,74.8817,508.7986,-626.9411,0.615068,-0.377649,0.396778,0.567133,1.445433,-0.887490,0.932443,0.332437,0.117580,0.505309,-2.210703,2.155524,-0.134695
54,1770132646278,0.600011,74.8698,508.8328,-626.8787,0.615062,-0.377670,0.396730,0.567159,1.445403,-0.887529,0.932320,0.332438,0.117573,0.505302,-2.210667,2.155539,-0.134668
55,1770132646289,0.611122,74.8606,508.8464,-626.8541,0.615052,-0.377669,0.396749,0.567158,1.445379,-0.887527,0.932364,0.332448,0.117590,0.505294,-2.210764,2.155477,-0.134630
56,1770132646300,0.622233,74.8220,508.9034,-626.7508,0.615069,-0.377690,0.396697,0.567161,1.445418,-0.887574,0.932242,0.332434,0.117595,0.505306,-2.210748,2.155464,-0.134680
