X_mm,Y_mm,Z_mm
152.2388,506.8724,-412.2975
152.1934,506.8072,-411.9708
152.1449,506.7616,-411.6420
152.0944,506.7408,-411.3105
152.0459,506.7345,-410.9773
152.0067,506.7362,-410.6429
151.9807,506.7447,-410.3072
151.9656,506.7537,-409.9713
151.9694,506.7484,-409.6371
152.0031,506.7171,-409.3063
152.0566,506.6683,-408.9779
152.1125,506.6154,-408.6499
152.1543,506.5665,-408.3203
152.1696,506.5261,-407.9876
152.1659,506.4939,-407.6529
152.1598,506.4737,-407.3173
152.1617,506.4748,-406.9816
152.1724,506.4966,-406.6460
152.1862,506.5260,-406.3103
152.1968,506.5484,-405.9742
152.2000,506.5553,-405.6374
152.1976,506.5502,-405.3004
152.1910,506.5353,-404.9641
152.1762,506.5007,-404.6307
152.1507,506.4406,-404.3014
152.1207,506.3743,-403.9743
152.0967,506.3438,-403.6480
152.0852,506.3799,-403.3226
152.0812,506.4576,-402.9975
152.0741,506.5289,-402.6700
152.0573,506.5667,-402.3381
152.0331,506.5780,-402.0029
152.0078,506.5801,-401.6664
151.9854,506.5799,-401.3296
151.9669,506.5792,-400.9926
151.9526,506.5813,-400.6555
151.9445,506.5912,-400.3184
151.9432,506.6103,-399.9815
151.9477,506.6353,-399.6450
151.9641,506.6678,-399.3101
152.0003,506.7114,-398.9782
152.0475,506.7566,-398.6483
152.0842,506.7751,-398.3187
152.0962,506.7448,-397.9888
152.0925,506.6840,-397.6588
152.0859,506.6197,-397.3280
152.0825,506.5665,-396.9955
152.0832,506.5282,-396.6607
152.0860,506.4981,-396.3247
152.0875,506.4715,-395.9884
152.0859,506.4482,-395.6518
152.0821,506.4273,-395.3150
152.0771,506.4077,-394.9782
152.0701,506.3908,-394.6414
152.0597,506.3786,-394.3044
152.0472,506.3708,-393.9674
152.0378,506.3678,-393.6304
152.0366,506.3723,-393.2933
152.0434,506.3833,-392.9564
152.0514,506.3927,-392.6200
152.0493,506.3814,-392.2857
152.0295,506.3379,-391.9553
151.9982,506.2901,-391.6276
151.9621,506.2850,-391.3018
151.9227,506.3399,-390.9782
151.8815,506.4272,-390.6559
151.8383,506.5155,-390.3334
151.7879,506.5792,-390.0090
151.7263,506.6021,-389.6814
151.6609,506.6012,-389.3516
151.6083,506.5982,-389.0198
151.5797,506.6005,-388.6851
151.5652,506.6062,-388.3487
151.5495,506.6106,-388.0123
151.5228,506.6106,-387.6769
151.4852,506.6075,-387.3426
151.4477,506.6123,-387.0093
151.4227,506.6408,-386.6771
151.4126,506.6954,-386.3462
151.4091,506.7601,-386.0156
151.4041,506.8170,-385.6837
151.3949,506.8589,-385.3498
151.3835,506.8896,-385.0148
151.3732,506.9056,-384.6797
151.3661,506.8962,-384.3451
151.3616,506.8644,-384.0111
151.3544,506.8230,-383.6780
151.3286,506.7772,-383.3485
151.2660,506.7265,-383.0262
151.1748,506.6761,-382.7096
151.0902,506.6468,-382.3920
151.0407,506.6607,-382.0683
151.0214,506.7089,-381.7396
151.0134,506.7662,-381.4084
151.0070,506.8181,-381.0758
151.0004,506.8639,-380.7423
150.9933,506.9069,-380.4084
150.9842,506.9472,-380.0744
150.9715,506.9831,-379.7401
150.9559,507.0120,-379.4063
150.9377,507.0177,-379.0762
150.9152,506.9699,-378.7555
150.8877,506.8622,-378.4459
150.8568,506.7275,-378.1409
150.8205,506.6017,-377.8323
150.7759,506.5004,-377.5161
150.7266,506.4153,-377.1951
150.6786,506.3410,-376.8716
150.6364,506.2860,-376.5444
150.6015,506.2545,-376.2129
150.5735,506.2372,-375.8792
150.5604,506.2313,-375.5452
150.5729,506.2416,-375.2116
150.6039,506.2632,-374.8783
150.6365,506.2847,-374.5449
150.6561,506.2950,-374.2109
150.6580,506.2903,-373.8759
150.6498,506.2778,-373.5405
150.6374,506.2658,-373.2050
150.6205,506.2579,-372.8697
150.5994,506.2530,-372.5345
150.5718,506.2486,-372.2002
150.5286,506.2425,-371.8681
150.4666,506.2349,-371.5389
150.4001,506.2316,-371.2105
150.3455,506.2407,-370.8804
150.3055,506.2629,-370.5482
150.2742,506.2902,-370.2150
150.2514,506.3139,-369.8810
150.2394,506.3302,-369.5460
150.2274,506.3443,-369.2114
150.1963,506.3645,-368.8794
150.1389,506.3936,-368.5511
150.0663,506.4251,-368.2250
149.9865,506.4449,-367.9005
149.8986,506.4403,-367.5781
149.8050,506.4171,-367.2574
149.7144,506.4010,-366.9364
149.6346,506.4141,-366.6134
149.5659,506.4482,-366.2892
149.5095,506.4648,-365.9674
149.4733,506.4192,-365.6530
149.4579,506.3060,-365.3472
149.4512,506.1663,-365.0452
149.4385,506.0541,-364.7414
149.4075,506.0191,-364.4320
149.3569,506.0655,-364.1174
149.2966,506.1465,-363.7999
149.2333,506.2168,-363.4789
149.1682,506.2589,-363.1532
149.1018,506.2831,-362.8249
149.0326,506.2995,-362.4964
148.9578,506.3066,-362.1689
148.8771,506.3041,-361.8426
148.7961,506.2989,-361.5163
148.7224,506.2989,-361.1885
148.6594,506.3073,-360.8585
148.6044,506.3190,-360.5271
148.5604,506.3255,-360.1944
148.5343,506.3211,-359.8600
148.5210,506.3102,-359.5244
148.5100,506.3062,-359.1889
148.4950,506.3214,-358.8542
148.4752,506.3546,-358.5204
148.4500,506.3977,-358.1880
148.4104,506.4503,-357.8591
148.3497,506.5153,-357.5354
148.2778,506.5824,-357.2143
148.2092,506.6272,-356.8907
148.1507,506.6324,-356.5622
148.0986,506.6108,-356.2311
148.0486,506.5709,-355.9013
148.0000,506.5076,-355.5750
147.9530,506.4301,-355.2510
147.9091,506.3633,-354.9269
147.8728,506.3375,-354.6000
147.8452,506.3612,-354.2701
147.8227,506.4069,-353.9385
147.8031,506.4393,-353.6055
147.7869,506.4406,-353.2708
147.7714,506.4236,-352.9353
147.7494,506.4117,-352.6003
147.7133,506.4202,-352.2671
147.6649,506.4463,-351.9354
147.6110,506.4760,-351.6045
147.5537,506.4901,-351.2740
147.4921,506.4759,-350.9443
147.4287,506.4452,-350.6149
147.3684,506.4179,-350.2845
147.3144,506.4034,-349.9522
147.2620,506.3980,-349.6194
147.1988,506.3970,-349.2894
147.1118,506.4009,-348.9655
147.0061,506.4084,-348.6464
146.9079,506.4149,-348.3255
146.8369,506.4169,-347.9975
146.7843,506.4169,-347.6649
146.7336,506.4220,-347.3318
146.6770,506.4390,-347.0001
146.6148,506.4666,-346.6699
146.5514,506.4998,-346.3404
146.4932,506.5403,-346.0111
146.4468,506.5943,-345.6823
146.4114,506.6604,-345.3538
146.3798,506.7265,-345.0250
146.3462,506.7763,-344.6942
146.3081,506.8016,-344.3612
146.2655,506.8053,-344.0294
146.2117,506.7676,-343.7094
146.1388,506.6607,-343.4117
146.0527,506.5077,-343.1300
145.9673,506.3705,-342.8464
145.8941,506.3067,-342.5466
145.8344,506.3228,-342.2294
145.7808,506.3675,-341.9051
145.7265,506.3727,-341.5838
145.6687,506.3008,-341.2708
145.6083,506.1902,-340.9623
145.5452,506.1120,-340.6511
145.4783,506.1085,-340.3334
145.4086,506.1541,-340.0113
145.3376,506.2000,-339.6873
145.2653,506.2156,-339.3617
145.1919,506.1990,-339.0347
145.1183,506.1686,-338.7071
145.0458,506.1410,-338.3787
144.9758,506.1245,-338.0494
144.9082,506.1182,-337.7190
144.8437,506.1167,-337.3879
144.7867,506.1184,-337.0557
144.7402,506.1235,-336.7218
144.6992,506.1304,-336.3870
144.6564,506.1369,-336.0526
144.6074,506.1420,-335.7190
144.5526,506.1458,-335.3862
144.4944,506.1503,-335.0541
144.4329,506.1586,-334.7227
144.3671,506.1727,-334.3924
144.2985,506.1891,-334.0627
144.2279,506.2006,-333.7336
144.1536,506.1995,-333.4053
144.0755,506.1855,-333.0779
143.9957,506.1692,-332.7509
143.9159,506.1644,-332.4241
143.8367,506.1766,-332.0972
143.7578,506.1979,-331.7704
143.6788,506.2199,-331.4435
143.5998,506.2396,-331.1166
143.5206,506.2577,-330.7895
143.4410,506.2755,-330.4626
143.3603,506.2942,-330.1360
143.2786,506.3138,-329.8098
143.1982,506.3332,-329.4833
143.1259,506.3494,-329.1552
143.0674,506.3600,-328.8241
143.0141,506.3653,-328.4922
142.9458,506.3648,-328.1640
142.8513,506.3568,-327.8424
142.7440,506.3459,-327.5238
142.6476,506.3403,-327.2025
142.5750,506.3454,-326.8752
142.5172,506.3569,-326.5441
142.4592,506.3671,-326.2130
142.3911,506.3703,-325.8839
142.3115,506.3665,-325.5572
142.2276,506.3652,-325.2317
142.1466,506.3801,-324.9067
142.0701,506.4151,-324.5819
141.9929,506.4529,-324.2591
141.9007,506.4566,-323.9446
141.7825,506.3983,-323.6446
141.6476,506.3001,-323.3542
141.5131,506.1981,-323.0638
141.3980,506.1249,-322.7627
141.3149,506.1000,-322.4443
141.2493,506.1038,-322.1161
141.1792,506.1124,-321.7876
141.0952,506.1190,-321.4624
141.0050,506.1255,-321.1388
140.9269,506.1393,-320.8140
140.8767,506.1683,-320.4858
140.8518,506.2108,-320.1546
140.8350,506.2572,-319.8222
140.8086,506.2965,-319.4901
140.7633,506.3220,-319.1588
140.7061,506.3343,-318.8291
140.6436,506.3196,-318.5053
140.5752,506.2494,-318.1942
140.5013,506.1245,-317.8959
140.4270,505.9829,-317.6009
140.3603,505.8698,-317.2960
140.3056,505.8068,-316.9750
140.2572,505.7747,-316.6448
140.2057,505.7577,-316.3137
140.1440,505.7608,-315.9847
140.0714,505.7841,-315.6583
139.9936,505.8127,-315.3332
139.9149,505.8231,-315.0085
139.8365,505.7998,-314.6843
139.7575,505.7557,-314.3606
139.6741,505.7125,-314.0375
139.5828,505.6809,-313.7155
139.4841,505.6569,-313.3954
139.3765,505.6234,-313.0818
139.2497,505.5549,-312.7859
139.0997,505.4459,-312.5122
138.9423,505.3423,-312.2452
138.7955,505.3058,-311.9676
138.6635,505.3481,-311.6760
138.5402,505.4265,-311.3769
138.4245,505.4959,-311.0725
138.3220,505.5285,-310.7596
138.2329,505.5239,-310.4383
138.1499,505.5051,-310.1132
138.0681,505.4911,-309.7870
137.9862,505.4867,-309.4606
137.9025,505.4891,-309.1347
137.8107,505.5012,-308.8117
137.7059,505.5276,-308.4937
137.5948,505.5608,-308.1780
137.4879,505.5895,-307.8605
137.3898,505.6086,-307.5394
137.2968,505.6208,-307.2160
137.2042,505.6266,-306.8925
137.1099,505.6197,-306.5696
137.0136,505.6000,-306.2476
136.9152,505.5794,-305.9266
136.8123,505.5799,-305.6083
136.7031,505.6142,-305.2940
136.5906,505.6646,-304.9818
136.4803,505.7003,-304.6686
136.3759,505.6990,-304.3524
136.2765,505.6650,-304.0339
136.1788,505.6142,-303.7154
136.0800,505.5439,-303.4018
135.9784,505.4438,-303.0970
135.8749,505.3235,-302.7982
135.7694,505.2048,-302.5007
135.6572,505.1200,-302.2006
135.5338,505.0950,-301.8960
135.4039,505.1079,-301.5882
135.2767,505.1198,-301.2777
135.1586,505.1095,-300.9637
135.0490,505.0826,-300.6469
134.9485,505.0642,-300.3292
134.8651,505.0868,-300.0118
134.8025,505.1619,-299.6956
134.7491,505.2623,-299.3802
134.6868,505.3535,-299.0657
134.5978,505.4087,-298.7532
134.4791,505.4231,-298.4431
134.3473,505.4200,-298.1338
134.2200,505.4255,-297.8224
134.1046,505.4510,-297.5075
133.9966,505.4870,-297.1904
133.8901,505.5148,-296.8733
133.7838,505.5104,-296.5576
133.6776,505.4624,-296.2440
133.5717,505.3921,-295.9313
133.4666,505.3264,-295.6170
133.3629,505.2785,-295.2995
133.2604,505.2464,-294.9795
133.1581,505.2272,-294.6589
133.0556,505.2328,-294.3398
132.9523,505.2721,-294.0231
132.8470,505.3334,-293.7099
132.7328,505.4153,-293.4080
132.5996,505.5320,-293.1300
132.4525,505.6694,-292.8724
132.3213,505.7547,-292.6070
132.2299,505.7297,-292.3136
132.1631,505.6397,-292.0028
132.0964,505.5574,-291.6892
132.0150,505.5349,-291.3785
131.9153,505.5862,-291.0724
131.8062,505.6727,-290.7685
131.6961,505.7485,-290.4626
131.5883,505.7830,-290.1511
131.4831,505.7743,-289.8340
131.3795,505.7457,-289.5143
131.2772,505.7152,-289.1935
131.1766,505.6879,-288.8718
131.0752,505.6625,-288.5504
130.9647,505.6360,-288.2328
130.8364,505.6065,-287.9225
130.6942,505.5773,-287.6182
130.5492,505.5615,-287.3154
130.4088,505.5749,-287.0115
130.2738,505.6144,-286.7064
130.1431,505.6595,-286.3996
130.0202,505.6863,-286.0887
129.9083,505.6834,-285.7721
129.8018,505.6662,-285.4528
129.6913,505.6597,-285.1350
129.5722,505.6772,-284.8211
129.4501,505.7063,-284.5093
129.3399,505.7187,-284.1956
129.2565,505.6904,-283.8769
129.1969,505.6262,-283.5539
129.1441,505.5556,-283.2303
129.0787,505.5220,-282.9117
128.9880,505.5583,-282.6028
128.8801,505.6409,-282.3003
128.7729,505.7175,-281.9949
128.6777,505.7533,-281.6795
128.5933,505.7533,-281.3555
128.5112,505.7422,-281.0290
128.4217,505.7416,-280.7048
128.3182,505.7621,-280.3856
128.2055,505.7934,-280.0698
128.0872,505.8168,-279.7556
127.9624,505.8207,-279.4434
127.8323,505.8106,-279.1328
127.6982,505.8012,-278.8240
127.5577,505.8047,-278.5183
127.4109,505.8236,-278.2159
127.2632,505.8503,-277.9142
127.1211,505.8790,-277.6100
126.9864,505.9085,-277.3025
126.8539,505.9389,-276.9942
126.7161,505.9720,-276.6886
126.5694,506.0088,-276.3876
126.4188,506.0482,-276.0887
126.2718,506.0899,-275.7885
126.1316,506.1339,-275.4853
125.9966,506.1770,-275.1799
125.8685,506.2092,-274.8710
125.7512,506.2218,-274.5567
125.6409,506.2219,-274.2388
125.5295,506.2248,-273.9212
125.4123,506.2395,-273.6062
125.2918,506.2612,-273.2928
125.1753,506.2759,-272.9783
125.0700,506.2699,-272.6603
124.9758,506.2432,-272.3391
124.8865,506.2029,-272.0178
124.7973,506.1384,-271.7035
124.7068,506.0301,-271.4037
124.6139,505.8857,-271.1165
124.5123,505.7381,-270.8345
124.3848,505.6247,-270.5538
124.2226,505.5619,-270.2738
124.0460,505.5295,-269.9917
123.8856,505.5107,-269.6993
123.7560,505.5041,-269.3913
123.6430,505.5046,-269.0748
123.5248,505.5077,-268.7606
123.3856,505.5131,-268.4562
123.2232,505.5204,-268.1628
123.0513,505.5242,-267.8744
122.8861,505.5069,-267.5852
122.7371,505.4517,-267.2928
122.5995,505.3734,-266.9976
122.4634,505.3088,-266.6998
122.3232,505.2829,-266.3987
122.1795,505.2845,-266.0956
122.0335,505.2908,-265.7925
121.8845,505.2898,-265.4907
121.7329,505.2808,-265.1903
121.5799,505.2719,-264.8909
121.4260,505.2802,-264.5933
121.2710,505.3183,-264.2988
121.1170,505.3690,-264.0058
120.9709,505.3931,-263.7109
120.8396,505.3608,-263.4118
120.7194,505.2900,-263.1093
120.6006,505.2260,-262.8038
120.4779,505.1976,-262.4948
120.3524,505.1938,-262.1836
120.2279,505.1884,-261.8715
120.1070,505.1643,-261.5591
119.9882,505.1227,-261.2472
119.8633,505.0755,-260.9384
119.7219,505.0312,-260.6369
119.5648,504.9923,-260.3422
119.4052,504.9622,-260.0477
119.2556,504.9472,-259.7475
119.1162,504.9460,-259.4414
118.9761,504.9462,-259.1357
118.8240,504.9355,-258.8363
118.6604,504.9131,-258.5434
118.5001,504.8891,-258.2492
118.3596,504.8738,-257.9453
118.2391,504.8682,-257.6315
118.1243,504.8684,-257.3146
118.0017,504.8733,-257.0008
117.8669,504.8828,-256.6920
117.7253,504.8936,-256.3860
117.5817,504.9010,-256.0807
117.4369,504.9024,-255.7759
117.2908,504.9015,-255.4716
117.1418,504.9049,-255.1690
116.9878,504.9172,-254.8690
116.8298,504.9348,-254.5712
116.6683,504.9500,-254.2753
116.5015,504.9561,-253.9821
116.3306,504.9533,-253.6910
116.1603,504.9441,-253.3996
115.9962,504.9278,-253.1052
115.8393,504.9040,-252.8072
115.6856,504.8729,-252.5081
115.5316,504.8310,-252.2107
115.3767,504.7780,-251.9158
115.2236,504.7314,-251.6217
115.0786,504.7264,-251.3262
114.9453,504.7820,-251.0286
114.8175,504.8679,-250.7299
114.6854,504.9397,-250.4306
114.5427,504.9719,-250.1308
114.3904,504.9743,-249.8315
114.2295,504.9784,-249.5371
114.0556,505.0113,-249.2539
113.8687,505.0758,-248.9824
113.6767,505.1510,-248.7149
113.4873,505.2139,-248.4428
113.3034,505.2557,-248.1629
113.1232,505.2839,-247.8780
112.9468,505.3025,-247.5900
112.7754,505.3094,-247.2985
112.6076,505.3048,-247.0054
112.4432,505.2764,-246.7143
112.2840,505.2084,-246.4274
112.1285,505.1137,-246.1434
111.9742,505.0214,-245.8580
111.8200,504.9551,-245.5668
111.6665,504.9178,-245.2692
111.5180,504.8910,-244.9670
111.3838,504.8557,-244.6594
111.2680,504.8066,-244.3461
111.1583,504.7575,-244.0313
111.0349,504.7380,-243.7229
110.8876,504.7662,-243.4255
110.7273,504.8140,-243.1348
110.5701,504.8272,-242.8456
110.4234,504.7720,-242.5567
110.2822,504.6769,-242.2676
110.1365,504.5898,-241.9765
109.9821,504.5309,-241.6824
109.8229,504.4898,-241.3863
109.6639,504.4554,-241.0888
109.5058,504.4273,-240.7908
109.3471,504.4171,-240.4945
109.1858,504.4443,-240.2032
109.0210,504.5103,-239.9179
108.8499,504.5934,-239.6384
108.6627,504.6744,-239.3694
108.4538,504.7469,-239.1140
108.2367,504.8074,-238.8628
108.0318,504.8408,-238.6007
107.8483,504.8362,-238.3205
107.6762,504.8109,-238.0305
107.5014,504.7865,-237.7414
107.3167,504.7727,-237.4580
107.1248,504.7675,-237.1787
106.9362,504.7634,-236.8972
106.7591,504.7558,-236.6085
106.5921,504.7443,-236.3137
106.4333,504.7283,-236.0147
106.2846,504.7056,-235.7110
106.1432,504.6775,-235.4041
105.9999,504.6493,-235.0982
105.8464,504.6251,-234.7972
105.6864,504.6035,-234.5001
105.5430,504.5761,-234.1992
105.4427,504.5332,-233.8860
105.3798,504.4761,-233.5623
105.3111,504.4188,-233.2404
105.1987,504.3731,-232.9315
105.0462,504.3385,-232.6345
104.8780,504.3129,-232.3424
104.7079,504.3088,-232.0517
104.5395,504.3400,-231.7621
104.3726,504.3886,-231.4729
104.2074,504.4163,-231.1829
104.0445,504.3979,-230.8914
103.8825,504.3513,-230.5995
103.7175,504.3148,-230.3111
103.5439,504.3256,-230.0321
103.3595,504.3897,-229.7646
103.1666,504.4586,-229.5035
102.9653,504.4787,-229.2446
102.7571,504.4443,-228.9869
102.5498,504.3881,-228.7270
102.3605,504.3436,-228.4541
102.2018,504.3286,-228.1604
102.0572,504.3435,-227.8587
101.9023,504.3948,-227.5687
101.7297,504.4836,-227.2962
101.5482,504.5802,-227.0314
101.3661,504.6375,-226.7625
101.1862,504.6316,-226.4849
101.0079,504.5964,-226.2023
100.8308,504.5811,-225.9179
100.6552,504.6045,-225.6325
100.4799,504.6481,-225.3467
100.3033,504.6884,-225.0606
100.1251,504.7163,-224.7744
99.9482,504.7263,-224.4880
99.7775,504.7032,-224.2011
99.6144,504.6422,-223.9139
99.4536,504.5697,-223.6263
99.2885,504.5186,-223.3380
99.1167,504.4991,-223.0490
98.9405,504.4920,-222.7607
98.7606,504.4752,-222.4749
98.5780,504.4457,-222.1924
98.3975,504.4270,-221.9114
98.2258,504.4523,-221.6300
98.0639,504.5266,-221.3482
97.9023,504.6185,-221.0679
97.7258,504.6928,-220.7929
97.5273,504.7358,-220.5255
97.3184,504.7609,-220.2611
97.1168,504.7818,-219.9908
96.9328,504.8019,-219.7085
96.7598,504.8192,-219.4188
96.5805,504.8252,-219.1332
96.3842,504.8124,-218.8594
96.1770,504.7875,-218.5930
95.9712,504.7584,-218.3261
95.7830,504.7234,-218.0493
95.6233,504.6796,-217.7564
95.4769,504.6346,-217.4558
95.3191,504.6039,-217.1606
95.1402,504.5956,-216.8758
94.9552,504.5964,-216.5935
94.7816,504.5906,-216.3042
94.6170,504.5767,-216.0097
94.4418,504.5595,-215.7229
94.2404,504.5418,-215.4539
94.0256,504.5229,-215.1947
93.8279,504.4968,-214.9266
93.6704,504.4569,-214.6368
93.5426,504.4060,-214.3309
93.4138,504.3500,-214.0259
93.2574,504.2905,-213.7365
93.0702,504.2275,-213.4648
92.8739,504.1609,-213.1983
92.6918,504.0884,-212.9241
92.5301,504.0099,-212.6387
92.3764,503.9350,-212.3486
92.2127,503.8909,-212.0625
92.0293,503.8981,-211.7849
91.8357,503.9340,-211.5112
91.6450,503.9680,-211.2342
91.4615,503.9896,-210.9511
91.2802,503.9981,-210.6667
91.0914,503.9831,-210.3895
90.8904,503.9356,-210.1242
90.6839,503.8726,-209.8644
90.4827,503.8211,-209.5992
90.2932,503.7964,-209.3224
90.1085,503.7931,-209.0409
89.9098,503.8096,-208.7734
89.6815,503.8531,-208.5353
89.4331,503.9135,-208.3179
89.1915,503.9619,-208.0947
88.9788,503.9721,-207.8444
88.7921,503.9465,-207.5698
88.6095,503.9054,-207.2896
88.4167,503.8619,-207.0153
88.2172,503.8225,-206.7450
88.0176,503.7962,-206.4736
87.8197,503.7867,-206.1996
87.6218,503.7843,-205.9251
87.4205,503.7756,-205.6533
87.2141,503.7549,-205.3859
87.0055,503.7277,-205.1206
86.8008,503.7021,-204.8524
86.6060,503.6828,-204.5770
86.4203,503.6710,-204.2949
86.2365,503.6679,-204.0115
86.0471,503.6790,-203.7323
85.8491,503.7020,-203.4601
85.6397,503.7156,-203.1989
85.4144,503.6961,-202.9546
85.1822,503.6480,-202.7192
84.9661,503.5969,-202.4702
84.7757,503.5590,-202.1979
84.5916,503.5377,-201.9178
84.3934,503.5357,-201.6462
84.1805,503.5491,-201.3843
83.9630,503.5661,-201.1254
83.7490,503.5762,-200.8634
83.5416,503.5750,-200.5962
83.3393,503.5666,-200.3253
83.1425,503.5528,-200.0508
82.9525,503.5331,-199.7723
82.7648,503.5094,-199.4926
82.5732,503.4832,-199.2158
82.3754,503.4551,-198.9434
82.1728,503.4272,-198.6744
81.9660,503.4018,-198.4082
81.7556,503.3782,-198.1446
81.5422,503.3533,-197.8835
81.3259,503.3240,-197.6254
81.1092,503.2919,-197.3681
80.8989,503.2611,-197.1059
80.6988,503.2338,-196.8358
80.5037,503.2081,-196.5619
80.3046,503.1804,-196.2913
80.0953,503.1474,-196.0293
79.8779,503.1109,-195.7740
79.6612,503.0778,-195.5179
79.4525,503.0558,-195.2545
79.2513,503.0441,-194.9844
79.0491,503.0340,-194.7148
78.8380,503.0192,-194.4526
78.6186,503.0055,-194.1969
78.3966,503.0029,-193.9426
78.1752,503.0081,-193.6875
77.9562,503.0058,-193.4315
77.7414,502.9830,-193.1741
77.5309,502.9439,-192.9151
77.3255,502.9035,-192.6523
77.1276,502.8734,-192.3828
76.9359,502.8586,-192.1087
76.7434,502.8724,-191.8408
76.5430,502.9391,-191.5924
76.3339,503.0579,-191.3648
76.1190,503.1958,-191.1460
75.8983,503.3198,-190.9247
75.6710,503.4135,-190.6962
75.4431,503.4727,-190.4628
75.2256,503.4735,-190.2259
75.0237,503.4018,-189.9852
74.8308,503.2971,-189.7396
74.6395,503.1996,-189.4870
74.4457,503.1227,-189.2308
74.2403,503.0853,-188.9851
74.0117,503.1151,-188.7659
73.7624,503.2029,-188.5715
73.5055,503.3076,-188.3845
73.2525,503.3860,-188.1850
73.0090,503.4158,-187.9621
72.7754,503.4130,-187.7231
72.5624,503.3876,-187.4716
72.3836,503.3332,-187.2031
72.2270,503.2614,-186.9232
72.0664,503.1946,-186.6427
71.8891,503.1444,-186.3669
71.6975,503.1118,-186.0963
71.4944,503.0979,-185.8313
71.2829,503.0978,-185.5708
71.0683,503.0997,-185.3122
70.8527,503.0961,-185.0549
70.6324,503.0831,-184.8035
70.4008,503.0536,-184.5663
70.1594,503.0042,-184.3438
69.9261,502.9341,-184.1240
69.7260,502.8340,-183.8936
69.5619,502.7072,-183.6516
69.4002,502.5923,-183.4136
69.1983,502.5426,-183.2023
68.9458,502.5711,-183.0258
68.6765,502.6210,-182.8666
68.4427,502.5997,-182.7053
68.2756,502.4579,-182.5356
68.1478,502.2712,-182.3555
68.0206,502.1703,-182.1525
67.8814,502.2211,-181.9206
67.7340,502.3571,-181.6741
67.5786,502.4853,-181.4232
67.4090,502.5471,-181.1679
67.2229,502.5307,-180.9099
67.0212,502.4714,-180.6590
66.8020,502.3976,-180.4254
66.5713,502.3295,-180.2084
66.3431,502.3171,-180.0088
66.1276,502.4120,-179.8343
65.9201,502.5862,-179.6786
65.7038,502.7624,-179.5200
65.4673,502.8902,-179.3417
65.2207,502.9683,-179.1415
64.9858,503.0026,-178.9169
64.7717,503.0016,-178.6680
64.5681,503.0053,-178.4105
64.3641,503.0534,-178.1598
64.1583,503.1374,-177.9161
63.9557,503.2117,-177.6688
63.7618,503.2395,-177.4083
63.5757,503.2272,-177.1365
63.3908,503.2020,-176.8617
63.1967,503.1858,-176.5933
62.9837,503.1908,-176.3388
62.7552,503.2142,-176.0959
62.5221,503.2472,-175.8567
62.2901,503.2857,-175.6171
62.0560,503.3234,-175.3802
61.8115,503.3485,-175.1545
61.5530,503.3545,-174.9443
61.2948,503.3408,-174.7407
61.0732,503.2830,-174.5299
60.9159,503.1575,-174.3045
60.7908,503.0034,-174.0694
60.6396,502.8886,-173.8307
60.4383,502.8416,-173.5919
60.2088,502.8316,-173.3534
59.9746,502.8269,-173.1140
59.7461,502.8151,-172.8715
59.5407,502.7798,-172.6189
59.3730,502.7084,-172.3512
59.2198,502.6248,-172.0827
59.0322,502.5779,-171.8492
58.7821,502.5970,-171.6763
58.5000,502.6583,-171.5354
58.2353,502.7430,-171.3782
58.0162,502.8558,-171.1777
57.8293,502.9841,-170.9457
57.6431,503.0910,-170.7045
57.4375,503.1401,-170.4639
57.2137,503.1315,-170.2254
56.9830,503.0924,-169.9881
56.7532,503.0431,-169.7501
56.5282,502.9964,-169.5073
56.3112,502.9603,-169.2553
56.1015,502.9326,-168.9959
55.9007,502.9001,-168.7332
55.7257,502.8354,-168.4685
55.5894,502.7202,-168.2023
55.4655,502.5809,-167.9376
55.3187,502.4497,-167.6789
55.1405,502.3359,-167.4278
54.9384,502.2412,-167.1846
54.7164,502.1696,-166.9502
54.4884,502.1115,-166.7169
54.2795,502.0479,-166.4698
54.0975,501.9742,-166.2041
53.9192,501.9110,-165.9328
53.7229,501.8782,-165.6679
53.5144,501.8650,-165.4081
53.3157,501.8433,-165.1445
53.1466,501.7909,-164.8695
53.0026,501.7142,-164.5876
52.8496,501.6543,-164.3239
52.6500,501.6591,-164.1122
52.4019,501.7294,-163.9526
52.1402,501.8102,-163.7966
51.8930,501.8546,-163.6015
51.6551,501.8678,-163.3823
51.3999,501.8804,-163.1909
51.1161,501.9062,-163.0502
50.8290,501.9283,-162.9131
50.5665,501.9276,-162.7287
50.3319,501.9066,-162.4993
50.1227,501.8744,-162.2426
49.9342,501.8348,-161.9697
49.7433,501.7896,-161.7012
49.5291,501.7376,-161.4562
49.3088,501.6742,-161.2241
49.1267,501.5930,-160.9750
48.9894,501.5000,-160.7015
48.8379,501.4237,-160.4328
48.6299,501.3831,-160.1909
48.3893,501.3651,-159.9636
48.1472,501.3550,-159.7335
47.9144,501.3426,-159.4951
47.6988,501.3044,-159.2477
47.5031,501.2260,-158.9930
47.3052,501.1398,-158.7433
47.0804,501.0833,-158.5120
46.8337,501.0541,-158.2948
46.5910,501.0266,-158.0719
46.3732,500.9819,-157.8271
46.1731,500.9201,-157.5679
45.9640,500.8489,-157.3191
45.7343,500.7695,-157.0932
45.5105,500.6723,-156.8721
45.3215,500.5470,-156.6363
45.1528,500.4129,-156.3927
44.9579,500.3183,-156.1667
44.7145,500.2879,-155.9699
44.4530,500.2920,-155.7788
