X_mm,Y_mm,Z_mm
44.2110,500.2985,-155.5611
43.9974,500.2979,-155.3097
43.7983,500.2855,-155.0424
43.6017,500.2503,-154.7746
43.4062,500.1874,-154.5095
43.2190,500.1053,-154.2423
43.0426,500.0124,-153.9726
42.8540,499.9190,-153.7199
42.6249,499.8383,-153.5076
42.3618,499.7830,-153.3283
42.0900,499.7665,-153.1568
41.8348,499.7776,-152.9708
41.6288,499.7706,-152.7446
41.4862,499.7155,-152.4688
41.3673,499.6237,-152.1748
41.2282,499.5082,-151.8952
41.0623,499.3788,-151.6340
40.8782,499.2548,-151.3810
40.6782,499.1533,-151.1334
40.4543,499.0879,-150.9050
40.2011,499.0665,-150.7072
39.9390,499.0649,-150.5189
39.6985,499.0491,-150.3058
39.4876,499.0072,-150.0592
39.2785,498.9509,-149.8098
39.0434,498.8938,-149.5884
38.7852,498.8498,-149.3932
38.5176,498.8348,-149.2112
38.2519,498.8411,-149.0309
38.0053,498.8221,-148.8343
37.7885,498.7525,-148.6115
37.5809,498.6971,-148.3845
37.3615,498.7188,-148.1739
37.1338,498.7713,-147.9663
36.9070,498.7853,-147.7413
36.6897,498.7512,-147.4982
36.4913,498.6793,-147.2421
36.3203,498.5761,-146.9745
36.1761,498.4510,-146.6975
36.0336,498.3258,-146.4195
35.8675,498.2237,-146.1492
35.6721,498.1618,-145.8949
35.4501,498.1498,-145.6619
35.2164,498.1626,-145.4393
34.9912,498.1570,-145.2080
34.7827,498.1181,-144.9598
34.5779,498.0819,-144.7061
34.3660,498.0746,-144.4569
34.1488,498.0769,-144.2114
33.9295,498.0608,-143.9674
33.7118,498.0176,-143.7225
33.5039,497.9540,-143.4709
33.3176,497.8785,-143.2053
33.1595,497.7994,-142.9220
33.0157,497.7234,-142.6290
32.8583,497.6565,-142.3437
32.6671,497.6082,-142.0849
32.4405,497.5822,-141.8594
32.2044,497.5555,-141.6428
31.9809,497.4955,-141.4192
31.7638,497.3837,-141.2121
31.5422,497.2312,-141.0346
31.3117,497.0912,-140.8600
31.0716,497.0038,-140.6647
30.8242,496.9520,-140.4593
30.5689,496.9192,-140.2651
30.3094,496.9241,-140.0937
30.0591,496.9936,-139.9419
29.8240,497.1179,-139.8002
29.6072,497.2509,-139.6555
29.4428,497.3171,-139.4848
29.3726,497.2511,-139.2685
29.3598,497.0848,-139.0220
29.3177,496.8960,-138.7695
29.2091,496.7412,-138.5125
29.0538,496.6412,-138.2452
28.8796,496.5643,-137.9804
28.7009,496.4609,-137.7383
28.5045,496.3401,-137.5321
28.2679,496.2586,-137.3553
28.0161,496.2116,-137.1730
27.7812,496.1703,-136.9599
27.5570,496.1417,-136.7346
27.3402,496.1147,-136.5120
27.1457,496.0637,-136.2771
26.9669,496.0247,-136.0232
26.7882,496.0118,-135.7594
26.6089,495.9875,-135.4935
26.4347,495.9478,-135.2279
26.2640,495.8980,-134.9654
26.0886,495.8120,-134.7218
25.8912,495.6893,-134.5199
25.6854,495.5711,-134.3384
25.5120,495.4728,-134.1610
25.3640,495.4028,-133.9996
25.1868,495.3931,-133.8196
24.9917,495.3927,-133.6057
24.8055,495.3405,-133.3947
24.6394,495.2294,-133.2058
24.5055,495.0917,-133.0312
24.3721,494.9973,-132.8856
24.2427,494.9984,-132.7695
24.1496,495.0366,-132.6678
24.0673,495.0185,-132.6115
23.9855,494.9444,-132.5764
23.9117,494.8901,-132.5102
23.8192,494.9111,-132.4465
23.7543,494.9781,-132.4171
23.7749,495.0396,-132.4336
23.8193,495.0285,-132.4589
23.8264,494.9248,-132.4412
23.8248,494.7918,-132.3831
23.8517,494.6543,-132.3044
23.8840,494.4921,-132.2115
23.8997,494.3084,-132.1242
23.9179,494.1738,-132.0593
23.9384,494.1858,-132.0174
23.9511,494.2842,-132.0017
23.9515,494.3421,-132.0040
23.9442,494.3166,-131.9960
23.9696,494.2034,-131.9613
24.0726,494.0516,-131.8866
24.2265,493.9063,-131.7879
24.3864,493.7542,-131.6912
24.4796,493.6105,-131.5588
24.4947,493.5024,-131.3748
24.5236,493.3915,-131.1690
24.6127,493.2460,-130.9558
24.7469,493.1191,-130.7355
24.9051,493.0178,-130.5174
25.0486,492.8603,-130.3157
25.1736,492.6445,-130.1326
25.3133,492.4125,-129.9718
25.4644,492.1672,-129.8308
25.5969,491.9133,-129.6799
25.7183,491.6719,-129.4970
25.8541,491.4648,-129.2839
26.0105,491.2928,-129.0547
26.1661,491.1247,-128.8195
26.3183,490.9336,-128.5938
26.4975,490.7374,-128.3926
26.7194,490.5625,-128.2165
26.9417,490.3939,-128.0473
27.0980,490.2133,-127.8588
27.1892,490.0172,-127.6560
27.2754,489.7827,-127.4686
27.3861,489.5232,-127.2882
27.5188,489.2694,-127.0982
27.6596,489.0182,-126.9064
27.7900,488.7560,-126.7189
27.9142,488.4932,-126.5264
28.0439,488.2393,-126.3256
28.1830,487.9890,-126.1257
28.3374,487.7420,-125.9350
28.5164,487.4964,-125.7703
28.7140,487.2451,-125.6365
28.9022,486.9945,-125.4926
29.0657,486.7570,-125.3063
29.2136,486.5350,-125.0896
29.3609,486.3085,-124.8773
29.5133,486.0603,-124.6894
29.6569,485.8157,-124.4954
29.7772,485.6002,-124.2638
29.8788,485.3864,-124.0196
29.9737,485.1401,-123.7984
30.0782,484.8758,-123.5944
30.2038,484.6198,-123.3894
30.3359,484.3625,-123.1886
30.4580,484.0881,-123.0008
30.5725,483.8125,-122.8114
30.6895,483.5587,-122.6016
30.8209,483.3224,-122.3821
30.9753,483.0846,-122.1774
31.1404,482.8349,-121.9895
31.2971,482.5729,-121.8067
31.4480,482.3066,-121.6237
31.6091,482.0465,-121.4416
31.7834,481.7943,-121.2606
31.9593,481.5424,-121.0796
32.1305,481.2849,-120.9002
32.2999,481.0207,-120.7273
32.4705,480.7548,-120.5584
32.6427,480.5010,-120.3786
32.8144,480.2667,-120.1782
32.9763,480.0368,-119.9653
33.1200,479.7946,-119.7513
33.2549,479.5357,-119.5487
33.3949,479.2603,-119.3680
33.5410,478.9749,-119.2027
33.6860,478.6902,-119.0350
33.8257,478.4138,-118.8529
33.9613,478.1482,-118.6560
34.0954,477.8982,-118.4430
34.2264,477.6626,-118.2148
34.3464,477.4253,-117.9825
34.4503,477.1718,-117.7580
34.5551,476.9011,-117.5531
34.6805,476.6166,-117.3766
34.8212,476.3247,-117.2181
34.9609,476.0344,-117.0561
35.0890,475.7523,-116.8756
35.2062,475.4776,-116.6780
35.3204,475.2049,-116.4754
35.4370,474.9304,-116.2760
35.5564,474.6540,-116.0805
35.6775,474.3766,-115.8871
35.8003,474.0989,-115.6953
35.9242,473.8208,-115.5048
36.0473,473.5415,-115.3156
36.1672,473.2597,-115.1277
36.2837,472.9759,-114.9404
36.3971,472.6932,-114.7505
36.5059,472.4156,-114.5524
36.6103,472.1437,-114.3455
36.7140,471.8718,-114.1387
36.8218,471.5931,-113.9426
36.9340,471.3066,-113.7589
37.0464,471.0161,-113.5801
37.1538,470.7247,-113.4000
37.2553,470.4334,-113.2167
37.3552,470.1445,-113.0297
37.4588,469.8618,-112.8371
37.5677,469.5862,-112.6386
37.6797,469.3128,-112.4391
37.7931,469.0361,-112.2449
37.9082,468.7545,-112.0582
38.0273,468.4692,-111.8804
38.1567,468.1794,-111.7187
38.2985,467.8844,-111.5761
38.4434,467.5872,-111.4397
38.5794,467.2913,-111.2936
38.7029,466.9977,-111.1332
38.8195,466.7057,-110.9644
38.9344,466.4158,-110.7914
39.0493,466.1293,-110.6138
39.1655,465.8472,-110.4316
39.2890,465.5753,-110.2424
39.4260,465.3210,-110.0419
39.5699,465.0791,-109.8319
39.7007,464.8342,-109.6176
39.8056,464.5771,-109.4017
39.8979,464.3113,-109.1888
40.0014,464.0390,-108.9930
40.1299,463.7582,-108.8264
40.2733,463.4725,-108.6765
40.4145,463.1887,-108.5213
40.5446,462.9106,-108.3485
40.6653,462.6370,-108.1616
40.7771,462.3673,-107.9650
40.8721,462.1042,-107.7535
40.9463,461.8490,-107.5239
41.0105,461.5970,-107.2864
41.0786,461.3399,-107.0562
41.1575,461.0726,-106.8419
41.2435,460.7985,-106.6381
41.3321,460.5231,-106.4371
41.4256,460.2493,-106.2370
41.5280,459.9783,-106.0382
41.6363,459.7094,-105.8405
41.7423,459.4393,-105.6432
41.8395,459.1656,-105.4461
41.9300,458.8892,-105.2494
42.0211,458.6124,-105.0538
42.1198,458.3371,-104.8609
42.2268,458.0634,-104.6710
42.3344,457.7906,-104.4808
42.4265,457.5183,-104.2836
42.4919,457.2463,-104.0745
42.5436,456.9742,-103.8599
42.6051,456.7009,-103.6508
42.6867,456.4258,-103.4527
42.7800,456.1488,-103.2622
42.8770,455.8679,-103.0811
42.9769,455.5780,-102.9184
43.0796,455.2791,-102.7745
43.1829,454.9777,-102.6361
43.2838,454.6843,-102.4835
43.3796,454.4076,-102.3014
43.4713,454.1443,-102.0954
43.5619,453.8853,-101.8819
43.6543,453.6244,-101.6718
43.7497,453.3597,-101.4683
43.8446,453.0926,-101.2682
43.9306,452.8238,-101.0663
44.0002,452.5529,-100.8603
44.0584,452.2805,-100.6513
44.1132,452.0077,-100.4418
44.1700,451.7340,-100.2347
44.2332,451.4579,-100.0339
44.3033,451.1792,-99.8399
44.3769,450.8993,-99.6496
44.4526,450.6187,-99.4617
44.5315,450.3371,-99.2773
44.6129,450.0552,-99.0952
44.6958,449.7760,-98.9105
44.7807,449.5057,-98.7151
44.8681,449.2477,-98.5047
44.9554,448.9949,-98.2875
45.0355,448.7359,-98.0761
45.1021,448.4623,-97.8792
45.1600,448.1787,-97.6930
45.2255,447.8991,-97.5061
45.3143,447.6355,-97.3097
45.4226,447.3860,-97.1044
45.5288,447.1366,-96.8976
45.6143,446.8756,-96.6952
45.6803,446.6036,-96.4970
45.7395,446.3282,-96.2998
45.8039,446.0571,-96.0994
45.8795,445.7941,-95.8932
45.9622,445.5359,-95.6841
46.0458,445.2757,-95.4788
46.1276,445.0071,-95.2854
46.2072,444.7285,-95.1061
46.2850,444.4446,-94.9341
46.3596,444.1582,-94.7650
46.4282,443.8685,-94.5989
46.4914,443.5760,-94.4356
46.5542,443.2836,-94.2724
46.6266,442.9974,-94.1052
46.7162,442.7219,-93.9303
46.8157,442.4534,-93.7502
46.9108,442.1850,-93.5673
46.9910,441.9132,-93.3817
47.0581,441.6381,-93.1939
47.1216,441.3625,-93.0055
47.1938,441.0896,-92.8183
47.2839,440.8222,-92.6337
47.3879,440.5590,-92.4510
47.4936,440.2967,-92.2685
47.5859,440.0309,-92.0842
47.6541,439.7591,-91.8963
47.7067,439.4834,-91.7063
47.7562,439.2073,-91.5156
47.8111,438.9340,-91.3238
47.8812,438.6680,-91.1295
47.9694,438.4106,-90.9323
48.0653,438.1562,-90.7352
48.1540,437.8945,-90.5466
48.2254,437.6172,-90.3743
48.2825,437.3273,-90.2152
48.3344,437.0345,-90.0584
48.3867,436.7477,-89.8917
48.4411,436.4722,-89.7073
48.4983,436.2071,-89.5086
48.5609,435.9549,-89.2962
48.6298,435.7175,-89.0686
48.6995,435.4861,-88.8344
48.7585,435.2473,-88.6059
48.7986,434.9934,-88.3894
48.8281,434.7305,-88.1805
48.8619,434.4667,-87.9748
48.9146,434.2057,-87.7731
48.9917,433.9485,-87.5764
49.0811,433.6927,-87.3831
49.1686,433.4337,-87.1935
49.2469,433.1678,-87.0098
49.3175,432.8961,-86.8309
49.3869,432.6249,-86.6516
49.4647,432.3656,-86.4615
49.5576,432.1274,-86.2522
49.6586,431.9019,-86.0314
49.7525,431.6705,-85.8147
49.8276,431.4206,-85.6128
49.8884,431.1550,-85.4245
49.9512,430.8832,-85.2457
50.0279,430.6102,-85.0761
50.1155,430.3372,-84.9129
50.2047,430.0641,-84.7508
50.2840,429.7907,-84.5848
50.3442,429.5167,-84.4107
50.3895,429.2422,-84.2303
50.4312,428.9682,-84.0479
50.4795,428.6965,-83.8649
50.5418,428.4290,-83.6814
50.6154,428.1651,-83.4977
50.6918,427.9016,-83.3149
50.7611,427.6337,-83.1363
50.8157,427.3572,-82.9657
50.8594,427.0745,-82.8010
50.9020,426.7916,-82.6363
50.9521,426.5143,-82.4655
51.0135,426.2451,-82.2863
51.0852,425.9822,-82.1025
51.1720,425.7263,-81.9170
51.2775,425.4789,-81.7306
51.3921,425.2360,-81.5434
51.5026,424.9932,-81.3537
51.5993,424.7482,-81.1592
51.6820,424.5003,-80.9608
51.7566,424.2488,-80.7630
51.8273,423.9932,-80.5690
51.8960,423.7353,-80.3774
51.9627,423.4758,-80.1873
52.0244,423.2135,-79.9997
52.0800,422.9475,-79.8151
52.1333,422.6791,-79.6332
52.1894,422.4084,-79.4565
52.2515,422.1344,-79.2876
52.3173,421.8584,-79.1237
52.3834,421.5818,-78.9610
52.4482,421.3050,-78.7981
52.5105,421.0275,-78.6355
52.5668,420.7472,-78.4759
52.6115,420.4612,-78.3230
52.6459,420.1699,-78.1763
52.6802,419.8781,-78.0303
52.7242,419.5904,-77.8800
52.7799,419.3072,-77.7259
52.8487,419.0270,-77.5734
52.9374,418.7496,-77.4285
53.0445,418.4744,-77.2918
53.1532,418.1986,-77.1577
53.2446,417.9181,-77.0209
53.3143,417.6330,-76.8794
53.3765,417.3511,-76.7294
53.4494,417.0908,-76.5553
53.5414,416.8634,-76.3463
53.6432,416.6526,-76.1203
53.7414,416.4311,-75.9066
53.8277,416.1805,-75.7254
53.9043,415.9055,-75.5720
53.9812,415.6242,-75.4261
54.0672,415.3493,-75.2731
54.1626,415.0823,-75.1116
54.2620,414.8188,-74.9463
54.3610,414.5550,-74.7811
54.4532,414.2871,-74.6189
54.5330,414.0118,-74.4625
54.6035,413.7308,-74.3106
54.6721,413.4478,-74.1608
54.7423,413.1646,-74.0122
54.8117,412.8813,-73.8636
54.8704,412.5979,-73.7118
54.9083,412.3144,-73.5535
54.9309,412.0305,-73.3907
54.9557,411.7459,-73.2298
54.9965,411.4599,-73.0761
55.0549,411.1736,-72.9285
55.1265,410.8922,-72.7785
55.2122,410.6223,-72.6167
55.3090,410.3637,-72.4427
55.4038,410.1076,-72.2629
55.4853,409.8477,-72.0819
55.5562,409.5847,-71.9001
55.6246,409.3236,-71.7144
55.6949,409.0690,-71.5208
55.7671,408.8196,-71.3215
55.8380,408.5657,-71.1295
55.9033,408.2952,-70.9621
55.9622,408.0060,-70.8224
56.0180,407.7079,-70.6957
56.0732,407.4090,-70.5695
56.1298,407.1132,-70.4384
56.1952,406.8286,-70.2944
56.2810,406.5683,-70.1247
56.3873,406.3317,-69.9312
56.4982,406.0953,-69.7412
56.5981,405.8335,-69.5858
56.6848,405.5435,-69.4692
56.7659,405.2395,-69.3739
56.8489,404.9308,-69.2933
56.9360,404.6198,-69.2265
57.0233,404.3125,-69.1517
57.1059,404.0161,-69.0440
57.1838,403.7288,-68.9073
57.2584,403.4440,-68.7609
57.3298,403.1573,-68.6160
57.4017,402.8699,-68.4729
57.4867,402.5893,-68.3263
57.5935,402.3212,-68.1721
57.7056,402.0580,-68.0141
57.7930,401.7862,-67.8585
57.8440,401.5008,-67.7086
57.8815,401.2076,-67.5644
57.9295,400.9127,-67.4261
57.9909,400.6201,-67.2892
58.0612,400.3404,-67.1373
58.1394,400.0854,-66.9536
58.2220,399.8472,-66.7477
58.3019,399.6017,-66.5493
58.3757,399.3351,-66.3757
58.4483,399.0549,-66.2203
58.5252,398.7695,-66.0754
58.6038,398.4823,-65.9355
58.6684,398.1966,-65.7884
58.7095,397.9156,-65.6252
58.7496,397.6391,-65.4545
58.8155,397.3666,-65.2873
58.9003,397.0947,-65.1257
58.9804,396.8183,-64.9679
59.0494,396.5362,-64.8141
59.1205,396.2500,-64.6694
59.2008,395.9591,-64.5405
59.2725,395.6609,-64.4248
59.3230,395.3561,-64.3146
59.3817,395.0577,-64.1986
59.4813,394.7803,-64.0657
59.6142,394.5287,-63.9097
59.7583,394.2978,-63.7329
59.8885,394.0585,-63.5621
59.9904,393.7870,-63.4214
60.0861,393.5010,-63.2972
60.2005,393.2229,-63.1701
60.3246,392.9498,-63.0416
60.4330,392.6685,-62.9191
60.5223,392.3829,-62.7923
60.6070,392.1056,-62.6470
60.6910,391.8275,-62.5027
60.7687,391.5344,-62.3832
60.8333,391.2328,-62.2775
60.8640,390.9423,-62.1514
60.8462,390.6788,-61.9801
60.8257,390.4374,-61.7816
60.8657,390.2050,-61.5865
60.9544,389.9674,-61.4028
61.0331,389.7091,-61.2305
61.0888,389.4288,-61.0766
61.1353,389.1399,-60.9311
61.1868,388.8550,-60.7794
61.2614,388.5808,-60.6220
61.3726,388.3251,-60.4630
61.5124,388.0788,-60.3217
61.6436,387.8099,-60.2244
61.7427,387.5185,-60.1468
61.8173,387.2388,-60.0310
61.8879,386.9831,-59.8646
61.9658,386.7246,-59.6953
62.0510,386.4699,-59.5231
62.1440,386.2434,-59.3172
62.2417,386.0339,-59.0982
62.3270,385.8130,-58.9200
62.3875,385.5554,-58.8288
62.4225,385.2608,-58.8048
62.4426,384.9680,-58.7722
62.4610,384.7180,-58.6663
62.4726,384.4947,-58.5199
62.4993,384.2605,-58.4303
62.5581,384.0566,-58.3953
62.6445,383.9151,-58.3613
62.7369,383.7768,-58.3314
62.8024,383.6496,-58.2939
62.8254,383.6126,-58.2175
62.8446,383.6670,-58.1202
62.8839,383.6875,-58.0544
62.9046,383.6231,-58.0747
62.8927,383.5444,-58.1450
62.8700,383.4334,-58.1585
62.8505,383.2482,-58.1037
62.8571,383.0578,-58.0367
62.9119,382.9628,-58.0143
62.9920,382.9751,-58.0751
63.0478,383.0220,-58.2005
63.0630,383.0457,-58.3292
63.0580,383.0408,-58.4355
63.0884,383.0401,-58.4686
63.1719,383.0916,-58.4151
63.2504,383.1391,-58.3864
63.2874,383.1101,-58.4433
63.3556,383.0464,-58.5316
63.4800,382.9655,-58.6192
63.6492,382.8910,-58.7140
63.8326,382.8446,-58.8106
64.0049,382.7852,-58.9137
64.1844,382.7468,-58.9991
64.3749,382.7546,-59.1096
64.5580,382.7434,-59.2777
64.7041,382.6932,-59.4637
64.8377,382.7070,-59.6281
65.0155,382.8125,-59.7545
65.2351,382.9296,-59.8504
65.4661,382.9795,-59.9702
65.6689,382.9013,-60.1458
65.8240,382.7424,-60.3679
65.9226,382.6032,-60.6237
65.9834,382.5552,-60.8734
66.0784,382.5735,-61.0714
66.2472,382.6057,-61.2156
66.4745,382.7163,-61.2986
66.7204,382.8670,-61.3599
66.9557,382.9341,-61.4663
67.1860,382.9254,-61.6277
67.4234,382.9215,-61.8066
67.6443,382.9305,-61.9696
67.8420,383.0006,-62.0670
68.0491,383.1412,-62.1138
68.2937,383.2512,-62.2090
68.5519,383.3085,-62.3914
68.7904,383.3613,-62.6309
69.0117,383.4424,-62.8861
69.2439,383.5548,-63.1165
69.5004,383.6785,-63.3065
69.7614,383.7630,-63.4853
70.0096,383.7931,-63.6799
70.2593,383.8449,-63.8721
70.5182,383.9437,-64.0590
70.7739,384.0261,-64.2662
71.0175,384.0494,-64.4996
71.2548,384.0305,-64.7455
71.4991,384.0058,-64.9861
71.7637,383.9967,-65.2015
72.0503,384.0061,-65.3852
72.3341,384.0200,-65.5719
72.5960,384.0333,-65.7897
72.8502,384.0598,-66.0194
73.1068,384.0886,-66.2449
73.3600,384.0917,-66.4694
73.6149,384.0921,-66.6797
73.8824,384.1378,-66.8596
74.1537,384.2129,-67.0371
74.4139,384.2735,-67.2477
74.6631,384.3190,-67.4845
74.9060,384.3694,-67.7293
75.1469,384.4372,-67.9724
75.3883,384.5182,-68.2123
75.6300,384.5942,-68.4531
75.8740,384.6526,-68.6948
76.1266,384.6930,-68.9293
76.3913,384.7170,-69.1508
76.6659,384.7233,-69.3591
76.9469,384.7148,-69.5568
77.2265,384.7161,-69.7542
77.4971,384.7485,-69.9618
77.7580,384.7881,-70.1801
78.0109,384.7945,-70.4061
78.2618,384.7710,-70.6347
78.5196,384.7551,-70.8590
78.7848,384.7628,-71.0783
79.0492,384.7921,-71.2988
79.3072,384.8427,-71.5246
79.5635,384.9030,-71.7514
79.8249,384.9592,-71.9729
80.0926,385.0090,-72.1880
80.3655,385.0555,-72.3968
80.6424,385.0997,-72.6003
80.9192,385.1380,-72.8038
81.1900,385.1614,-73.0157
81.4521,385.1680,-73.2393
81.7067,385.1743,-73.4716
81.9541,385.1983,-73.7109
82.1959,385.2359,-73.9548
82.4371,385.2586,-74.1979
82.6811,385.2413,-74.4356
82.9281,385.1935,-74.6682
83.1790,385.1354,-74.8956
83.4351,385.0787,-75.1161
83.6917,385.0417,-75.3333
83.9389,385.0596,-75.5540
84.1731,385.1447,-75.7811
84.4037,385.2530,-76.0110
84.6436,385.3300,-76.2395
84.8968,385.3589,-76.4652
85.1561,385.3664,-76.6907
85.4137,385.3819,-76.9190
85.6675,385.4124,-77.1509
85.9195,385.4502,-77.3845
86.1717,385.4865,-77.6180
86.4259,385.5118,-77.8496
86.6838,385.5220,-78.0772
86.9472,385.5321,-78.2960
87.2209,385.5663,-78.4951
87.5062,385.6323,-78.6712
87.7959,385.7130,-78.8388
88.0819,385.7909,-79.0144
88.3612,385.8592,-79.2034
88.6322,385.9107,-79.4053
88.8884,385.9272,-79.6248
89.1274,385.9024,-79.8642
89.3607,385.8640,-80.1109
89.6027,385.8459,-80.3500
89.8559,385.8594,-80.5786
90.1047,385.8923,-80.8098
90.3252,385.9347,-81.0637
90.5127,385.9831,-81.3446
90.6967,386.0277,-81.6301
90.9050,386.0591,-81.8994
91.1334,386.0784,-82.1548
91.3673,386.0854,-82.4066
91.5995,386.0760,-82.6595
91.8307,386.0536,-82.9126
92.0657,386.0193,-83.1594
92.3101,385.9664,-83.3917
92.5640,385.8954,-83.6094
92.8212,385.8165,-83.8215
93.0742,385.7389,-84.0387
93.3171,385.6672,-84.2688
93.5512,385.6020,-84.5101
93.7833,385.5501,-84.7525
94.0229,385.5460,-84.9798
94.2752,385.6187,-85.1812
94.5350,385.7373,-85.3672
94.7960,385.8617,-85.5516
95.0548,385.9665,-85.7454
95.3091,386.0316,-85.9579
95.5599,386.0628,-86.1857
95.8123,386.0808,-86.4157
96.0744,386.0974,-86.6342
96.3496,386.1153,-86.8358
96.6301,386.1319,-87.0302
96.9009,386.1386,-87.2346
97.1496,386.1253,-87.4631
97.3783,386.0943,-87.7130
97.5999,386.0588,-87.9697
97.8274,386.0389,-88.2156
98.0747,386.0647,-88.4283
98.3462,386.1465,-88.5996
98.6306,386.2497,-88.7504
98.9181,386.3195,-88.9035
99.2062,386.3223,-89.0681
99.4942,386.2806,-89.2408
99.7794,386.2301,-89.4183
100.0500,386.1966,-89.6105
100.2869,386.2052,-89.8357
100.4882,386.2582,-90.0956
100.6744,386.3246,-90.3703
100.8687,386.3578,-90.6396
101.0816,386.3290,-90.8942
101.3061,386.2621,-91.1396
101.5331,386.1927,-91.3827
101.7599,386.1536,-91.6255
101.9857,386.1731,-91.8682
102.2106,386.2398,-92.1106
102.4351,386.3235,-92.3528
102.6601,386.4063,-92.5955
102.8866,386.4770,-92.8399
103.1151,386.5309,-93.0866
103.3446,386.5731,-93.3345
103.5737,386.6005,-93.5821
103.8013,386.5918,-93.8283
104.0266,386.5375,-94.0726
104.2508,386.4588,-94.3156
104.4766,386.3808,-94.5567
104.7111,386.3297,-94.7901
104.9614,386.3285,-95.0096
105.2237,386.3651,-95.2184
105.4889,386.4115,-95.4245
105.7491,386.4420,-95.6361
105.9967,386.4347,-95.8605
106.2321,386.3904,-96.0974
106.4619,386.3310,-96.3398
106.6911,386.2803,-96.5826
106.9222,386.2661,-96.8233
107.1556,386.3023,-97.0609
107.3902,386.3654,-97.2968
107.6240,386.4246,-97.5339
107.8548,386.4545,-97.7760
108.0813,386.4444,-98.0247
108.3056,386.4121,-98.2768
108.5320,386.3777,-98.5269
108.7707,386.3545,-98.7640
109.0299,386.3508,-98.9795
109.3018,386.3592,-99.1815
109.5760,386.3705,-99.3811
109.8467,386.3822,-99.5849
110.1095,386.3942,-99.7985
110.3644,386.4063,-100.0216
110.6139,386.4148,-100.2504
110.8535,386.4075,-100.4874
111.0772,386.3728,-100.7370
111.2905,386.3202,-100.9947
111.5013,386.2649,-101.2541
111.7150,386.2232,-101.5092
111.9385,386.2264,-101.7500
112.1756,386.2922,-101.9706
112.4195,386.3892,-102.1808
112.6612,386.4716,-102.3950
112.8939,386.5031,-102.6243
113.1164,386.4792,-102.8698
113.3339,386.4290,-103.1228
113.5522,386.3832,-103.3743
113.7783,386.3798,-103.6127
114.0170,386.4463,-103.8288
114.2632,386.5551,-104.0313
114.5110,386.6722,-104.2309
114.7572,386.7792,-104.4334
114.9959,386.8411,-104.6493
115.2223,386.8307,-104.8863
115.4409,386.7772,-105.1359
115.6582,386.7169,-105.3879
115.8774,386.6719,-105.6380
116.1018,386.6674,-105.8827
116.3321,386.7110,-106.1207
116.5656,386.7794,-106.3552
116.7998,386.8530,-106.5888
117.0346,386.9257,-106.8220
117.2722,386.9928,-107.0538
117.5143,387.0498,-107.2834
117.7596,387.0992,-107.5115
118.0034,387.1411,-107.7410
118.2352,387.1587,-107.9796
118.4443,387.1317,-108.2352
118.6351,387.0695,-108.5042
118.8194,386.9946,-108.7779
119.0045,386.9212,-109.0511
119.1991,386.8654,-109.3171
119.4153,386.8491,-109.5668
119.6534,386.8732,-109.7995
119.9015,386.9155,-110.0246
120.1498,386.9563,-110.2503
120.3931,386.9825,-110.4826
120.6298,386.9895,-110.7232
120.8628,386.9862,-110.9684
121.0962,386.9815,-111.2133
121.3352,386.9809,-111.4519
121.5863,386.9897,-111.6767
121.8495,387.0077,-111.8876
122.1184,387.0299,-112.0921
122.3879,387.0525,-112.2958
122.6539,387.0719,-112.5034
122.9080,387.0806,-112.7239
123.1448,387.0739,-112.9634
123.3715,387.0585,-113.2136
123.5963,387.0426,-113.4660
123.8215,387.0334,-113.7180
124.0481,387.0366,-113.9688
124.2758,387.0498,-114.2186
124.5038,387.0664,-114.4680
124.7307,387.0814,-114.7184
124.9518,387.0858,-114.9730
125.1626,387.0706,-115.2356
125.3651,387.0404,-115.5042
125.5654,387.0052,-115.7745
125.7694,386.9712,-116.0417
125.9860,386.9435,-116.2984
126.2195,386.9244,-116.5410
126.4623,386.9107,-116.7758
126.7052,386.9027,-117.0102
126.9414,386.9123,-117.2497
127.1671,386.9484,-117.4970
127.3867,387.0000,-117.7487
127.6050,387.0549,-118.0013
127.8236,387.1074,-118.2537
128.0442,387.1459,-118.5046
128.2689,387.1532,-118.7524
128.4980,387.1272,-118.9968
128.7285,387.0839,-119.2395
128.9568,387.0292,-119.4818
129.1790,386.9550,-119.7239
129.3944,386.8598,-119.9657
129.6063,386.7544,-120.2074
129.8175,386.6474,-120.4492
130.0285,386.5474,-120.6919
130.2394,386.4802,-120.9384
130.4502,386.4722,-121.1914
130.6607,386.5083,-121.4489
130.8719,386.5604,-121.7067
131.0873,386.6214,-121.9584
131.3134,386.6990,-122.1941
131.5522,386.7962,-122.4105
131.7976,386.9033,-122.6170
132.0437,387.0097,-122.8225
132.2856,387.1004,-123.0350
132.5162,387.1516,-123.2654
132.7336,387.1568,-123.5167
132.9439,387.1383,-123.7786
133.1529,387.1152,-124.0426
133.3631,387.0954,-124.3054
133.5793,387.0923,-124.5619
133.8061,387.1179,-124.8076
134.0400,387.1630,-125.0457
134.2760,387.2137,-125.2817
134.5115,387.2639,-125.5181
134.7434,387.3084,-125.7585
134.9677,387.3409,-126.0073
135.1845,387.3617,-126.2642
135.3979,387.3774,-126.5248
135.6106,387.3917,-126.7860
135.8232,387.4045,-127.0475
136.0354,387.4142,-127.3093
136.2473,387.4213,-127.5713
136.4591,387.4273,-127.8335
136.6706,387.4329,-128.0959
136.8809,387.4370,-128.3591
