X_mm,Y_mm,Z_mm
152.3449,506.9162,-412.9516
152.3524,506.9452,-412.6196
152.3557,506.9672,-412.2870
152.3536,506.9799,-411.9538
152.3474,506.9862,-411.6205
152.3354,506.9865,-411.2876
152.3121,506.9758,-410.9559
152.2768,506.9538,-410.6254
152.2367,506.9256,-410.2956
152.1996,506.8931,-409.9658
152.1692,506.8554,-409.6358
152.1436,506.8153,-409.3057
152.1219,506.7794,-408.9751
152.1075,506.7546,-408.6434
152.1006,506.7420,-408.3105
152.0976,506.7360,-407.9771
152.0955,506.7345,-407.6435
152.0939,506.7388,-407.3100
152.0923,506.7468,-406.9765
152.0892,506.7538,-406.6431
152.0793,506.7527,-406.3103
152.0586,506.7384,-405.9782
152.0318,506.7170,-405.6465
152.0056,506.6995,-405.3149
151.9851,506.6967,-404.9831
151.9716,506.7124,-404.6509
151.9616,506.7370,-404.3186
151.9509,506.7588,-403.9861
151.9372,506.7707,-403.6533
151.9208,506.7733,-403.3203
151.9038,506.7727,-402.9872
151.8887,506.7735,-402.6540
151.8787,506.7750,-402.3210
151.8802,506.7642,-401.9897
151.9001,506.7275,-401.6616
151.9355,506.6727,-401.3359
151.9837,506.6213,-401.0113
152.0466,506.5880,-400.6869
152.1162,506.5678,-400.3625
152.1707,506.5459,-400.0368
152.1924,506.5129,-399.7088
152.1897,506.4713,-399.3790
152.1801,506.4282,-399.0487
152.1739,506.3917,-398.7180
152.1786,506.3715,-398.3865
152.1950,506.3695,-398.0543
152.2149,506.3777,-397.7218
152.2250,506.3936,-397.3896
152.2167,506.4195,-397.0581
152.1975,506.4498,-396.7268
152.1794,506.4727,-396.3951
152.1683,506.4796,-396.0625
152.1622,506.4743,-395.7293
152.1559,506.4626,-395.3961
152.1462,506.4450,-395.0632
152.1327,506.4245,-394.7307
152.1149,506.4108,-394.3985
152.0910,506.4130,-394.0665
152.0626,506.4277,-393.7348
152.0338,506.4453,-393.4031
152.0108,506.4555,-393.0710
151.9977,506.4520,-392.7383
151.9902,506.4397,-392.4052
151.9788,506.4256,-392.0725
151.9531,506.4126,-391.7411
151.9096,506.4012,-391.4112
151.8583,506.3907,-391.0820
151.8127,506.3801,-390.7521
151.7810,506.3693,-390.4207
151.7592,506.3606,-390.0885
151.7360,506.3639,-389.7572
151.7030,506.3909,-389.4285
151.6619,506.4358,-389.1018
151.6228,506.4761,-388.7742
151.5924,506.4958,-388.4437
151.5656,506.5035,-388.1118
151.5301,506.5140,-387.7810
151.4779,506.5342,-387.4530
151.4158,506.5601,-387.1266
151.3566,506.5826,-386.7997
151.3099,506.5941,-386.4706
151.2758,506.5944,-386.1394
151.2484,506.5891,-385.8071
151.2256,506.5799,-385.4745
151.2095,506.5651,-385.1419
151.1983,506.5465,-384.8091
151.1847,506.5310,-384.4767
151.1605,506.5274,-384.1451
151.1233,506.5380,-383.8145
151.0790,506.5568,-383.4846
151.0307,506.5813,-383.1556
150.9781,506.6126,-382.8277
150.9243,506.6461,-382.5005
150.8773,506.6707,-382.1725
150.8449,506.6756,-381.8425
150.8258,506.6624,-381.5107
150.8140,506.6406,-381.1783
150.8105,506.6126,-380.8463
150.8188,506.5771,-380.5151
150.8335,506.5384,-380.1843
150.8445,506.5072,-379.8534
150.8442,506.4938,-379.5216
150.8328,506.4985,-379.1892
150.8169,506.5135,-378.8566
150.8024,506.5391,-378.5247
150.7914,506.5784,-378.1940
150.7824,506.6247,-377.8640
150.7726,506.6665,-377.5338
150.7589,506.6892,-377.2031
150.7400,506.6863,-376.8714
150.7172,506.6695,-376.5394
150.6889,506.6508,-376.2077
150.6521,506.6342,-375.8767
150.6095,506.6190,-375.5462
150.5656,506.6044,-375.2158
150.5227,506.5906,-374.8852
150.4820,506.5779,-374.5543
150.4432,506.5664,-374.2232
150.4051,506.5572,-373.8919
150.3678,506.5544,-373.5606
150.3312,506.5602,-373.2292
150.2946,506.5708,-372.8978
150.2553,506.5809,-372.5668
150.2085,506.5873,-372.2369
150.1523,506.5889,-371.9082
150.0910,506.5888,-371.5804
150.0272,506.5919,-371.2531
149.9600,506.6037,-370.9269
149.8891,506.6252,-370.6018
149.8171,506.6513,-370.2772
149.7480,506.6771,-369.9519
149.6864,506.7001,-369.6251
149.6331,506.7200,-369.2966
149.5837,506.7382,-368.9671
149.5348,506.7560,-368.6376
149.4854,506.7734,-368.3081
149.4362,506.7898,-367.9788
149.3925,506.7984,-367.6504
149.3706,506.7770,-367.3256
149.3812,506.7111,-367.0060
149.4021,506.6303,-366.6879
149.4028,506.5754,-366.3660
149.3753,506.5570,-366.0388
149.3332,506.5586,-365.7089
149.2880,506.5701,-365.3790
149.2422,506.5934,-365.0498
149.1962,506.6271,-364.7213
149.1501,506.6649,-364.3931
149.1038,506.7023,-364.0648
149.0573,506.7337,-363.7362
149.0102,506.7546,-363.4068
148.9634,506.7672,-363.0770
148.9217,506.7705,-362.7475
148.8961,506.7510,-362.4192
148.8928,506.7000,-362.0926
148.9021,506.6317,-361.7671
148.9120,506.5639,-361.4415
148.9116,506.5161,-361.1150
148.8923,506.5051,-360.7867
148.8583,506.5198,-360.4572
148.8172,506.5329,-360.1281
148.7701,506.5227,-359.8005
148.7175,506.4865,-359.4746
148.6633,506.4399,-359.1492
148.6130,506.3999,-358.8224
148.5698,506.3752,-358.4931
148.5317,506.3604,-358.1622
148.4972,506.3486,-357.8307
148.4701,506.3388,-357.4986
148.4515,506.3318,-357.1659
148.4305,506.3290,-356.8344
148.3849,506.3366,-356.5079
148.3027,506.3586,-356.1888
148.1999,506.3886,-355.8737
148.0962,506.4186,-355.5585
148.0048,506.4422,-355.2397
147.9322,506.4560,-354.9153
147.8706,506.4637,-354.5878
147.8120,506.4673,-354.2594
147.7546,506.4651,-353.9309
147.6983,506.4577,-353.6022
147.6438,506.4463,-353.2735
147.5965,506.4256,-352.9453
147.5646,506.3855,-352.6179
147.5481,506.3261,-352.2915
147.5348,506.2619,-351.9657
147.5049,506.2161,-351.6411
147.4440,506.2045,-351.3183
147.3626,506.2154,-350.9966
147.2768,506.2291,-350.6751
147.1955,506.2294,-350.3528
147.1226,506.2076,-350.0291
147.0551,506.1739,-349.7045
146.9917,506.1446,-349.3793
146.9364,506.1349,-349.0525
146.8915,506.1503,-348.7238
146.8521,506.1798,-348.3943
146.8149,506.2165,-348.0650
146.7797,506.2632,-347.7370
146.7465,506.3184,-347.4102
146.7134,506.3668,-347.0841
146.6776,506.3827,-346.7579
146.6382,506.3562,-346.4316
146.5967,506.3073,-346.1052
146.5540,506.2583,-345.7784
146.5088,506.2227,-345.4507
146.4604,506.2056,-345.1218
146.4102,506.1967,-344.7924
146.3586,506.1808,-344.4639
146.3052,506.1472,-344.1373
146.2501,506.0988,-343.8124
146.1928,506.0476,-343.4881
146.1296,506.0063,-343.1639
146.0578,505.9814,-342.8397
145.9809,505.9676,-342.5158
145.9018,505.9659,-342.1933
145.8197,505.9914,-341.8745
145.7339,506.0511,-341.5604
145.6458,506.1267,-341.2485
145.5562,506.1949,-340.9355
145.4648,506.2418,-340.6196
145.3725,506.2702,-340.3011
145.2845,506.2882,-339.9804
145.2079,506.2966,-339.6567
145.1448,506.2955,-339.3297
145.0883,506.2896,-339.0011
145.0320,506.2828,-338.6723
144.9732,506.2764,-338.3440
144.9118,506.2704,-338.0161
144.8499,506.2640,-337.6884
144.7918,506.2545,-337.3602
144.7409,506.2393,-337.0310
144.6952,506.2201,-336.7012
144.6489,506.2010,-336.3715
144.5958,506.1863,-336.0428
144.5334,506.1776,-335.7154
144.4663,506.1725,-335.3887
144.3994,506.1703,-335.0620
144.3348,506.1722,-334.7347
144.2719,506.1776,-334.4072
144.2070,506.1840,-334.0801
144.1336,506.1896,-333.7551
144.0483,506.1936,-333.4329
143.9571,506.1970,-333.1121
143.8686,506.2020,-332.7908
143.7908,506.2116,-332.4671
143.7257,506.2265,-332.1407
143.6678,506.2423,-331.8128
143.6135,506.2488,-331.4848
143.5640,506.2338,-331.1569
143.5192,506.1976,-330.8294
143.4755,506.1538,-330.5019
143.4276,506.1179,-330.1744
143.3716,506.0985,-329.8468
143.3102,506.0896,-329.5193
143.2456,506.0814,-329.1922
143.1763,506.0686,-328.8663
143.1017,506.0502,-328.5417
143.0260,506.0300,-328.2177
142.9572,506.0150,-327.8924
142.9035,506.0116,-327.5643
142.8628,506.0179,-327.2340
142.8243,506.0242,-326.9031
142.7783,506.0207,-326.5734
142.7231,506.0059,-326.2452
142.6609,505.9821,-325.9191
142.5861,505.9412,-325.5994
142.4908,505.8729,-325.2904
142.3824,505.7905,-324.9883
142.2742,505.7277,-324.6849
142.1740,505.7131,-324.3753
142.0811,505.7397,-324.0600
141.9917,505.7780,-323.7420
141.9047,505.8050,-323.4221
141.8200,505.8127,-323.1004
141.7351,505.8081,-322.7782
141.6430,505.7938,-322.4588
141.5367,505.7649,-322.1454
141.4184,505.7242,-321.8368
141.2978,505.6818,-321.5294
141.1875,505.6531,-321.2181
141.0965,505.6496,-320.8997
141.0185,505.6636,-320.5765
140.9428,505.6851,-320.2525
140.8644,505.7132,-319.9297
140.7824,505.7476,-319.6082
140.6981,505.7851,-319.2876
140.6107,505.8232,-318.9680
140.5179,505.8611,-318.6499
140.4206,505.8981,-318.3331
140.3197,505.9286,-318.0174
140.2123,505.9397,-317.7038
140.0967,505.9247,-317.3929
139.9771,505.8956,-317.0833
139.8596,505.8662,-316.7726
139.7494,505.8433,-316.4590
139.6471,505.8277,-316.1421
139.5498,505.8173,-315.8234
139.4601,505.8161,-315.5030
139.3826,505.8304,-315.1799
139.3128,505.8544,-314.8552
139.2387,505.8724,-314.5313
139.1526,505.8745,-314.2099
139.0602,505.8667,-313.8897
138.9721,505.8578,-313.5685
138.8962,505.8511,-313.2442
138.8317,505.8467,-312.9172
138.7708,505.8428,-312.5893
138.7064,505.8380,-312.2621
138.6357,505.8317,-311.9362
138.5610,505.8245,-311.6112
138.4832,505.8169,-311.2869
138.3985,505.8088,-310.9646
138.3049,505.8001,-310.6447
138.2047,505.7916,-310.3268
138.0951,505.7860,-310.0125
137.9689,505.7862,-309.7049
137.8287,505.7920,-309.4031
137.6890,505.8015,-309.1016
137.5725,505.8168,-308.7931
137.4916,505.8403,-308.4735
137.4262,505.8680,-308.1493
137.3400,505.8949,-307.8326
137.2111,505.9183,-307.5309
137.0569,505.9380,-307.2380
136.9101,505.9488,-306.9421
136.7934,505.9422,-306.6349
136.7064,505.9190,-306.3165
136.6325,505.8889,-305.9931
136.5603,505.8597,-305.6689
136.4855,505.8393,-305.3448
136.4063,505.8323,-305.0212
136.3240,505.8313,-304.6983
136.2382,505.8226,-304.3772
136.1453,505.7922,-304.0607
136.0423,505.7426,-303.7497
135.9250,505.7044,-303.4437
135.7903,505.7014,-303.1423
135.6460,505.7214,-302.8433
135.5034,505.7513,-302.5442
135.3746,505.7985,-302.2427
135.2667,505.8699,-301.9377
135.1715,505.9482,-301.6300
135.0821,505.9952,-301.3191
134.9980,505.9851,-301.0033
134.9165,505.9392,-300.6851
134.8320,505.8803,-300.3686
134.7376,505.8073,-300.0586
134.6307,505.7176,-299.7568
134.5181,505.6228,-299.4584
134.4092,505.5445,-299.1560
134.3097,505.5002,-298.8447
134.2170,505.4822,-298.5264
134.1234,505.4720,-298.2068
134.0219,505.4591,-297.8897
133.9117,505.4426,-297.5757
133.7991,505.4328,-297.2637
133.6925,505.4532,-296.9535
133.5958,505.5183,-296.6455
133.5048,505.6086,-296.3387
133.4133,505.7002,-296.0320
133.3145,505.7719,-295.7245
133.2029,505.8094,-295.4154
133.0828,505.8249,-295.1055
132.9594,505.8345,-294.7958
132.8330,505.8434,-294.4872
132.7044,505.8512,-294.1796
132.5755,505.8525,-293.8728
132.4486,505.8319,-293.5675
132.3249,505.7802,-293.2642
132.2026,505.7131,-292.9621
132.0784,505.6543,-292.6600
131.9491,505.6231,-292.3575
131.8146,505.6216,-292.0544
131.6830,505.6337,-291.7495
131.5749,505.6450,-291.4377
131.5059,505.6507,-291.1148
131.4602,505.6520,-290.7852
131.4179,505.6485,-290.4547
131.3712,505.6341,-290.1253
131.3185,505.6069,-289.7974
131.2616,505.5745,-289.4706
131.1981,505.5489,-289.1451
131.1219,505.5411,-288.8222
131.0327,505.5502,-288.5021
130.9345,505.5602,-288.1850
130.8244,505.5477,-287.8742
130.6988,505.5012,-287.5722
130.5647,505.4426,-287.2751
130.4308,505.4147,-286.9784
130.3001,505.4447,-286.6808
130.1721,505.5084,-286.3820
130.0476,505.5671,-286.0800
129.9288,505.6002,-285.7725
129.8146,505.6112,-285.4604
129.7016,505.6137,-285.1466
129.5880,505.6142,-284.8330
129.4735,505.6140,-284.5197
129.3598,505.6112,-284.2062
129.2505,505.5998,-283.8916
129.1477,505.5762,-283.5755
129.0484,505.5469,-283.2586
128.9478,505.5219,-282.9417
128.8436,505.5078,-282.6255
128.7369,505.5026,-282.3096
128.6305,505.5038,-281.9936
128.5270,505.5135,-281.6768
128.4265,505.5314,-281.3594
128.3258,505.5522,-281.0422
128.2175,505.5695,-280.7277
128.0955,505.5789,-280.4181
127.9633,505.5829,-280.1121
127.8273,505.5867,-279.8075
127.6894,505.5951,-279.5040
127.5494,505.6098,-279.2016
127.4092,505.6275,-278.8995
127.2723,505.6436,-278.5958
127.1417,505.6553,-278.2892
127.0156,505.6640,-277.9805
126.8891,505.6734,-277.6721
126.7573,505.6871,-277.3662
126.6192,505.7060,-277.0633
126.4793,505.7244,-276.7614
126.3454,505.7288,-276.4574
126.2221,505.7096,-276.1494
126.1060,505.6765,-275.8388
125.9940,505.6406,-275.5267
125.8872,505.6055,-275.2127
125.7829,505.5733,-274.8977
125.6736,505.5512,-274.5841
125.5535,505.5454,-274.2737
125.4262,505.5480,-273.9657
125.2938,505.5454,-273.6600
125.1552,505.5296,-273.3576
125.0120,505.5044,-273.0576
124.8676,505.4785,-272.7580
124.7237,505.4580,-272.4579
124.5807,505.4433,-272.1569
124.4397,505.4323,-271.8548
124.3035,505.4246,-271.5505
124.1731,505.4203,-271.2436
124.0461,505.4173,-270.9351
123.9208,505.4129,-270.6259
123.7973,505.4056,-270.3162
123.6743,505.3998,-270.0067
123.5491,505.4105,-269.7003
123.4190,505.4543,-269.4004
123.2846,505.5265,-269.1059
123.1498,505.6042,-268.8129
123.0211,505.6543,-268.5169
122.9041,505.6489,-268.2147
122.7966,505.5992,-267.9074
122.6905,505.5333,-267.5989
122.5757,505.4662,-267.2937
122.4443,505.4022,-266.9949
122.3011,505.3458,-266.7003
122.1567,505.3146,-266.4056
122.0168,505.3264,-266.1081
121.8807,505.3651,-265.8086
121.7472,505.3949,-265.5089
121.6175,505.3823,-265.2105
121.4914,505.3238,-264.9136
121.3646,505.2585,-264.6169
121.2320,505.2285,-264.3192
121.0934,505.2386,-264.0202
120.9545,505.2615,-263.7193
120.8218,505.2712,-263.4150
120.6971,505.2612,-263.1069
120.5765,505.2410,-262.7967
120.4564,505.2196,-262.4862
120.3353,505.2009,-262.1759
120.2128,505.1861,-261.8660
120.0870,505.1748,-261.5577
119.9487,505.1712,-261.2562
119.7874,505.1810,-260.9672
119.6091,505.2003,-260.6875
119.4322,505.2171,-260.4069
119.2726,505.2199,-260.1167
119.1316,505.2080,-259.8162
119.0019,505.1888,-259.5100
118.8828,505.1663,-259.1997
118.7761,505.1412,-258.8850
118.6722,505.1164,-258.5694
118.5586,505.0959,-258.2571
118.4325,505.0807,-257.9490
118.3005,505.0704,-257.6431
118.1681,505.0688,-257.3372
118.0368,505.0791,-257.0310
117.9037,505.0957,-256.7261
117.7580,505.1109,-256.4283
117.5876,505.1206,-256.1449
117.3972,505.1236,-255.8730
117.2068,505.1157,-255.6016
117.0338,505.0883,-255.3211
116.8799,505.0429,-255.0309
116.7352,504.9970,-254.7356
116.5941,504.9762,-254.4380
116.4558,504.9940,-254.1383
116.3197,505.0333,-253.8372
116.1863,505.0746,-253.5343
116.0569,505.1103,-253.2291
115.9292,505.1357,-252.9226
115.8006,505.1442,-252.6160
115.6704,505.1358,-252.3096
115.5391,505.1199,-252.0035
115.4063,505.1046,-251.6978
115.2709,505.0930,-251.3932
115.1331,505.0844,-251.0895
114.9910,505.0796,-250.7880
114.8414,505.0805,-250.4902
114.6857,505.0834,-250.1957
114.5298,505.0740,-249.9025
114.3781,505.0388,-249.6097
114.2287,504.9878,-249.3174
114.0756,504.9497,-249.0269
113.9135,504.9471,-248.7399
113.7441,504.9728,-248.4556
113.5728,505.0074,-248.1718
113.4032,505.0385,-247.8864
113.2373,505.0609,-247.5981
113.0731,505.0749,-247.3085
112.9066,505.0731,-247.0213
112.7348,505.0448,-246.7391
112.5589,504.9963,-246.4608
112.3824,504.9428,-246.1831
112.2090,504.8973,-245.9025
112.0413,504.8675,-245.6164
111.8781,504.8479,-245.3264
111.7191,504.8294,-245.0339
111.5671,504.8080,-244.7379
111.4205,504.7835,-244.4395
111.2704,504.7585,-244.1431
111.1080,504.7354,-243.8535
110.9339,504.7146,-243.5702
110.7582,504.6970,-243.2875
110.5893,504.6841,-243.0005
110.4279,504.6760,-242.7089
110.2727,504.6731,-242.4140
110.1262,504.6798,-242.1151
109.9898,504.6978,-241.8118
109.8571,504.7199,-241.5068
109.7179,504.7346,-241.2049
109.5659,504.7350,-240.9088
109.4063,504.7268,-240.6163
109.2463,504.7190,-240.3237
109.0892,504.7156,-240.0295
108.9360,504.7139,-239.7334
108.7908,504.7051,-239.4339
108.6579,504.6825,-239.1296
108.5322,504.6517,-238.8225
108.4050,504.6227,-238.5158
108.2700,504.6028,-238.2120
108.1260,504.5931,-237.9118
107.9743,504.5890,-237.6151
107.8112,504.5878,-237.3248
107.6339,504.5892,-237.0430
107.4518,504.5906,-236.7641
107.2822,504.5857,-236.4787
107.1353,504.5704,-236.1814
106.9981,504.5495,-235.8794
106.8448,504.5308,-235.5876
106.6586,504.5184,-235.3162
106.4536,504.5102,-235.0558
106.2544,504.5026,-234.7899
106.0678,504.4958,-234.5144
105.8855,504.4972,-234.2362
105.6994,504.5181,-233.9621
105.5080,504.5587,-233.6931
105.3147,504.6048,-233.4260
105.1236,504.6343,-233.1568
104.9372,504.6324,-232.8830
104.7556,504.6101,-232.6053
104.5822,504.5872,-232.3223
104.4234,504.5746,-232.0306
104.2757,504.5703,-231.7323
104.1262,504.5647,-231.4348
103.9659,504.5506,-231.1433
103.7982,504.5289,-230.8562
103.6337,504.4995,-230.5683
103.4820,504.4576,-230.2757
103.3413,504.4061,-229.9792
103.1951,504.3645,-229.6861
103.0272,504.3521,-229.4037
102.8414,504.3628,-229.1298
102.6553,504.3719,-228.8554
102.4814,504.3610,-228.5734
102.3179,504.3360,-228.2851
102.1567,504.3207,-227.9952
101.9930,504.3315,-227.7065
101.8275,504.3569,-227.4185
101.6621,504.3773,-227.1302
101.4977,504.3812,-226.8409
101.3333,504.3732,-226.5513
101.1640,504.3679,-226.2649
100.9843,504.3773,-225.9856
100.7951,504.4010,-225.7126
100.6016,504.4319,-225.4428
100.4061,504.4695,-225.1754
100.2085,504.5165,-224.9110
100.0101,504.5682,-224.6481
99.8142,504.6141,-224.3826
99.6234,504.6468,-224.1116
99.4371,504.6685,-223.8361
99.2561,504.6806,-223.5571
99.0847,504.6771,-223.2724
98.9237,504.6571,-222.9819
98.7673,504.6294,-222.6888
98.6098,504.6015,-222.3960
98.4490,504.5761,-222.1049
98.2857,504.5535,-221.8149
98.1208,504.5373,-221.5257
97.9538,504.5334,-221.2376
97.7848,504.5409,-220.9504
97.6151,504.5508,-220.6635
97.4464,504.5504,-220.3765
97.2793,504.5321,-220.0891
97.1111,504.5054,-219.8028
96.9351,504.4857,-219.5211
96.7471,504.4798,-219.2465
96.5515,504.4819,-218.9764
96.3528,504.4850,-218.7085
96.1522,504.4874,-218.4420
95.9540,504.4900,-218.1739
95.7647,504.4945,-217.8999
95.5857,504.5014,-217.6189
95.4118,504.5091,-217.3344
95.2383,504.5162,-217.0495
95.0644,504.5209,-216.7650
94.8916,504.5169,-216.4805
94.7219,504.4944,-216.1956
94.5545,504.4540,-215.9110
94.3829,504.4099,-215.6291
94.2003,504.3746,-215.3532
94.0072,504.3488,-215.0830
93.8096,504.3276,-214.8152
93.6105,504.3084,-214.5482
93.4109,504.2906,-214.2815
93.2136,504.2723,-214.0134
93.0260,504.2490,-213.7394
92.8529,504.2180,-213.4567
92.6870,504.1831,-213.1697
92.5162,504.1498,-212.8855
92.3345,504.1205,-212.6077
92.1460,504.0926,-212.3340
91.9571,504.0591,-212.0616
91.7711,504.0115,-211.7898
91.5884,503.9504,-211.5182
91.4075,503.8898,-211.2451
91.2276,503.8432,-210.9690
91.0470,503.8112,-210.6910
90.8604,503.7915,-210.4163
90.6618,503.7862,-210.1498
90.4536,503.7910,-209.8900
90.2440,503.7934,-209.6312
90.0387,503.7827,-209.3694
89.8380,503.7603,-209.1043
89.6397,503.7363,-208.8373
89.4426,503.7189,-208.5689
89.2465,503.7080,-208.2994
89.0513,503.6973,-208.0291
88.8571,503.6817,-207.7585
88.6640,503.6647,-207.4875
88.4730,503.6614,-207.2161
88.2857,503.6861,-206.9441
88.1024,503.7284,-206.6712
87.9255,503.7538,-206.3963
87.7594,503.7308,-206.1177
87.6010,503.6673,-205.8362
87.4389,503.6012,-205.5550
87.2642,503.5588,-205.2767
87.0789,503.5398,-205.0021
86.8846,503.5494,-204.7358
86.6794,503.5977,-204.4823
86.4677,503.6626,-204.2365
86.2551,503.7007,-203.9900
86.0440,503.6873,-203.7392
85.8342,503.6433,-203.4855
85.6259,503.5938,-203.2299
85.4203,503.5466,-202.9715
85.2168,503.5024,-202.7109
85.0139,503.4624,-202.4493
84.8103,503.4319,-202.1872
84.6063,503.4133,-201.9243
84.4044,503.4011,-201.6592
84.2097,503.3902,-201.3890
84.0228,503.3791,-201.1133
83.8354,503.3666,-200.8380
83.6382,503.3515,-200.5702
83.4312,503.3351,-200.3099
83.2237,503.3261,-200.0504
83.0265,503.3378,-199.7848
82.8410,503.3717,-199.5120
82.6560,503.4080,-199.2388
82.4593,503.4252,-198.9732
82.2499,503.4211,-198.7155
82.0377,503.4081,-198.4592
81.8360,503.3971,-198.1952
81.6507,503.3922,-197.9192
81.4691,503.3935,-197.6417
81.2669,503.4049,-197.3833
81.0321,503.4297,-197.1545
80.7846,503.4584,-196.9364
80.5501,503.4784,-196.7043
80.3338,503.4846,-196.4536
80.1206,503.4744,-196.2003
79.8954,503.4413,-195.9608
79.6582,503.3890,-195.7352
79.4224,503.3359,-195.5092
79.2049,503.3030,-195.2657
79.0115,503.2974,-194.9988
78.8299,503.3071,-194.7203
78.6460,503.3229,-194.4428
78.4536,503.3441,-194.1716
78.2548,503.3656,-193.9053
78.0521,503.3715,-193.6437
77.8447,503.3438,-193.3893
77.6326,503.2889,-193.1411
77.4169,503.2401,-192.8950
77.1977,503.2229,-192.6480
76.9783,503.2268,-192.3987
76.7676,503.2245,-192.1428
76.5736,503.1992,-191.8759
76.3896,503.1620,-191.6026
76.1993,503.1452,-191.3349
75.9932,503.1686,-191.0797
75.7800,503.2065,-190.8291
75.5713,503.2254,-190.5729
75.3689,503.2206,-190.3096
75.1681,503.2062,-190.0440
74.9625,503.1948,-189.7820
74.7491,503.1914,-189.5260
74.5322,503.1922,-189.2727
74.3191,503.1925,-189.0162
74.1127,503.1906,-188.7544
73.9097,503.1867,-188.4897
73.7066,503.1801,-188.2251
73.5014,503.1709,-187.9623
73.2923,503.1640,-187.7029
73.0766,503.1647,-187.4493
72.8546,503.1672,-187.2016
72.6305,503.1542,-186.9571
72.4072,503.1186,-186.7136
72.1866,503.0757,-186.4680
71.9714,503.0430,-186.2164
71.7620,503.0244,-185.9581
71.5561,503.0121,-185.6961
71.3519,502.9992,-185.4326
71.1489,502.9833,-185.1684
70.9470,502.9609,-184.9041
70.7460,502.9273,-184.6404
70.5445,502.8855,-184.3781
70.3375,502.8449,-184.1205
70.1192,502.8126,-183.8714
69.8919,502.7877,-183.6291
69.6636,502.7651,-183.3870
69.4397,502.7418,-183.1410
69.2188,502.7183,-182.8921
68.9963,502.6983,-182.6446
68.7688,502.6850,-182.4013
68.5352,502.6776,-182.1638
68.2914,502.6764,-181.9381
68.0362,502.6824,-181.7263
67.7898,502.6882,-181.5087
67.5757,502.6858,-181.2624
67.3876,502.6736,-180.9928
67.1931,502.6492,-180.7307
66.9657,502.6076,-180.5016
66.7125,502.5542,-180.2979
66.4624,502.5046,-180.0909
66.2398,502.4730,-179.8553
66.0453,502.4578,-179.5910
65.8569,502.4374,-179.3213
65.6552,502.3890,-179.0672
65.4395,502.3170,-178.8290
65.2253,502.2605,-178.5885
65.0242,502.2507,-178.3314
64.8284,502.2673,-178.0665
64.6195,502.2700,-177.8133
64.3885,502.2428,-177.5810
64.1497,502.2113,-177.3561
63.9215,502.2110,-177.1217
63.7071,502.2478,-176.8743
63.4965,502.2956,-176.6222
63.2794,502.3290,-176.3733
63.0552,502.3443,-176.1281
62.8327,502.3552,-175.8806
62.6184,502.3715,-175.6264
62.4058,502.3854,-175.3723
62.1807,502.3784,-175.1321
61.9375,502.3428,-174.9115
61.6870,502.2940,-174.6987
61.4451,502.2522,-174.4758
61.2198,502.2265,-174.2336
61.0043,502.2092,-173.9801
60.7902,502.1905,-173.7252
60.5756,502.1687,-173.4710
60.3640,502.1538,-173.2154
60.1617,502.1632,-172.9545
59.9700,502.2004,-172.6870
59.7815,502.2404,-172.4166
59.5887,502.2602,-172.1469
59.3915,502.2634,-171.8785
59.1903,502.2618,-171.6126
58.9842,502.2612,-171.3504
58.7742,502.2647,-171.0914
58.5605,502.2767,-170.8360
58.3430,502.2970,-170.5842
58.1231,502.3178,-170.3343
57.9016,502.3337,-170.0855
57.6761,502.3452,-169.8403
57.4432,502.3520,-169.6020
57.2026,502.3508,-169.3717
56.9554,502.3371,-169.1491
56.7056,502.3144,-168.9302
56.4633,502.2957,-168.7039
56.2349,502.2883,-168.4633
56.0086,502.2772,-168.2226
55.7686,502.2422,-168.0005
55.5138,502.1834,-167.7976
55.2528,502.1200,-167.6021
54.9921,502.0773,-167.4031
54.7339,502.0690,-167.1961
54.4782,502.0785,-166.9832
54.2263,502.0848,-166.7653
53.9793,502.0824,-166.5416
53.7364,502.0809,-166.3134
53.4974,502.0902,-166.0815
53.2633,502.1071,-165.8449
53.0372,502.1232,-165.6009
52.8219,502.1323,-165.3475
52.6190,502.1240,-165.0863
52.4315,502.0860,-164.8177
52.2516,502.0269,-164.5465
52.0593,501.9732,-164.2836
51.8430,501.9399,-164.0355
51.6106,501.9192,-163.7982
51.3703,501.9018,-163.5677
51.1264,501.8861,-163.3407
50.8835,501.8744,-163.1126
50.6441,501.8688,-162.8806
50.4084,501.8698,-162.6446
50.1766,501.8785,-162.4052
49.9472,501.8932,-162.1636
49.7154,501.9098,-161.9244
49.4785,501.9252,-161.6903
49.2405,501.9366,-161.4572
49.0078,501.9412,-161.2188
48.7801,501.9411,-160.9754
48.5529,501.9389,-160.7325
48.3223,501.9207,-160.4982
48.0858,501.8643,-160.2813
47.8446,501.7793,-160.0773
47.6036,501.7093,-159.8673
47.3656,501.6765,-159.6421
47.1282,501.6648,-159.4094
46.8880,501.6587,-159.1783
46.6422,501.6556,-158.9532
46.3876,501.6589,-158.7390
46.1223,501.6709,-158.5383
45.8536,501.6847,-158.3419
45.5894,501.6926,-158.1391
45.3319,501.6956,-157.9276
45.0808,501.6995,-157.7084
44.8383,501.7102,-157.4817
44.6156,501.7401,-157.2421
44.4244,501.8016,-156.9839
44.2513,501.8827,-156.7147
44.0707,501.9533,-156.4500
43.8744,501.9727,-156.1991
43.6727,501.9123,-155.9616
43.4699,501.7989,-155.7325
43.2558,501.6876,-155.5103
43.0189,501.6133,-155.2973
