FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,X_mm_filtered,Y_mm_filtered,Z_mm_filtered,QX_filtered,QY_filtered,QZ_filtered,QW_filtered
367,1769589512624,4.077888,76.6325,534.1913,-298.1493,0.54187,0.429968,-0.43373,0.577393,1.267975,1.006123,-1.014927,-0.445881,-0.199739,0.265782,2.534335,-1.693902,-0.201088,76.641457,534.262067,-298.238600,0.541902,0.429988,-0.433839,0.577266
368,1769589512635,4.088999,76.2603,534.2486,-297.1957,0.542492,0.428967,-0.43308,0.578041,1.269087,1.00351,-1.013133,-0.446247,-0.198902,0.265734,2.532842,-1.696317,-0.201342,76.120219,534.177524,-297.239681,0.542432,0.429241,-0.432998,0.577955
369,1769589512647,4.100111,75.59,534.1679,-296.4149,0.542824,0.428809,-0.43215,0.578543,1.2696,1.002931,-1.010745,-0.446935,-0.197384,0.265685,2.529925,-1.700792,-0.201855,75.692386,534.135486,-296.452595,0.542857,0.428524,-0.432364,0.578563
370,1769589512658,4.111222,75.1576,534.0197,-295.7218,0.543444,0.427755,-0.431863,0.578956,1.27083,1.000295,-1.009901,-0.447241,-0.196666,0.265678,2.528497,-1.702886,-0.202027,75.181376,534.103414,-295.571552,0.543257,0.427846,-0.431759,0.579140
371,1769589512669,4.122333,74.7746,534.1072,-294.5153,0.543379,0.427209,-0.431332,0.579815,1.270226,0.998662,-1.008299,-0.447595,-0.19594,0.265688,2.527044,-1.704929,-0.202417,74.676610,534.100995,-294.432690,0.543659,0.427193,-0.431201,0.579661
372,1769589512680,4.133444,74.2334,534.118,-293.1659,0.544217,0.426342,-0.43044,0.580329,1.271913,0.996423,-1.006001,-0.448264,-0.19442,0.265684,2.524058,-1.709376,-0.203052,74.336062,534.099500,-293.191495,0.544133,0.426409,-0.430606,0.580236
373,1769589512691,4.144555,73.849,534.167,-291.7087,0.544655,0.425807,-0.430045,0.580604,1.27279,0.995059,-1.004962,-0.44859,-0.193666,0.265699,2.522546,-1.711506,-0.203389,73.880148,534.103500,-291.901495,0.544591,0.425676,-0.429945,0.580834
374,1769589512702,4.155667,73.6779,533.9816,-290.9131,0.545117,0.424954,-0.429172,0.58144,1.273429,0.992721,-1.002574,-0.448928,-0.192877,0.26566,2.521071,-1.713935,-0.203653,73.452414,534.070952,-290.830876,0.545055,0.425002,-0.429324,0.581352
375,1769589512713,4.166778,72.8223,534.0249,-289.7794,0.545487,0.424201,-0.428712,0.581983,1.274005,0.990739,-1.001274,-0.449574,-0.191416,0.26565,2.518123,-1.718139,-0.204126,73.063276,534.010052,-289.872629,0.545568,0.424401,-0.428527,0.581897
376,1769589512724,4.177889,72.7016,533.975,-288.972,0.545943,0.423976,-0.427778,0.582406,1.274848,0.990038,-0.998918,-0.449902,-0.190662,0.265666,2.516674,-1.72014,-0.204514,72.631976,533.907914,-288.698671,0.546232,0.423767,-0.427575,0.582436
377,1769589512736,4.189001,72.2641,533.7986,-287.6275,0.54712,0.423114,-0.426464,0.582892,1.277338,0.987827,-0.995649,-0.450603,-0.189027,0.265673,2.513388,-1.724838,-0.205068,72.235586,533.805119,-287.579181,0.546765,0.423109,-0.426870,0.582931
378,1769589512747,4.200112,71.7884,533.6818,-286.059,0.547364,0.422324,-0.426129,0.58348,1.277597,0.985742,-0.994623,-0.450966,-0.188188,0.265661,2.511731,-1.727247,-0.205337,71.835643,533.738595,-286.589057,0.547225,0.422299,-0.426248,0.583543
379,1769589512758,4.211223,71.4295,533.678,-286.0361,0.547255,0.421419,-0.426117,0.584245,1.276938,0.983319,-0.99428,-0.451293,-0.187408,0.265596,2.510298,-1.729541,-0.205511,71.271095,533.729886,-285.731600,0.547531,0.421464,-0.425778,0.584201
380,1769589512769,4.222334,70.6205,533.8845,-285.018,0.547803,0.420632,-0.425277,0.58491,1.277864,0.981212,-0.992046,-0.451899,-0.185966,0.265594,2.507483,-1.733577,-0.20604,70.755014,533.798776,-285.006529,0.547751,0.420777,-0.425286,0.584848
381,1769589512780,4.233445,70.2268,533.8252,-284.2178,0.548174,0.420309,-0.424462,0.585386,1.278478,0.980264,-0.989951,-0.452171,-0.185294,0.26561,2.506047,-1.735489,-0.206217,70.263062,533.844214,-284.141100,0.548249,0.420169,-0.424460,0.585419
382,1769589512791,4.244557,69.9182,533.8688,-282.9715,0.548818,0.419624,-0.423567,0.585923,1.279695,0.97845,-0.987643,-0.452829,-0.18378,0.265684,2.502967,-1.739649,-0.207067,69.859767,533.825086,-282.960681,0.548734,0.419675,-0.423586,0.585951
383,1769589512802,4.255668,69.5088,533.7455,-281.6744,0.549362,0.41905,-0.422781,0.586391,1.280716,0.976921,-0.98562,-0.453137,-0.183053,0.265648,2.501465,-1.741847,-0.207174,69.557305,533.802233,-281.817705,0.549230,0.419038,-0.422976,0.586382
384,1769589512813,4.266779,69.2668,533.7373,-280.756,0.549425,0.418456,-0.422544,0.586928,1.280577,0.975321,-0.984847,-0.453447,-0.182311,0.265679,2.499947,-1.74389,-0.20753,69.199000,533.745714,-280.693471,0.549748,0.418284,-0.422501,0.586778
385,1769589512824,4.27789,68.7944,533.8442,-279.6146,0.550353,0.417383,-0.422173,0.587089,1.282655,0.972755,-0.983917,-0.454045,-0.180897,0.265667,2.497128,-1.747922,-0.207952,68.801090,533.747243,-279.618076,0.550105,0.417625,-0.422021,0.587258
386,1769589512836,4.289001,68.3954,533.6237,-278.6876,0.550564,0.41692,-0.421489,0.58771,1.282817,0.971427,-0.982072,-0.45433,-0.180202,0.265714,2.495729,-1.749816,-0.208294,68.460867,533.779843,-278.640571,0.550508,0.416912,-0.421453,0.587794
387,1769589512847,4.300113,67.9975,533.9332,-277.5024,0.550672,0.416422,-0.420628,0.588579,1.282608,0.969917,-0.979714,-0.454943,-0.178714,0.265791,2.492779,-1.753924,-0.208986,67.980629,533.864543,-277.610271,0.550893,0.416252,-0.420717,0.588430
388,1769589512858,4.311224,67.6968,533.8409,-276.7858,0.551334,0.415488,-0.420032,0.589045,1.283903,0.967557,-0.978137,-0.455259,-0.177947,0.265787,2.491374,-1.756039,-0.209272,67.546357,533.825333,-276.715452,0.551183,0.415620,-0.420052,0.589079
389,1769589512869,4.322335,66.8571,533.9486,-275.6699,0.551489,0.414922,-0.41944,0.58972,1.283906,0.965968,-0.976486,-0.455567,-0.177199,0.265822,2.489918,-1.758085,-0.20961,67.042738,533.863971,-275.706614,0.551532,0.414811,-0.419578,0.589659
390,1769589512880,4.333446,66.6817,533.5342,-274.9415,0.552012,0.414062,-0.419115,0.590066,1.28494,0.963827,-0.975589,-0.456148,-0.175759,0.26587,2.487061,-1.762044,-0.210151,66.589314,533.729167,-274.818886,0.551926,0.414123,-0.418985,0.590196
391,1769589512891,4.344558,66.0871,533.8152,-273.584,0.552246,0.413323,-0.418498,0.590803,1.285093,0.961816,-0.973858,-0.456469,-0.174962,0.265928,2.485467,-1.764175,-0.210725,66.165390,533.559395,-273.815357,0.552437,0.413540,-0.418173,0.590703
392,1769589512902,4.355669,65.9181,533.3726,-273.0491,0.552978,0.413055,-0.417105,0.591291,1.286537,0.960999,-0.970421,-0.456779,-0.174169,0.265963,2.483898,-1.766352,-0.211062,65.883338,533.502657,-272.769462,0.553062,0.412750,-0.417408,0.591211
393,1769589512913,4.36678,65.4556,533.3919,-271.7086,0.553818,0.412051,-0.416454,0.591664,1.288293,0.958514,-0.968757,-0.457435,-0.172529,0.266012,2.480701,-1.770801,-0.211835,65.475429,533.586419,-271.783133,0.553496,0.411895,-0.416733,0.591877
394,1769589512924,4.377891,65.1399,533.8698,-270.7365,0.553868,0.410784,-0.416396,0.592538,1.287945,0.955224,-0.968273,-0.457736,-0.171755,0.266044,2.479132,-1.77292,-0.212208,65.032005,533.666105,-271.016276,0.553745,0.411165,-0.416088,0.592605
395,1769589512936,4.389002,64.4417,533.8049,-270.3174,0.553793,0.410281,-0.415769,0.593396,1.287315,0.953716,-0.966473,-0.458303,-0.170273,0.266083,2.476105,-1.777042,-0.212848,64.475210,533.791486,-270.236400,0.554102,0.410354,-0.415643,0.593146
396,1769589512947,4.400114,63.8881,533.8374,-269.5246,0.554238,0.410145,-0.414679,0.593837,1.288116,0.953227,-0.963765,-0.458577,-0.169567,0.266111,2.474652,-1.778932,-0.213126,63.951605,533.845838,-269.236457,0.554525,0.409752,-0.414963,0.593642
397,1769589512958,4.411225,63.4677,533.6404,-268.2614,0.555632,0.408986,-0.414307,0.593594,1.291484,0.950627,-0.962995,-0.458853,-0.168826,0.266119,2.473184,-1.780957,-0.213429,63.493105,533.716390,-268.132443,0.555182,0.409218,-0.414031,0.594047
398,1769589512969,4.422336,63.1071,533.804,-266.3179,0.555725,0.408556,-0.4132,0.594573,1.29118,0.949247,-0.960036,-0.459433,-0.16728,0.266165,2.47006,-1.785149,-0.214163,63.064848,533.695452,-266.879652,0.555812,0.408560,-0.413255,0.594451
399,1769589512980,4.433447,62.7596,533.5043,-265.9627,0.556163,0.407866,-0.412435,0.595169,1.29188,0.94741,-0.958022,-0.459731,-0.166512,0.266151,2.468536,-1.787285,-0.214436,62.716538,533.663152,-265.719671,0.556080,0.407831,-0.412747,0.595054
400,1769589512991,4.444559,62.107,533.7375,-264.7354,0.556252,0.407199,-0.412301,0.595635,1.29184,0.945679,-0.957529,-0.460266,-0.165052,0.266123,2.465683,-1.791298,-0.215001,62.234657,533.639719,-264.618876,0.556234,0.407131,-0.412232,0.595745
401,1769589513002,4.45567,61.9268,533.5033,-263.6212,0.556333,0.406361,-0.411949,0.596374,1.291636,0.943447,-0.956419,-0.460567,-0.164266,0.266186,2.463924,-1.793389,-0.21547,61.685005,533.426252,-263.622881,0.556649,0.406339,-0.411670,0.596287
402,1769589513013,4.466781,60.9809,533.3046,-262.2721,0.557365,0.40545,-0.410889,0.596761,1.293826,0.941181,-0.953808,-0.460861,-0.163442,0.266201,2.462211,-1.795689,-0.215808,61.120281,533.278533,-262.393790,0.557231,0.405643,-0.410773,0.596835
403,1769589513024,4.477892,60.6341,532.9095,-261.451,0.557916,0.405025,-0.409591,0.597428,1.29475,0.939936,-0.950533,-0.461477,-0.161744,0.266134,2.458927,-1.800374,-0.216393,60.736824,533.097810,-261.393667,0.557913,0.404967,-0.409770,0.597346
404,1769589513036,4.489003,60.2984,533.2289,-260.4591,0.558592,0.404434,-0.408696,0.597809,1.296115,0.938418,-0.948309,-0.461768,-0.160936,0.266103,2.457324,-1.802653,-0.216677,60.332143,533.184938,-260.601267,0.558430,0.404292,-0.409049,0.597815
405,1769589513047,4.500115,60.2014,533.3252,-259.8632,0.558704,0.403563,-0.40868,0.598304,1.296111,0.936207,-0.948077,-0.462301,-0.159475,0.266073,2.454455,-1.806557,-0.217267,59.959776,533.400510,-259.802086,0.558732,0.403586,-0.408531,0.598364
406,1769589513058,4.511226,59.4059,533.762,-259.1298,0.558793,0.40277,-0.408379,0.59896,1.29597,0.934116,-0.947123,-0.46254,-0.15879,0.266092,2.453023,-1.808392,-0.21761,59.464995,533.590186,-258.926838,0.558968,0.402898,-0.407971,0.598989
407,1769589513069,4.522337,58.7168,533.66,-257.7178,0.559321,0.402182,-0.407189,0.599672,1.296813,0.932479,-0.944088,-0.462818,-0.158043,0.26609,2.451535,-1.810368,-0.217891,58.806290,533.633757,-257.892048,0.559133,0.402203,-0.407396,0.599693
408,1769589513080,4.533448,58.2856,533.4552,-256.8471,0.559423,0.401794,-0.406308,0.600435,1.296643,0.931288,-0.94175,-0.463356,-0.156555,0.266127,2.448528,-1.81432,-0.218628,58.198910,533.616300,-256.723010,0.559485,0.401602,-0.406591,0.600314
409,1769589513091,4.54456,57.5347,533.5423,-255.4738,0.559794,0.400823,-0.406154,0.600842,1.297287,0.928883,-0.941236,-0.463617,-0.15579,0.266141,2.447039,-1.816273,-0.218947,57.698381,533.447576,-255.612929,0.559997,0.400984,-0.405808,0.600778
410,1769589513102,4.555671,57.423,533.3795,-254.6229,0.560529,0.40034,-0.405124,0.601175,1.298812,0.927635,-0.93872,-0.463895,-0.154982,0.266173,2.445412,-1.818424,-0.219324,57.271086,533.328700,-254.593176,0.560338,0.400299,-0.405203,0.601326
411,1769589513113,4.566782,56.7075,533.116,-253.7139,0.561009,0.399578,-0.404479,0.601667,1.299664,0.925683,-0.937038,-0.464432,-0.153418,0.266136,2.442429,-1.822563,-0.219805,56.793462,533.199924,-253.616081,0.560844,0.399529,-0.404590,0.601780
412,1769589513124,4.577893,56.3948,533.1046,-252.6503,0.560862,0.398815,-0.403971,0.602651,1.298797,0.923544,-0.935482,-0.464702,-0.152628,0.26614,2.440871,-1.824654,-0.220097,56.292690,533.091310,-252.821810,0.561204,0.398845,-0.403909,0.602353
413,1769589513136,4.589005,55.6645,533.0315,-252.0432,0.561818,0.397988,-0.403427,0.602671,1.301002,0.92162,-0.934216,-0.465199,-0.151125,0.266171,2.437788,-1.828713,-0.220556,55.708724,533.074524,-252.022052,0.561658,0.397970,-0.403445,0.602819
414,1769589513147,4.600116,55.1115,533.1646,-251.2778,0.56184,0.39736,-0.402835,0.603462,1.30063,0.919867,-0.932542,-0.465441,-0.150392,0.266189,2.436341,-1.830627,-0.220842,55.148686,533.103162,-251.171571,0.561943,0.397303,-0.402850,0.603392
415,1769589513158,4.611227,54.6916,533.1237,-250.2956,0.562611,0.396401,-0.402351,0.603697,1.302289,0.91756,-0.931331,-0.465681,-0.14967,0.266208,2.434962,-1.832458,-0.221131,54.643305,533.107233,-250.241900,0.562146,0.396740,-0.402155,0.604037
416,1769589513169,4.622338,54.0787,533.1154,-249.0953,0.561955,0.396422,-0.401355,0.604955,1.300103,0.917135,-0.928549,-0.466163,-0.148197,0.266299,2.431967,-1.836285,-0.221869,54.191352,533.172248,-249.146271,0.562319,0.396152,-0.401484,0.604708
417,1769589513180,4.633449,53.9001,533.1725,-248.0917,0.562541,0.395521,-0.40084,0.605342,1.301251,0.914906,-0.92721,-0.466374,-0.147453,0.266326,2.430532,-1.838206,-0.222142,53.733786,533.227957,-248.156438,0.562841,0.395368,-0.400993,0.605061
418,1769589513191,4.64456,53.1886,533.3484,-247.166,0.563666,0.394426,-0.400602,0.605166,1.303949,0.91244,-0.926727,-0.466823,-0.145997,0.266342,2.427716,-1.842001,-0.222678,53.285086,533.244781,-247.271081,0.563452,0.394457,-0.400634,0.605325
419,1769589513202,4.655672,52.827,533.2219,-246.5821,0.564392,0.393336,-0.400467,0.605289,1.305561,0.909873,-0.926368,-0.467044,-0.145284,0.266382,2.426234,-1.843879,-0.22297,52.849933,533.151329,-246.376548,0.564219,0.393493,-0.400284,0.605469
420,1769589513213,4.666783,52.4139,532.9554,-245.501,0.564587,0.392746,-0.399782,0.605943,1.305664,0.908264,-0.924535,-0.467236,-0.144605,0.266347,2.424943,-1.845688,-0.223052,52.369314,533.018152,-245.478981,0.564495,0.392944,-0.399604,0.606017
421,1769589513224,4.677894,51.8953,532.8149,-244.3549,0.564589,0.392617,-0.398725,0.60672,1.305254,0.907678,-0.921798,-0.467654,-0.143167,0.266342,2.422196,-1.84945,-0.22348,51.909133,532.935333,-244.564376,0.564623,0.392547,-0.398845,0.606655
422,1769589513236,4.689005,51.3921,532.9648,-243.6592,0.564568,0.392303,-0.397801,0.607549,1.304762,0.906644,-0.919351,-0.46787,-0.142439,0.266371,2.420763,-1.851306,-0.223845,51.347876,532.938262,-243.611033,0.565094,0.391889,-0.398125,0.607115
423,1769589513247,4.700116,50.7087,533.061,-242.6813,0.565612,0.391127,-0.397736,0.607379,1.307266,0.903989,-0.919265,-0.468275,-0.141017,0.266372,2.417983,-1.854936,-0.224142,50.727905,532.936829,-242.536695,0.565395,0.391200,-0.397525,0.607672
424,1769589513258,4.711228,50.1206,532.8677,-241.5259,0.566325,0.389829,-0.397115,0.607954,1.308607,0.900777,-0.917614,-0.468505,-0.140173,0.266416,2.416328,-1.857158,-0.224557,50.114443,532.857733,-241.340300,0.565590,0.390356,-0.396930,0.608421
425,1769589513269,4.722339,49.5064,532.6655,-239.9582,0.565084,0.389986,-0.39625,0.609571,1.304877,0.900545,-0.915011,-0.468735,-0.139365,0.266414,2.41472,-1.859246,-0.224687,49.559219,532.754148,-240.279743,0.565666,0.389501,-0.396415,0.609233
426,1769589513280,4.73345,49.0642,532.6395,-239.2732,0.565597,0.388896,-0.395496,0.610281,1.305683,0.897767,-0.913005,-0.469186,-0.137703,0.266455,2.411482,-1.863574,-0.225325,49.045233,532.698405,-239.510014,0.565785,0.388966,-0.395665,0.609952
427,1769589513291,4.744561,48.6549,532.8018,-239.2297,0.566198,0.388183,-0.395316,0.610294,1.307063,0.896117,-0.912584,-0.469388,-0.136988,0.266439,2.41009,-1.865403,-0.225419,48.647371,532.683681,-238.960557,0.566137,0.388477,-0.394947,0.610403
428,1769589513302,4.755673,48.1083,532.7617,-238.521,0.567217,0.388026,-0.394129,0.610216,1.309456,0.895783,-0.909872,-0.469574,-0.136242,0.266443,2.408687,-1.867375,-0.225622,48.193190,532.729676,-238.425219,0.566991,0.387717,-0.394350,0.610479
429,1769589513313,4.766784,47.8683,532.69,-237.5538,0.567393,0.387151,-0.393582,0.610961,1.309465,0.893491,-0.908334,-0.469982,-0.134818,0.266506,2.405845,-1.870946,-0.226149,47.669486,532.841090,-237.545405,0.567500,0.387162,-0.393630,0.610824
430,1769589513324,4.777895,46.9537,532.9968,-236.3428,0.568088,0.386269,-0.39317,0.611138,1.310974,0.891392,-0.907317,-0.470173,-0.134067,0.266539,2.40438,-1.872884,-0.226337,47.046271,533.005438,-236.357648,0.567960,0.386452,-0.392951,0.611282
431,1769589513336,4.789006,46.4406,533.2687,-235.175,0.56807,0.385821,-0.39222,0.612048,1.310446,0.890029,-0.904788,-0.470592,-0.132567,0.266595,2.401521,-1.876635,-0.226834,46.474829,533.169857,-235.229167,0.568231,0.385643,-0.392482,0.611843
432,1769589513347,4.800117,45.7745,533.3253,-234.1368,0.56885,0.384824,-0.392132,0.612008,1.312267,0.887742,-0.9046,-0.470777,-0.131863,0.266585,2.400241,-1.878424,-0.226899,45.806186,533.282819,-234.206124,0.568810,0.384857,-0.392103,0.612042
433,1769589513358,4.811229,45.4481,533.1365,-233.3879,0.569016,0.384201,-0.391592,0.61259,1.31234,0.886094,-0.90314,-0.470962,-0.131149,0.266607,2.398928,-1.880238,-0.227129,45.300476,533.188452,-233.344171,0.569165,0.384182,-0.391590,0.612465
434,1769589513369,4.82234,44.6073,533.1013,-232.5366,0.57003,0.383402,-0.391249,0.612366,1.314799,0.884334,-0.902433,-0.471349,-0.129739,0.266637,2.396227,-1.883816,-0.2275,44.815248,533.046438,-232.577471,0.569533,0.383651,-0.390904,0.612894
435,1769589513380,4.833451,44.3851,532.8417,-231.7685,0.569512,0.383302,-0.389858,0.613797,1.312837,0.883587,-0.898699,-0.471551,-0.129001,0.266687,2.394772,-1.885617,-0.227743,44.257248,532.994886,-231.682419,0.569945,0.383215,-0.389975,0.613375
436,1769589513391,4.844563,43.8436,532.9476,-230.8365,0.570248,0.382888,-0.388963,0.613939,1.314458,0.882581,-0.896585,-0.471967,-0.12742,0.266727,2.391853,-1.88962,-0.228276,43.742648,532.910114,-230.742771,0.570395,0.382642,-0.389247,0.613777
437,1769589513402,4.855674,43.0516,532.9422,-229.5688,0.571174,0.38183,-0.38866,0.61393,1.316598,0.880146,-0.895889,-0.472156,-0.126628,0.266719,2.390296,-1.891741,-0.228417,43.340781,532.698519,-229.754833,0.570736,0.381908,-0.388680,0.614276
438,1769589513413,4.866785,42.9745,532.4391,-228.9419,0.571139,0.380896,-0.388653,0.614546,1.316187,0.877773,-0.89565,-0.472348,-0.125899,0.266727,2.388936,-1.893596,-0.228562,42.812905,532.602219,-228.855800,0.571334,0.380900,-0.388510,0.614453
439,1769589513424,4.877897,42.3895,532.2862,-227.9704,0.571521,0.380013,-0.38809,0.615094,1.316774,0.875542,-0.894153,-0.472721,-0.12445,0.266782,2.386189,-1.897183,-0.229124,42.228900,532.535129,-228.106076,0.571631,0.380050,-0.388114,0.614953
440,1769589513436,4.889008,41.6113,532.7139,-227.472,0.572062,0.379289,-0.387694,0.615287,1.317915,0.873807,-0.89317,-0.472888,-0.12376,0.266795,2.384858,-1.898955,-0.229224,41.729852,532.476176,-227.375419,0.571759,0.379559,-0.387337,0.615627
441,1769589513447,4.900119,40.9958,532.5493,-226.6226,0.572014,0.379181,-0.386302,0.616273,1.317277,0.873208,-0.889606,-0.473274,-0.122281,0.266837,2.382088,-1.902591,-0.229775,41.201557,532.347967,-226.465567,0.572162,0.379007,-0.386549,0.616088
442,1769589513458,4.91123,40.9447,532.1315,-225.4749,0.572336,0.3787,-0.385635,0.616688,1.317796,0.871952,-0.887921,-0.473458,-0.121559,0.266849,2.380741,-1.904366,-0.229917,40.765129,532.349867,-225.632133,0.572718,0.378277,-0.386116,0.616292
443,1769589513469,4.922341,40.4592,531.919,-224.5455,0.573394,0.377286,-0.385839,0.616444,1.320364,0.868783,-0.888477,-0.473634,-0.120821,0.266823,2.379431,-1.906278,-0.230058,40.398110,532.154210,-224.680529,0.573032,0.377616,-0.385521,0.616777
444,1769589513480,4.933453,39.8355,532.6738,-223.9633,0.57378,0.376575,-0.385526,0.616715,1.321107,0.867049,-0.887658,-0.474015,-0.119359,0.26684,2.376711,-1.909878,-0.23057,39.931062,532.202814,-223.649200,0.573403,0.376918,-0.384954,0.617213
445,1769589513491,4.944564,39.4183,531.9869,-222.7116,0.573108,0.376728,-0.38367,0.618402,1.318655,0.866807,-0.882779,-0.474222,-0.11859,0.26688,2.37513,-1.911746,-0.230831,39.355895,532.373519,-222.738910,0.573706,0.376349,-0.384182,0.617759
446,1769589513502,4.955675,38.7775,532.6036,-221.6076,0.57401,0.375933,-0.383217,0.61833,1.320769,0.865003,-0.881765,-0.474438,-0.117807,0.266912,2.373547,-1.91367,-0.231164,38.854257,532.412443,-221.934814,0.573903,0.375909,-0.383300,0.618392
447,1769589513513,4.966786,38.3681,532.4998,-221.3274,0.57451,0.375189,-0.38283,0.618556,1.321799,0.863213,-0.880793,-0.474804,-0.116328,0.2669,2.370647,-1.917453,-0.231543,38.352086,532.418919,-221.220367,0.574371,0.375255,-0.382777,0.618679
448,1769589513524,4.977897,37.8624,532.3611,-220.7792,0.574853,0.374417,-0.382539,0.618886,1.32241,0.861321,-0.880005,-0.474994,-0.115598,0.266922,2.369189,-1.919269,-0.231847,37.778819,532.663881,-220.659305,0.575021,0.374392,-0.382603,0.618705
449,1769589513536,4.989009,37.1984,532.8754,-219.9963,0.575463,0.373673,-0.382369,0.618874,1.323819,0.859613,-0.879619,-0.475315,-0.114285,0.266915,2.366616,-1.922584,-0.232229,37.249524,532.697467,-219.978790,0.575230,0.373721,-0.382157,0.619193
450,1769589513547,5.00012,36.6007,532.8644,-219.091,0.575553,0.373064,-0.381549,0.619663,1.323604,0.857938,-0.877452,-0.47549,-0.113589,0.266959,2.365176,-1.924299,-0.232622,36.625143,532.772052,-219.091719,0.575474,0.373151,-0.381496,0.619717
451,1769589513558,5.011231,36.1893,532.6338,-218.1119,0.575418,0.372694,-0.380626,0.620578,1.322801,0.856768,-0.875004,-0.47565,-0.112929,0.266943,2.363847,-1.925977,-0.232769,36.122276,532.683276,-218.196876,0.575798,0.372633,-0.380736,0.620195
452,1769589513569,5.022342,35.5223,532.5138,-217.3717,0.57631,0.372125,-0.379878,0.620551,1.324866,0.855469,-0.873293,-0.475983,-0.111555,0.266937,2.361148,-1.929412,-0.233214,35.699781,532.498390,-217.377714,0.576244,0.372014,-0.379987,0.620612
453,1769589513580,5.033453,35.4105,532.259,-216.579,0.576837,0.371364,-0.379491,0.620753,1.32597,0.853649,-0.872331,-0.476138,-0.110894,0.2669,2.35984,-1.931098,-0.233371,35.220005,532.414519,-216.540267,0.576697,0.371353,-0.379436,0.620923
454,1769589513591,5.044565,34.7986,532.519,-215.7963,0.57727,0.370488,-0.378996,0.621176,1.326738,0.851492,-0.871045,-0.47644,-0.109604,0.266874,2.357284,-1.934346,-0.233762,34.789229,532.416510,-215.737695,0.577113,0.370680,-0.378978,0.621218
455,1769589513602,5.055676,34.1803,532.4433,-214.7423,0.577064,0.370121,-0.378507,0.621884,1.325883,0.850404,-0.869671,-0.476592,-0.108944,0.266885,2.355951,-1.935979,-0.23401,34.389867,532.404781,-214.856700,0.577354,0.370064,-0.378452,0.621682
456,1769589513613,5.066787,34.0431,532.4037,-214.048,0.577523,0.369568,-0.377909,0.622151,1.326793,0.849041,-0.868203,-0.476762,-0.108284,0.266901,2.354556,-1.937596,-0.234322,33.899171,532.427914,-213.984529,0.577416,0.369503,-0.377914,0.622286
457,1769589513624,5.077898,33.4394,532.2925,-213.0228,0.57779,0.368869,-0.377263,0.622709,1.327107,0.847244,-0.866523,-0.47708,-0.106925,0.266869,2.351831,-1.940983,-0.234818,33.362800,532.345814,-213.034095,0.577579,0.368851,-0.377387,0.622840
458,1769589513636,5.089009,32.8151,532.3829,-212.1666,0.577515,0.36814,-0.376992,0.62356,1.326017,0.845277,-0.865602,-0.477255,-0.106182,0.266868,2.350319,-1.9428,-0.235071,32.825933,532.294214,-212.016981,0.577911,0.368100,-0.376897,0.623274
459,1769589513647,5.100121,32.0787,532.2211,-210.9911,0.578369,0.367258,-0.376383,0.623656,1.327927,0.843219,-0.86417,-0.47759,-0.104705,0.266779,2.347379,-1.946596,-0.23537,32.272543,532.267690,-211.128990,0.578211,0.367406,-0.376405,0.623702
460,1769589513658,5.111232,31.893,532.2301,-210.1694,0.57868,0.366806,-0.375896,0.623927,1.328496,0.84209,-0.862957,-0.477748,-0.103973,0.266763,2.345951,-1.948438,-0.23561,31.815819,532.278705,-210.400833,0.578597,0.366776,-0.375838,0.624056
461,1769589513669,5.122343,31.4587,532.2991,-210.0303,0.578953,0.366266,-0.375196,0.624412,1.328862,0.840684,-0.861182,-0.47791,-0.103306,0.266768,2.344557,-1.950045,-0.235863,31.372048,532.254395,-209.764895,0.578979,0.366214,-0.375209,0.624411
462,1769589513680,5.133454,30.8421,532.2858,-209.1541,0.579249,0.365612,-0.374533,0.624919,1.329268,0.839012,-0.859483,-0.478213,-0.101947,0.266761,2.341805,-1.953429,-0.236398,30.853624,532.254162,-209.137238,0.579237,0.365612,-0.374615,0.624881
463,1769589513691,5.144566,30.218,532.1501,-208.4066,0.579432,0.365004,-0.374094,0.625367,1.329447,0.837465,-0.858321,-0.47836,-0.101298,0.26675,2.340503,-1.955007,-0.236633,30.220505,532.181095,-208.415162,0.579590,0.364946,-0.374047,0.625283
464,1769589513702,5.155677,29.5342,532.0973,-207.4751,0.58003,0.364191,-0.373505,0.625639,1.330673,0.835507,-0.856874,-0.47851,-0.100617,0.266712,2.339184,-1.956705,-0.236777,29.593481,532.066086,-207.581895,0.579903,0.364304,-0.373495,0.625697
465,1769589513713,5.166788,29.0765,531.9492,-206.8847,0.580236,0.363766,-0.373,0.625997,1.330952,0.834412,-0.855593,-0.478806,-0.099271,0.266685,2.33645,-1.960048,-0.237235,29.028829,531.976690,-206.889690,0.580129,0.363785,-0.372981,0.626095
466,1769589513724,5.1779,28.4864,531.9155,-206.1546,0.58026,0.36323,-0.372349,0.626673,1.330643,0.832954,-0.853866,-0.47895,-0.098629,0.266674,2.335175,-1.961576,-0.237498,28.548214,531.958057,-206.133767,0.580325,0.363216,-0.372470,0.626549
467,1769589513736,5.189011,28.0557,531.9474,-205.3596,0.580437,0.362782,-0.371978,0.626988,1.33088,0.831822,-0.852906,-0.479233,-0.097302,0.266686,2.332375,-1.964826,-0.238008,28.028562,531.920419,-205.193043,0.580546,0.362647,-0.371849,0.627043
