FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad
2137,1770207566598,23.759974,-121.1452,447.6499,-819.3641,0.696357,-0.137311,0.120970,0.693973,1.554816,-0.306587,0.270100,0.207626,0.367971,0.467359,-2.892900,1.175242,-0.030128
2138,1770207566610,23.771086,-120.8957,446.9061,-819.8727,0.696369,-0.137662,0.120582,0.693959,1.554852,-0.307371,0.269236,0.207914,0.368259,0.466828,-2.892930,1.175220,-0.028532
2139,1770207566621,23.782197,-120.5495,445.6076,-820.4471,0.695946,-0.138040,0.120215,0.694372,1.553656,-0.308167,0.268373,0.208524,0.368882,0.465753,-2.893275,1.175193,-0.025289
2140,1770207566632,23.793308,-120.4027,445.4279,-820.8930,0.695970,-0.138609,0.119515,0.694356,1.553720,-0.309438,0.266812,0.208827,0.369162,0.465225,-2.893258,1.175194,-0.023817
2141,1770207566643,23.804420,-120.4334,445.2262,-821.3527,0.695956,-0.139129,0.118897,0.694371,1.553680,-0.310598,0.265430,0.209105,0.369458,0.464717,-2.893326,1.175069,-0.022264
2142,1770207566654,23.815531,-120.1839,444.4113,-821.7817,0.695634,-0.139672,0.118352,0.694678,1.552775,-0.311771,0.264183,0.209681,0.369985,0.463742,-2.893174,1.175005,-0.019304
2143,1770207566665,23.826642,-120.2333,443.0332,-822.3968,0.695711,-0.140158,0.117657,0.694621,1.552982,-0.312864,0.262636,0.209946,0.370235,0.463284,-2.892984,1.174918,-0.017833
2144,1770207566676,23.837753,-119.6971,443.2890,-822.8642,0.695649,-0.140689,0.117124,0.694666,1.552816,-0.314044,0.261443,0.210442,0.370733,0.462388,-2.892632,1.174614,-0.015067
2145,1770207566687,23.848864,-119.3454,442.4802,-823.4413,0.696082,-0.141036,0.116723,0.694230,1.554046,-0.314871,0.260592,0.210687,0.370970,0.461951,-2.892424,1.174520,-0.013729
2146,1770207566698,23.859976,-119.3161,442.0547,-823.7397,0.695955,-0.141571,0.116188,0.694338,1.553697,-0.316053,0.259385,0.210941,0.371205,0.461514,-2.892187,1.174475,-0.012356
2147,1770207566710,23.871087,-119.2704,441.5320,-824.1801,0.696210,-0.141937,0.115830,0.694067,1.554430,-0.316904,0.258615,0.211371,0.371637,0.460700,-2.891614,1.174222,-0.009972
2148,1770207566721,23.882198,-119.2620,440.8626,-824.4593,0.696074,-0.142412,0.115315,0.694192,1.554050,-0.317948,0.257451,0.211562,0.371832,0.460314,-2.891315,1.174071,-0.008823
2149,1770207566732,23.893309,-119.1109,440.4518,-824.8843,0.696194,-0.142854,0.114862,0.694056,1.554402,-0.318952,0.256453,0.211778,0.372037,0.459930,-2.891072,1.173944,-0.007616
2150,1770207566743,23.904420,-119.1027,440.0544,-825.1887,0.696143,-0.143125,0.114560,0.694101,1.554260,-0.319551,0.255775,0.212212,0.372466,0.459147,-2.890685,1.173769,-0.005367
2151,1770207566754,23.915532,-119.1220,439.6052,-825.4509,0.696356,-0.143425,0.114269,0.693873,1.554874,-0.320250,0.255147,0.212404,0.372635,0.458806,-2.890405,1.173687,-0.004395
2152,1770207566765,23.926643,-118.8795,439.3112,-825.9375,0.696250,-0.144000,0.113553,0.693979,1.554572,-0.321519,0.253539,0.212772,0.372985,0.458142,-2.889926,1.173558,-0.002534
2153,1770207566776,23.937754,-118.2945,438.5869,-826.1019,0.696577,-0.144213,0.113283,0.693650,1.555503,-0.322038,0.252969,0.212917,0.373140,0.457852,-2.889624,1.173385,-0.001655
2154,1770207566787,23.948865,-118.2423,438.4141,-826.3148,0.696751,-0.144711,0.112748,0.693459,1.556005,-0.323173,0.251793,0.213068,0.373293,0.457584,-2.889369,1.173295,-0.000853
2155,1770207566798,23.959976,-118.2151,438.1819,-826.5513,0.696948,-0.144657,0.112748,0.693272,1.556559,-0.323075,0.251811,0.213346,0.373583,0.457046,-2.888901,1.172989,0.000668
2156,1770207566810,23.971087,-118.2477,437.8846,-826.7823,0.696445,-0.145208,0.112206,0.693750,1.555148,-0.324246,0.250553,0.213451,0.373714,0.456812,-2.888606,1.172880,0.001342
2157,1770207566821,23.982199,-118.2881,437.7081,-827.0974,0.696491,-0.145440,0.111990,0.693690,1.555286,-0.324772,0.250076,0.213599,0.373853,0.456565,-2.888465,1.172797,0.002112
2158,1770207566832,23.993310,-118.0825,436.7501,-827.3895,0.696656,-0.145586,0.111755,0.693531,1.555751,-0.325118,0.249567,0.213838,0.374129,0.456083,-2.888104,1.172557,0.003408
2159,1770207566843,24.004421,-117.8316,436.7515,-827.9056,0.696748,-0.145919,0.111502,0.693410,1.556028,-0.325877,0.249014,0.213956,0.374243,0.455868,-2.887903,1.172490,0.004025
2160,1770207566854,24.015532,-117.6935,436.6904,-828.1530,0.697021,-0.145960,0.111183,0.693178,1.556781,-0.325998,0.248325,0.214164,0.374475,0.455473,-2.887563,1.172300,0.005122
2161,1770207566865,24.026644,-117.5500,435.9867,-828.2580,0.697027,-0.146095,0.111051,0.693165,1.556801,-0.326302,0.248031,0.214259,0.374574,0.455290,-2.887365,1.172193,0.005589
2162,1770207566876,24.037755,-117.4169,436.0427,-828.3123,0.697175,-0.146212,0.110935,0.693010,1.557226,-0.326583,0.247788,0.214437,0.374769,0.454955,-2.887050,1.172075,0.006493
2163,1770207566887,24.048866,-117.5042,435.8062,-828.4646,0.697249,-0.146375,0.110733,0.692933,1.557437,-0.326957,0.247344,0.214532,0.374865,0.454787,-2.886911,1.171993,0.006960
2164,1770207566898,24.059977,-117.2554,435.3788,-828.5685,0.697277,-0.146492,0.110622,0.692898,1.557522,-0.327222,0.247099,0.214584,0.374956,0.454645,-2.886794,1.171697,0.007351
2165,1770207566910,24.071088,-117.3889,434.9617,-828.6768,0.697313,-0.146723,0.110392,0.692850,1.557631,-0.327744,0.246590,0.214740,0.375115,0.454357,-2.886478,1.171701,0.008140
2166,1770207566921,24.082200,-117.5293,435.0304,-828.8392,0.697276,-0.146824,0.110283,0.692883,1.557529,-0.327966,0.246342,0.214804,0.375188,0.454216,-2.886343,1.171621,0.008388
2167,1770207566932,24.093311,-117.6105,434.9129,-829.0083,0.697538,-0.147067,0.109994,0.692613,1.558277,-0.328542,0.245722,0.214908,0.375319,0.453972,-2.886084,1.171486,0.009016
2168,1770207566943,24.104422,-117.7868,434.5960,-829.0570,0.697585,-0.147095,0.110081,0.692547,1.558421,-0.328613,0.245923,0.214951,0.375356,0.453868,-2.885871,1.171454,0.009229
2169,1770207566954,24.115533,-117.6984,434.8076,-829.0703,0.697853,-0.147239,0.109904,0.692274,1.559187,-0.328970,0.245554,0.214994,0.375432,0.453746,-2.885859,1.171407,0.009598
2170,1770207566965,24.126644,-117.3130,434.3295,-829.2295,0.697709,-0.147456,0.109634,0.692415,1.558780,-0.329438,0.244938,0.215080,0.375522,0.453524,-2.885694,1.171150,0.010049
