,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad
2985,1776147921119,33.176519,-302.862,133.692,405.47,-0.214954,0.606261,-0.76555,0.013233,-0.669669,1.888744,-2.384995,-0.302862,0.133692,0.40547,0.543829,2.848262,-0.489659
2986,1776147921130,33.18763,-302.805,133.571,405.407,-0.214899,0.606587,-0.765297,0.013819,-0.66925,1.889065,-2.383327,-0.302805,0.133571,0.405407,0.54398,2.847513,-0.489016
2987,1776147921141,33.198741,-302.735,133.414,405.391,-0.215218,0.606794,-0.76504,0.014006,-0.670164,1.889487,-2.382247,-0.302735,0.133414,0.405391,0.543973,2.846973,-0.48822
2988,1776147921152,33.209852,-302.617,133.136,405.334,-0.215324,0.607255,-0.764638,0.014338,-0.670353,1.890529,-2.380499,-0.302617,0.133136,0.405334,0.544055,2.845738,-0.486713
2989,1776147921163,33.220964,-302.547,133.001,405.298,-0.215378,0.607406,-0.764499,0.014568,-0.670426,1.890723,-2.379721,-0.302547,0.133001,0.405298,0.544086,2.845147,-0.48598
2990,1776147921175,33.232075,-302.448,132.729,405.207,-0.215783,0.60786,-0.764015,0.015013,-0.671498,1.891611,-2.37755,-0.302448,0.132729,0.405207,0.544265,2.843784,-0.484454
2991,1776147921186,33.243186,-302.387,132.606,405.16,-0.216009,0.608115,-0.763737,0.01558,-0.671963,1.891729,-2.375839,-0.302387,0.132606,0.40516,0.544373,2.843147,-0.483857
2992,1776147921197,33.254297,-302.342,132.483,405.118,-0.216173,0.608158,-0.763649,0.015942,-0.672319,1.891433,-2.375026,-0.302342,0.132483,0.405118,0.54446,2.842494,-0.483116
2993,1776147921208,33.265408,-302.228,132.232,405.055,-0.216256,0.608752,-0.76315,0.01605,-0.672534,1.893151,-2.373312,-0.302228,0.132232,0.405055,0.544759,2.841282,-0.481701
2994,1776147921219,33.27652,-302.181,132.11,405.013,-0.21648,0.609018,-0.762864,0.016471,-0.673051,1.89348,-2.371799,-0.302181,0.13211,0.405013,0.544867,2.840638,-0.480967
2995,1776147921230,33.287631,-302.075,131.86,404.947,-0.216378,0.609162,-0.762774,0.0167,-0.672639,1.893655,-2.371177,-0.302075,0.13186,0.404947,0.545102,2.839422,-0.479458
2996,1776147921241,33.298742,-302.031,131.725,404.903,-0.216729,0.609622,-0.762303,0.016841,-0.67367,1.894917,-2.369505,-0.302031,0.131725,0.404903,0.545196,2.838788,-0.478653
2997,1776147921252,33.309854,-301.967,131.605,404.897,-0.216715,0.609575,-0.762333,0.017382,-0.673398,1.89413,-2.368793,-0.301967,0.131605,0.404897,0.5453,2.838292,-0.477953
2998,1776147921263,33.320965,-301.869,131.356,404.831,-0.217226,0.610073,-0.761782,0.017682,-0.674859,1.895321,-2.366635,-0.301869,0.131356,0.404831,0.545611,2.837103,-0.4763
2999,1776147921275,33.332076,-301.809,131.237,404.815,-0.217383,0.610429,-0.761444,0.017989,-0.675218,1.896063,-2.365133,-0.301809,0.131237,0.404815,0.545848,2.836567,-0.475511
3000,1776147921286,33.343187,-301.72,130.984,404.739,-0.217497,0.610396,-0.761425,0.018538,-0.675338,1.89531,-2.364261,-0.30172,0.130984,0.404739,0.54611,2.83533,-0.473918
3001,1776147921297,33.354298,-301.676,130.868,404.696,-0.217724,0.610915,-0.760937,0.018801,-0.675931,1.896609,-2.362357,-0.301676,0.130868,0.404696,0.546302,2.834667,-0.473125
3002,1776147921308,33.36541,-301.626,130.726,404.678,-0.218055,0.61126,-0.760557,0.019161,-0.676807,1.897251,-2.360646,-0.301626,0.130726,0.404678,0.546428,2.834127,-0.472238
3003,1776147921319,33.376521,-301.534,130.501,404.606,-0.217814,0.611345,-0.760551,0.019408,-0.675953,1.897223,-2.360262,-0.301534,0.130501,0.404606,0.546799,2.832952,-0.470711
3004,1776147921330,33.387632,-301.481,130.388,404.586,-0.218023,0.612003,-0.759955,0.019674,-0.67649,1.898948,-2.358022,-0.301481,0.130388,0.404586,0.547126,2.832408,-0.46979
3005,1776147921341,33.398743,-301.429,130.259,404.576,-0.218334,0.612172,-0.759717,0.020154,-0.677252,1.898903,-2.356575,-0.301429,0.130259,0.404576,0.547258,2.831958,-0.468947
3006,1776147921352,33.409854,-301.342,130.015,404.506,-0.218346,0.612217,-0.759666,0.020556,-0.67712,1.898566,-2.355827,-0.301342,0.130015,0.404506,0.547566,2.830825,-0.467273
3007,1776147921363,33.420966,-301.299,129.923,404.456,-0.218667,0.612961,-0.758966,0.02084,-0.677996,1.900535,-2.353238,-0.301299,0.129923,0.404456,0.547853,2.830228,-0.466476
3008,1776147921375,33.432077,-301.202,129.701,404.393,-0.21864,0.613308,-0.758688,0.021037,-0.677828,1.90138,-2.352085,-0.301202,0.129701,0.404393,0.548309,2.829125,-0.464747
3009,1776147921386,33.443188,-301.155,129.558,404.37,-0.218724,0.613276,-0.758676,0.021509,-0.677888,1.90072,-2.351355,-0.301155,0.129558,0.40437,0.548516,2.82864,-0.463862
3010,1776147921397,33.454299,-301.119,129.457,404.305,-0.218819,0.61418,-0.757917,0.021524,-0.678178,1.903504,-2.348981,-0.301119,0.129457,0.404305,0.548795,2.827974,-0.463087
3011,1776147921408,33.465411,-301.038,129.232,404.214,-0.218903,0.61451,-0.757616,0.021845,-0.6783,1.904143,-2.34758,-0.301038,0.129232,0.404214,0.549249,2.826818,-0.461398
3012,1776147921419,33.476522,-301.001,129.102,404.175,-0.218919,0.6144,-0.757686,0.022329,-0.678145,1.90323,-2.347088,-0.301001,0.129102,0.404175,0.549441,2.826272,-0.46051
3013,1776147921430,33.487633,-300.921,128.901,404.08,-0.219226,0.615092,-0.757027,0.022614,-0.678976,1.905034,-2.34463,-0.300921,0.128901,0.40408,0.549978,2.825086,-0.458925
3014,1776147921441,33.498744,-300.88,128.787,404.033,-0.219221,0.615622,-0.756592,0.022816,-0.678874,1.906437,-2.342985,-0.30088,0.128787,0.404033,0.550202,2.824517,-0.458067
3015,1776147921452,33.509856,-300.831,128.66,404.022,-0.219342,0.615741,-0.756449,0.023153,-0.679108,1.906404,-2.342052,-0.300831,0.12866,0.404022,0.550384,2.824112,-0.457184
3016,1776147921463,33.520967,-300.758,128.428,403.943,-0.219309,0.616035,-0.75621,0.023482,-0.678866,1.906923,-2.340829,-0.300758,0.128428,0.403943,0.55087,2.822996,-0.45538
3017,1776147921475,33.532078,-300.715,128.32,403.909,-0.219567,0.616619,-0.755649,0.023803,-0.679528,1.908349,-2.338626,-0.300715,0.12832,0.403909,0.551085,2.822508,-0.454503
3018,1776147921486,33.54319,-300.68,128.187,403.881,-0.219812,0.616789,-0.755422,0.024334,-0.680063,1.908244,-2.337151,-0.30068,0.128187,0.403881,0.551272,2.822027,-0.453621
3019,1776147921497,33.554301,-300.582,127.979,403.847,-0.219746,0.616865,-0.755368,0.024681,-0.679711,1.908067,-2.336478,-0.300582,0.127979,0.403847,0.55198,2.821095,-0.451798
3020,1776147921508,33.565412,-300.55,127.875,403.799,-0.219948,0.617593,-0.754707,0.024884,-0.680249,1.910076,-2.334141,-0.30055,0.127875,0.403799,0.552232,2.820529,-0.450918
3021,1776147921519,33.576523,-300.468,127.665,403.741,-0.220035,0.61784,-0.754469,0.025189,-0.680391,1.910479,-2.332963,-0.300468,0.127665,0.403741,0.552842,2.819515,-0.449134
3022,1776147921530,33.587635,-300.432,127.542,403.705,-0.220068,0.618026,-0.754297,0.025488,-0.680367,1.910699,-2.331998,-0.300432,0.127542,0.403705,0.553035,2.818997,-0.448256
3023,1776147921541,33.598746,-300.39,127.433,403.68,-0.220335,0.618486,-0.753821,0.026091,-0.680936,1.911405,-2.329652,-0.30039,0.127433,0.40368,0.553257,2.818534,-0.447392
3024,1776147921552,33.609858,-300.303,127.219,403.622,-0.220224,0.61899,-0.753447,0.0259,-0.680673,1.913189,-2.32877,-0.300303,0.127219,0.403622,0.553891,2.817566,-0.445671
3025,1776147921563,33.620969,-300.257,127.11,403.59,-0.220314,0.61895,-0.75343,0.026586,-0.680661,1.912248,-2.327725,-0.300257,0.12711,0.40359,0.554164,2.817095,-0.444882
3026,1776147921575,33.63208,-300.185,126.879,403.543,-0.220335,0.619569,-0.752918,0.026492,-0.680766,1.914274,-2.326279,-0.300185,0.126879,0.403543,0.554661,2.816212,-0.443019
3027,1776147921586,33.643192,-300.146,126.762,403.503,-0.22052,0.619922,-0.752559,0.02687,-0.681178,1.914916,-2.324627,-0.300146,0.126762,0.403503,0.554921,2.815693,-0.44221
3028,1776147921597,33.654303,-300.11,126.63,403.493,-0.220144,0.620191,-0.752448,0.026874,-0.680014,1.915742,-2.324277,-0.30011,0.12663,0.403493,0.55512,2.815364,-0.441254
3029,1776147921608,33.665414,-300.038,126.428,403.423,-0.22061,0.620259,-0.752242,0.027236,-0.681301,1.915521,-2.323119,-0.300038,0.126428,0.403423,0.555733,2.814368,-0.439635
3030,1776147921619,33.676525,-300.005,126.296,403.395,-0.220632,0.620529,-0.751997,0.027693,-0.681176,1.915809,-2.321701,-0.300005,0.126296,0.403395,0.555906,2.813962,-0.438793
3031,1776147921630,33.687637,-299.934,126.062,403.373,-0.220882,0.62096,-0.751551,0.028128,-0.681763,1.916623,-2.319701,-0.299934,0.126062,0.403373,0.556394,2.813144,-0.437063
3032,1776147921641,33.698748,-299.897,125.949,403.361,-0.220669,0.62141,-0.751249,0.027923,-0.681191,1.918258,-2.319063,-0.299897,0.125949,0.403361,0.556657,2.812729,-0.436181
3033,1776147921652,33.709859,-299.864,125.833,403.334,-0.220961,0.621675,-0.750924,0.028477,-0.681859,1.918415,-2.317261,-0.299864,0.125833,0.403334,0.556919,2.812255,-0.435339
3034,1776147921663,33.72097,-299.802,125.604,403.241,-0.221185,0.621867,-0.750689,0.028713,-0.682452,1.918729,-2.316199,-0.299802,0.125604,0.403241,0.557355,2.81126,-0.43379
3035,1776147921675,33.732082,-299.766,125.507,403.217,-0.22092,0.621888,-0.750731,0.029187,-0.681434,1.918229,-2.315649,-0.299766,0.125507,0.403217,0.557602,2.810825,-0.433025
3036,1776147921686,33.743193,-299.693,125.244,403.185,-0.221055,0.622755,-0.749982,0.028968,-0.681942,1.921163,-2.31365,-0.299693,0.125244,0.403185,0.558127,2.809954,-0.43126
3037,1776147921697,33.754304,-299.654,125.134,403.153,-0.220774,0.622722,-0.750069,0.029546,-0.68083,1.920375,-2.31309,-0.299654,0.125134,0.403153,0.558447,2.809511,-0.430492
3038,1776147921708,33.765415,-299.613,125.014,403.14,-0.221206,0.623306,-0.749453,0.029618,-0.682132,1.922089,-2.311089,-0.299613,0.125014,0.40314,0.558766,2.809138,-0.429639
3039,1776147921719,33.776527,-299.537,124.791,403.084,-0.220846,0.623425,-0.749448,0.029947,-0.680885,1.922065,-2.310601,-0.299537,0.124791,0.403084,0.559396,2.808245,-0.428073
3040,1776147921730,33.787638,-299.503,124.679,403.069,-0.221408,0.623964,-0.748815,0.030411,-0.68242,1.923173,-2.307986,-0.299503,0.124679,0.403069,0.559639,2.807813,-0.427346
3041,1776147921741,33.798749,-299.462,124.554,403.047,-0.220668,0.624369,-0.748701,0.030257,-0.680204,1.924606,-2.307855,-0.299462,0.124554,0.403047,0.559931,2.807441,-0.426464
3042,1776147921752,33.809861,-299.397,124.311,402.982,-0.221712,0.624478,-0.748267,0.031112,-0.683061,1.923922,-2.305299,-0.299397,0.124311,0.402982,0.560404,2.806481,-0.424897
3043,1776147921763,33.820972,-299.361,124.193,402.94,-0.221406,0.62469,-0.748167,0.031419,-0.681988,1.924212,-2.304553,-0.299361,0.124193,0.40294,0.560673,2.806,-0.424105
3044,1776147921775,33.832083,-299.298,123.952,402.882,-0.221335,0.624893,-0.748018,0.031465,-0.681751,1.92478,-2.304027,-0.299298,0.123952,0.402882,0.561212,2.80509,-0.422535
3045,1776147921786,33.843194,-299.266,123.836,402.855,-0.221483,0.625406,-0.747519,0.032061,-0.681957,1.925652,-2.301641,-0.299266,0.123836,0.402855,0.561531,2.80456,-0.421705
3046,1776147921797,33.854305,-299.222,123.718,402.84,-0.221279,0.625729,-0.747315,0.031922,-0.681384,1.926812,-2.301213,-0.299222,0.123718,0.40284,0.561931,2.80416,-0.420925
3047,1776147921808,33.865417,-299.139,123.483,402.783,-0.22126,0.625911,-0.747146,0.032444,-0.681109,1.926752,-2.299949,-0.299139,0.123483,0.402783,0.562682,2.803248,-0.41943
3048,1776147921819,33.876528,-299.11,123.347,402.734,-0.221372,0.626406,-0.746691,0.032615,-0.681382,1.928069,-2.298305,-0.29911,0.123347,0.402734,0.562942,2.802776,-0.418648
3049,1776147921830,33.887639,-299.04,123.091,402.664,-0.221845,0.626669,-0.746302,0.033239,-0.682573,1.928137,-2.296222,-0.29904,0.123091,0.402664,0.563588,2.801795,-0.417069
3050,1776147921841,33.898751,-299,122.972,402.639,-0.22154,0.626966,-0.74614,0.033303,-0.681608,1.928974,-2.295634,-0.299,0.122972,0.402639,0.56393,2.801413,-0.41626
3051,1776147921852,33.909862,-298.962,122.861,402.611,-0.221658,0.627298,-0.745805,0.033765,-0.681775,1.929445,-2.293951,-0.298962,0.122861,0.402611,0.564316,2.800919,-0.415528
3052,1776147921863,33.920973,-298.897,122.617,402.509,-0.221475,0.627419,-0.745746,0.034029,-0.681101,1.929503,-2.293393,-0.298897,0.122617,0.402509,0.564952,2.799951,-0.413987
3053,1776147921875,33.932085,-298.865,122.497,402.478,-0.221857,0.627576,-0.745472,0.034639,-0.68202,1.92926,-2.29169,-0.298865,0.122497,0.402478,0.565337,2.799461,-0.413232
3054,1776147921886,33.943196,-298.792,122.257,402.393,-0.22121,0.628213,-0.745143,0.034311,-0.680171,1.931609,-2.291141,-0.298792,0.122257,0.402393,0.566111,2.79853,-0.411636
3055,1776147921897,33.954307,-298.755,122.133,402.368,-0.221561,0.628481,-0.744784,0.034914,-0.680995,1.931714,-2.289187,-0.298755,0.122133,0.402368,0.566458,2.79808,-0.41084
3056,1776147921908,33.965418,-298.727,122.01,402.333,-0.221499,0.628846,-0.74448,0.035221,-0.680676,1.93247,-2.28782,-0.298727,0.12201,0.402333,0.56692,2.797584,-0.410035
3057,1776147921919,33.97653,-298.662,121.767,402.265,-0.221504,0.629017,-0.744317,0.035574,-0.680543,1.932575,-2.286821,-0.298662,0.121767,0.402265,0.567778,2.796705,-0.408415
3058,1776147921930,33.987641,-298.622,121.649,402.237,-0.221517,0.62943,-0.743946,0.035958,-0.680422,1.933386,-2.285139,-0.298622,0.121649,0.402237,0.568267,2.796216,-0.407588
3059,1776147921941,33.998752,-298.59,121.533,402.185,-0.221399,0.629598,-0.74383,0.036141,-0.679982,1.933686,-2.284525,-0.29859,0.121533,0.402185,0.568733,2.795706,-0.406821
3060,1776147921952,34.009864,-298.517,121.274,402.142,-0.221421,0.630072,-0.74341,0.03637,-0.679955,1.93487,-2.282915,-0.298517,0.121274,0.402142,0.569595,2.794922,-0.405052
3061,1776147921963,34.020975,-298.486,121.142,402.114,-0.221322,0.6304,-0.743146,0.036707,-0.679511,1.935473,-2.28163,-0.298486,0.121142,0.402114,0.570034,2.79448,-0.404168
3062,1776147921975,34.032086,-298.412,120.901,402.05,-0.221247,0.630778,-0.742827,0.037106,-0.679112,1.936159,-2.280091,-0.298412,0.120901,0.40205,0.571067,2.793552,-0.402451
3063,1776147921986,34.043198,-298.391,120.78,402.02,-0.221399,0.63109,-0.742492,0.0376,-0.679373,1.936527,-2.278369,-0.298391,0.12078,0.40202,0.571589,2.793086,-0.40149
3064,1776147921997,34.054309,-298.359,120.658,401.992,-0.221153,0.631416,-0.742276,0.037831,-0.678523,1.937253,-2.277384,-0.298359,0.120658,0.401992,0.572023,2.79266,-0.40066
3065,1776147922008,34.06542,-298.298,120.397,401.955,-0.221023,0.631778,-0.741991,0.038137,-0.677994,1.937999,-2.276082,-0.298298,0.120397,0.401955,0.573024,2.791824,-0.39876
3066,1776147922019,34.076531,-298.267,120.278,401.936,-0.2209,0.632246,-0.741611,0.038483,-0.677474,1.939021,-2.274432,-0.298267,0.120278,0.401936,0.573595,2.791394,-0.397824
3067,1776147922030,34.087644,-298.214,120.034,401.873,-0.221032,0.632331,-0.741468,0.039087,-0.677626,1.938562,-2.273149,-0.298214,0.120034,0.401873,0.574675,2.79044,-0.395948
3068,1776147922041,34.098755,-298.187,119.909,401.862,-0.221063,0.632999,-0.740879,0.039256,-0.677653,1.940412,-2.271109,-0.298187,0.119909,0.401862,0.57511,2.790084,-0.394972
3069,1776147922052,34.109867,-298.157,119.791,401.826,-0.220927,0.633315,-0.740637,0.039506,-0.67713,1.94108,-2.270018,-0.298157,0.119791,0.401826,0.575605,2.789648,-0.394035
3070,1776147922063,34.120978,-298.113,119.552,401.763,-0.220713,0.633563,-0.740472,0.039801,-0.676352,1.94149,-2.269102,-0.298113,0.119552,0.401763,0.576652,2.78871,-0.39209
3071,1776147922075,34.132089,-298.088,119.422,401.752,-0.220643,0.634114,-0.740004,0.040139,-0.675996,1.942773,-2.267195,-0.298088,0.119422,0.401752,0.577249,2.788327,-0.391049
3072,1776147922086,34.1432,-298.031,119.184,401.72,-0.220205,0.634503,-0.739794,0.040263,-0.674604,1.943817,-2.26638,-0.298031,0.119184,0.40172,0.578339,2.787564,-0.389023
3073,1776147922097,34.154311,-298.011,119.062,401.707,-0.220589,0.635128,-0.739125,0.04058,-0.675649,1.945355,-2.263891,-0.298011,0.119062,0.401707,0.578873,2.787178,-0.387963
3074,1776147922108,34.165423,-297.978,118.954,401.676,-0.21995,0.635577,-0.738918,0.040792,-0.673605,1.946476,-2.262963,-0.297978,0.118954,0.401676,0.579471,2.786797,-0.38696
3075,1776147922119,34.176534,-297.943,118.713,401.64,-0.220204,0.636002,-0.73845,0.04126,-0.674189,1.94722,-2.260881,-0.297943,0.118713,0.40164,0.580616,2.785995,-0.384731
3076,1776147922130,34.187645,-297.909,118.6,401.639,-0.219789,0.636349,-0.738255,0.041622,-0.67277,1.94785,-2.259781,-0.297909,0.1186,0.401639,0.581329,2.785645,-0.383636
3077,1776147922141,34.198756,-297.894,118.475,401.608,-0.220103,0.63703,-0.737555,0.041945,-0.673597,1.94955,-2.257193,-0.297894,0.118475,0.401608,0.58195,2.785198,-0.382475
3078,1776147922152,34.209867,-297.848,118.258,401.572,-0.219528,0.637373,-0.737413,0.042243,-0.671714,1.950243,-2.256347,-0.297848,0.118258,0.401572,0.583287,2.784442,-0.380202
3079,1776147922163,34.220979,-297.823,118.133,401.549,-0.219244,0.63777,-0.737142,0.042458,-0.670757,1.9512,-2.255221,-0.297823,0.118133,0.401549,0.583854,2.78411,-0.379067
3080,1776147922175,34.23209,-297.766,117.908,401.539,-0.219065,0.638265,-0.736753,0.042696,-0.670113,1.95243,-2.253702,-0.297766,0.117908,0.401539,0.585204,2.783496,-0.376618
3081,1776147922186,34.243201,-297.751,117.8,401.508,-0.21894,0.638862,-0.73626,0.042921,-0.669639,1.953986,-2.251883,-0.297751,0.1178,0.401508,0.585855,2.783112,-0.375449
3082,1776147922197,34.254312,-297.722,117.695,401.505,-0.218607,0.639268,-0.735987,0.043251,-0.668485,1.954832,-2.250593,-0.297722,0.117695,0.401505,0.586574,2.782781,-0.374218
3083,1776147922208,34.265424,-297.699,117.474,401.448,-0.218506,0.63994,-0.735428,0.043331,-0.668142,1.956793,-2.248774,-0.297699,0.117474,0.401448,0.587856,2.782015,-0.371713
3084,1776147922219,34.276535,-297.66,117.346,401.455,-0.218204,0.640086,-0.735353,0.043973,-0.666957,1.95647,-2.247661,-0.29766,0.117346,0.401455,0.588554,2.781788,-0.370409
3085,1776147922230,34.287646,-297.646,117.243,401.418,-0.218006,0.640888,-0.734691,0.044337,-0.666204,1.958485,-2.245136,-0.297646,0.117243,0.401418,0.589296,2.781346,-0.36909
3086,1776147922241,34.298757,-297.598,117.036,401.4,-0.217746,0.641745,-0.734004,0.044591,-0.665307,1.960801,-2.242691,-0.297598,0.117036,0.4014,0.590807,2.780724,-0.366491
3087,1776147922252,34.309869,-297.583,116.903,401.389,-0.21763,0.642138,-0.733669,0.045014,-0.664778,1.961493,-2.241087,-0.297583,0.116903,0.401389,0.591415,2.780389,-0.365067
3088,1776147922263,34.32098,-297.536,116.682,401.361,-0.217127,0.642399,-0.733579,0.045171,-0.66318,1.962104,-2.240599,-0.297536,0.116682,0.401361,0.592848,2.779788,-0.362334
3089,1776147922275,34.332091,-297.517,116.588,401.326,-0.216877,0.642778,-0.733292,0.045653,-0.66222,1.962683,-2.239062,-0.297517,0.116588,0.401326,0.593681,2.779384,-0.360981
3090,1776147922286,34.343202,-297.463,116.382,401.303,-0.216786,0.643773,-0.732425,0.045967,-0.661816,1.965345,-2.235986,-0.297463,0.116382,0.401303,0.595243,2.778741,-0.358242
3091,1776147922297,34.354314,-297.442,116.29,401.265,-0.216362,0.644226,-0.732144,0.046103,-0.660466,1.966564,-2.234943,-0.297442,0.11629,0.401265,0.596042,2.778368,-0.356872
3092,1776147922308,34.365425,-297.434,116.186,401.22,-0.216224,0.644855,-0.731603,0.046549,-0.659866,1.967947,-2.232682,-0.297434,0.116186,0.40122,0.596756,2.777929,-0.355502
3093,1776147922319,34.376536,-297.375,115.989,401.221,-0.21598,0.645395,-0.731172,0.046959,-0.658957,1.969105,-2.230811,-0.297375,0.115989,0.401221,0.59842,2.777415,-0.352516
3094,1776147922330,34.387648,-297.363,115.886,401.186,-0.215688,0.645989,-0.730716,0.047246,-0.657949,1.97057,-2.229028,-0.297363,0.115886,0.401186,0.59919,2.777017,-0.35103
3095,1776147922341,34.398759,-297.33,115.774,401.172,-0.215537,0.646601,-0.730189,0.047712,-0.657301,1.971877,-2.226788,-0.29733,0.115774,0.401172,0.599924,2.776774,-0.349594
3096,1776147922352,34.40987,-297.298,115.585,401.104,-0.215232,0.647231,-0.729701,0.048002,-0.656255,1.973451,-2.224905,-0.297298,0.115585,0.401104,0.601527,2.776018,-0.346633
3097,1776147922363,34.420982,-297.285,115.489,401.059,-0.214779,0.647637,-0.729455,0.048283,-0.654763,1.974351,-2.223775,-0.297285,0.115489,0.401059,0.602356,2.775588,-0.345139
3098,1776147922375,34.432093,-297.242,115.284,401.028,-0.214705,0.648637,-0.72857,0.048564,-0.654425,1.977061,-2.220697,-0.297242,0.115284,0.401028,0.60397,2.774999,-0.342004
3099,1776147922386,34.443204,-297.21,115.206,401.04,-0.213971,0.649262,-0.72823,0.048556,-0.65219,1.978974,-2.219671,-0.29721,0.115206,0.40104,0.604902,2.774747,-0.34044
3100,1776147922397,34.454315,-297.208,115.1,401.001,-0.213678,0.6497,-0.727889,0.049078,-0.651092,1.979682,-2.217929,-0.297208,0.1151,0.401001,0.6057,2.77428,-0.338841
3101,1776147922408,34.465426,-297.176,114.909,400.948,-0.213708,0.650647,-0.726997,0.049629,-0.650964,1.981903,-2.214468,-0.297176,0.114909,0.400948,0.607331,2.773583,-0.335684
3102,1776147922419,34.476538,-297.159,114.813,400.926,-0.213409,0.651017,-0.726722,0.05008,-0.649875,1.982486,-2.213024,-0.297159,0.114813,0.400926,0.608181,2.77327,-0.334044
3103,1776147922430,34.487649,-297.106,114.632,400.934,-0.212817,0.651827,-0.726166,0.050137,-0.648051,1.984884,-2.211251,-0.297106,0.114632,0.400934,0.610045,2.77272,-0.330622
3104,1776147922441,34.49876,-297.089,114.54,400.907,-0.212814,0.652629,-0.72541,0.050661,-0.647835,1.986691,-2.208246,-0.297089,0.11454,0.400907,0.610849,2.772392,-0.329042
3105,1776147922452,34.509871,-297.073,114.446,400.894,-0.212423,0.653244,-0.724954,0.050903,-0.646549,1.988272,-2.206533,-0.297073,0.114446,0.400894,0.611756,2.772054,-0.327364
3106,1776147922463,34.520983,-297.034,114.259,400.855,-0.211881,0.653584,-0.724791,0.051115,-0.644817,1.98905,-2.205754,-0.297034,0.114259,0.400855,0.613379,2.771381,-0.324065
3107,1776147922475,34.532094,-297.026,114.149,400.829,-0.211712,0.654379,-0.724096,0.051501,-0.64415,1.991001,-2.203121,-0.297026,0.114149,0.400829,0.61408,2.771062,-0.322399
3108,1776147922486,34.543205,-296.992,113.963,400.8,-0.211624,0.654841,-0.723655,0.052174,-0.64362,1.991593,-2.20088,-0.296992,0.113963,0.4008,0.615856,2.77035,-0.319
3109,1776147922497,34.554316,-296.977,113.861,400.8,-0.21114,0.655662,-0.723051,0.052208,-0.642134,1.994049,-2.198996,-0.296977,0.113861,0.4008,0.616671,2.770105,-0.317254
3110,1776147922508,34.565428,-296.953,113.776,400.771,-0.210873,0.655972,-0.722816,0.052636,-0.641156,1.994474,-2.197712,-0.296953,0.113776,0.400771,0.617515,2.769712,-0.315634
3111,1776147922519,34.576539,-296.932,113.601,400.742,-0.210514,0.656942,-0.722017,0.052943,-0.639945,1.997052,-2.194875,-0.296932,0.113601,0.400742,0.619191,2.769073,-0.312243
3112,1776147922530,34.58765,-296.898,113.523,400.727,-0.210207,0.65758,-0.721497,0.053333,-0.63886,1.998517,-2.192775,-0.296898,0.113523,0.400727,0.6202,2.768732,-0.310556
3113,1776147922541,34.598761,-296.892,113.424,400.706,-0.209942,0.658465,-0.720744,0.053631,-0.637941,2.000845,-2.190092,-0.296892,0.113424,0.400706,0.621017,2.768372,-0.308805
3114,1776147922552,34.609872,-296.859,113.256,400.686,-0.209547,0.659039,-0.72032,0.053815,-0.63667,2.002367,-2.188559,-0.296859,0.113256,0.400686,0.622758,2.767723,-0.305401
3115,1776147922563,34.620984,-296.851,113.147,400.674,-0.209267,0.659644,-0.719837,0.053963,-0.635762,2.004027,-2.186893,-0.296851,0.113147,0.400674,0.623538,2.767395,-0.303599
3116,1776147922575,34.632095,-296.826,112.958,400.653,-0.209063,0.66047,-0.719116,0.054262,-0.635026,2.006171,-2.184309,-0.296826,0.112958,0.400653,0.625193,2.766737,-0.300108
3117,1776147922586,34.643206,-296.825,112.862,400.627,-0.208543,0.660981,-0.718786,0.054415,-0.633388,2.007538,-2.183103,-0.296825,0.112862,0.400627,0.625932,2.766377,-0.298411
3118,1776147922597,34.654317,-296.799,112.769,400.631,-0.208288,0.661676,-0.718199,0.054697,-0.632505,2.009304,-2.180948,-0.296799,0.112769,0.400631,0.62674,2.766101,-0.296678
3119,1776147922608,34.665428,-296.774,112.615,400.623,-0.208159,0.662533,-0.717412,0.055139,-0.631945,2.011368,-2.177974,-0.296774,0.112615,0.400623,0.628516,2.765442,-0.293256
3120,1776147922619,34.67654,-296.774,112.528,400.577,-0.207913,0.663132,-0.716898,0.055549,-0.63104,2.012688,-2.175874,-0.296774,0.112528,0.400577,0.629331,2.764991,-0.291548
3121,1776147922630,34.687651,-296.753,112.338,400.55,-0.20773,0.663483,-0.716593,0.055974,-0.630324,2.013234,-2.17439,-0.296753,0.112338,0.40055,0.630918,2.764295,-0.288108
3122,1776147922641,34.698762,-296.748,112.244,400.545,-0.20738,0.66418,-0.71604,0.056085,-0.62922,2.015215,-2.172565,-0.296748,0.112244,0.400545,0.631684,2.763972,-0.286385
3123,1776147922652,34.709873,-296.737,112.141,400.537,-0.206909,0.665078,-0.715338,0.056144,-0.627769,2.017867,-2.170356,-0.296737,0.112141,0.400537,0.632418,2.763647,-0.284686
3124,1776147922663,34.720985,-296.712,111.972,400.502,-0.206356,0.665511,-0.715081,0.056319,-0.626024,2.018968,-2.169348,-0.296712,0.111972,0.400502,0.634063,2.762913,-0.281328
3125,1776147922675,34.732096,-296.689,111.874,400.513,-0.205892,0.665923,-0.714807,0.056629,-0.624499,2.019837,-2.16811,-0.296689,0.111874,0.400513,0.634858,2.762622,-0.279607
