,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad
1667,1776147906466,18.523606,-446.689,122.457,402.796,-0.181423,0.741012,-0.575625,0.294354,-0.482942,1.972549,-1.532294,-0.446689,0.122457,0.402796,1.000265,2.25965,0.03975
1668,1776147906477,18.534717,-446.672,122.546,402.759,-0.181283,0.740995,-0.575769,0.294201,-0.482606,1.972656,-1.532795,-0.446672,0.122546,0.402759,1.000128,2.259546,0.039833
1669,1776147906488,18.545828,-446.626,122.683,402.766,-0.181486,0.741307,-0.575361,0.294086,-0.483174,1.973601,-1.531797,-0.446626,0.122683,0.402766,0.999918,2.259644,0.040103
1670,1776147906499,18.556939,-446.608,122.763,402.742,-0.181358,0.741284,-0.575519,0.293913,-0.482874,1.973711,-1.532351,-0.446608,0.122763,0.402742,0.999797,2.259594,0.040234
1671,1776147906511,18.568051,-446.574,122.922,402.691,-0.181997,0.741244,-0.574994,0.294646,-0.4844,1.972881,-1.530392,-0.446574,0.122922,0.402691,0.999579,2.259493,0.040412
1672,1776147906522,18.579162,-446.546,123.026,402.671,-0.181938,0.741156,-0.575067,0.294761,-0.484215,1.972533,-1.530499,-0.446546,0.123026,0.402671,0.999483,2.259424,0.04046
1673,1776147906533,18.590273,-446.521,123.122,402.666,-0.181882,0.741362,-0.575043,0.294324,-0.484171,1.973512,-1.530769,-0.446521,0.123122,0.402666,0.999431,2.259396,0.040569
1674,1776147906544,18.601384,-446.475,123.286,402.643,-0.182063,0.741363,-0.574902,0.294486,-0.484614,1.973355,-1.53027,-0.446475,0.123286,0.402643,0.999204,2.259403,0.040718
1675,1776147906555,18.612496,-446.452,123.361,402.659,-0.181908,0.741517,-0.57497,0.294059,-0.484306,1.974187,-1.530778,-0.446452,0.123361,0.402659,0.999126,2.259493,0.040824
1676,1776147906566,18.623607,-446.42,123.517,402.592,-0.182206,0.74128,-0.57493,0.294553,-0.484979,1.973067,-1.530293,-0.44642,0.123517,0.402592,0.9988,2.25941,0.041007
1677,1776147906577,18.634718,-446.395,123.583,402.591,-0.181981,0.741344,-0.575076,0.294246,-0.484455,1.97354,-1.530916,-0.446395,0.123583,0.402591,0.998671,2.259418,0.041121
1678,1776147906588,18.645829,-446.386,123.668,402.568,-0.181991,0.741552,-0.575017,0.293828,-0.484581,1.974508,-1.53108,-0.446386,0.123668,0.402568,0.998508,2.259429,0.041178
1679,1776147906599,18.65694,-446.336,123.826,402.536,-0.182404,0.741453,-0.574725,0.294395,-0.485543,1.973684,-1.529868,-0.446336,0.123826,0.402536,0.998316,2.259396,0.041335
1680,1776147906611,18.668052,-446.32,123.905,402.529,-0.182392,0.741771,-0.574544,0.293953,-0.48562,1.974967,-1.529725,-0.44632,0.123905,0.402529,0.998174,2.259443,0.041473
1681,1776147906622,18.679163,-446.291,124,402.502,-0.182311,0.741521,-0.574726,0.294277,-0.485325,1.973982,-1.529962,-0.446291,0.124,0.402502,0.998159,2.259367,0.041525
1682,1776147906633,18.690275,-446.276,124.122,402.442,-0.18228,0.741641,-0.574755,0.293939,-0.485324,1.974634,-1.530297,-0.446276,0.124122,0.402442,0.997754,2.259293,0.04175
1683,1776147906644,18.701386,-446.254,124.217,402.435,-0.182327,0.741666,-0.5747,0.293954,-0.485447,1.974686,-1.530138,-0.446254,0.124217,0.402435,0.997728,2.259294,0.041847
1684,1776147906655,18.712497,-446.202,124.36,402.417,-0.182661,0.741657,-0.574475,0.29421,-0.486273,1.974409,-1.529344,-0.446202,0.12436,0.402417,0.99741,2.259332,0.041932
1685,1776147906666,18.723608,-446.189,124.436,402.389,-0.1825,0.7417,-0.574615,0.293927,-0.485912,1.974803,-1.529933,-0.446189,0.124436,0.402389,0.997266,2.259303,0.042065
1686,1776147906677,18.734719,-446.154,124.526,402.402,-0.182313,0.741747,-0.574748,0.293663,-0.485479,1.975189,-1.530491,-0.446154,0.124526,0.402402,0.997249,2.259329,0.04213
1687,1776147906688,18.745831,-446.109,124.672,402.38,-0.182602,0.741669,-0.574557,0.294055,-0.486152,1.974594,-1.529681,-0.446109,0.124672,0.40238,0.996926,2.259432,0.04223
1688,1776147906699,18.756942,-446.094,124.782,402.339,-0.182284,0.741615,-0.574903,0.293712,-0.48539,1.97479,-1.530865,-0.446094,0.124782,0.402339,0.996855,2.259315,0.042249
1689,1776147906711,18.768053,-446.05,124.91,402.336,-0.182427,0.741818,-0.574708,0.293492,-0.485825,1.975547,-1.530515,-0.44605,0.12491,0.402336,0.99665,2.259419,0.042428
1690,1776147906722,18.779165,-446.027,124.979,402.327,-0.182298,0.741844,-0.574782,0.29336,-0.485512,1.975749,-1.530812,-0.446027,0.124979,0.402327,0.996537,2.25949,0.042474
1691,1776147906733,18.790276,-446.002,125.055,402.324,-0.182557,0.741795,-0.574671,0.29354,-0.486158,1.975441,-1.53038,-0.446002,0.125055,0.402324,0.996432,2.259488,0.042554
1692,1776147906744,18.801387,-445.961,125.23,402.294,-0.182773,0.741768,-0.574432,0.293944,-0.486636,1.974966,-1.529433,-0.445961,0.12523,0.402294,0.996376,2.259488,0.042704
1693,1776147906755,18.812498,-445.935,125.3,402.28,-0.182743,0.741999,-0.57427,0.293694,-0.486618,1.97583,-1.529194,-0.445935,0.1253,0.40228,0.996248,2.25949,0.042728
1694,1776147906766,18.823609,-445.891,125.449,402.268,-0.182512,0.742071,-0.574529,0.293148,-0.486136,1.976564,-1.530301,-0.445891,0.125449,0.402268,0.996043,2.259588,0.042785
1695,1776147906777,18.834721,-445.857,125.527,402.276,-0.182646,0.741699,-0.57459,0.293888,-0.486311,1.974838,-1.529896,-0.445857,0.125527,0.402276,0.996041,2.259683,0.04278
1696,1776147906788,18.845832,-445.841,125.612,402.221,-0.182712,0.741964,-0.57448,0.293392,-0.486609,1.976037,-1.529983,-0.445841,0.125612,0.402221,0.995864,2.259587,0.042798
1697,1776147906799,18.856943,-445.801,125.741,402.211,-0.182673,0.741939,-0.574508,0.293424,-0.486495,1.975937,-1.530034,-0.445801,0.125741,0.402211,0.995629,2.259757,0.042926
1698,1776147906811,18.868054,-445.77,125.806,402.234,-0.182808,0.742027,-0.574393,0.293344,-0.486874,1.976251,-1.529788,-0.44577,0.125806,0.402234,0.995535,2.259897,0.042978
1699,1776147906822,18.879165,-445.753,125.887,402.229,-0.182771,0.742027,-0.574514,0.29313,-0.486829,1.976462,-1.530274,-0.445753,0.125887,0.402229,0.995449,2.259945,0.043009
1700,1776147906833,18.890277,-445.713,125.984,402.227,-0.182987,0.742034,-0.574393,0.293213,-0.487383,1.976401,-1.52989,-0.445713,0.125984,0.402227,0.995099,2.26018,0.043141
1701,1776147906844,18.901388,-445.698,126.048,402.199,-0.1828,0.741956,-0.574669,0.292987,-0.486942,1.976415,-1.530797,-0.445698,0.126048,0.402199,0.994993,2.260179,0.043139
1702,1776147906855,18.912499,-445.646,126.229,402.185,-0.182859,0.742269,-0.574403,0.292679,-0.487173,1.977555,-1.530324,-0.445646,0.126229,0.402185,0.994895,2.260296,0.043152
1703,1776147906866,18.923611,-445.624,126.288,402.178,-0.183136,0.742178,-0.574197,0.293139,-0.4878,1.976856,-1.529425,-0.445624,0.126288,0.402178,0.994823,2.260402,0.04322
1704,1776147906877,18.934722,-445.599,126.349,402.171,-0.182937,0.742047,-0.574557,0.292891,-0.48733,1.976753,-1.530573,-0.445599,0.126349,0.402171,0.994663,2.260447,0.043218
1705,1776147906888,18.945833,-445.55,126.516,402.163,-0.183105,0.742126,-0.574434,0.292826,-0.487793,1.977028,-1.530295,-0.44555,0.126516,0.402163,0.994621,2.260664,0.043196
1706,1776147906899,18.956944,-445.533,126.575,402.13,-0.183268,0.742239,-0.57422,0.292857,-0.48822,1.977298,-1.529702,-0.445533,0.126575,0.40213,0.994423,2.260681,0.043246
1707,1776147906911,18.968056,-445.481,126.7,402.16,-0.18322,0.7424,-0.574227,0.292465,-0.488187,1.978116,-1.530021,-0.445481,0.1267,0.40216,0.994253,2.260991,0.043268
1708,1776147906922,18.979167,-445.465,126.756,402.153,-0.183168,0.742092,-0.574697,0.292356,-0.488077,1.977403,-1.531356,-0.445465,0.126756,0.402153,0.994072,2.261144,0.043301
1709,1776147906933,18.990278,-445.436,126.813,402.163,-0.183079,0.742146,-0.574653,0.292363,-0.487837,1.977539,-1.531233,-0.445436,0.126813,0.402163,0.993975,2.261314,0.043341
1710,1776147906944,19.001389,-445.393,126.947,402.135,-0.183116,0.742085,-0.574744,0.292315,-0.487948,1.977424,-1.531514,-0.445393,0.126947,0.402135,0.993806,2.26151,0.043331
1711,1776147906955,19.012501,-445.377,127.024,402.136,-0.182993,0.742226,-0.574837,0.291852,-0.487733,1.978259,-1.532116,-0.445377,0.127024,0.402136,0.993702,2.26167,0.043347
1712,1776147906966,19.023612,-445.327,127.151,402.131,-0.183233,0.742217,-0.574632,0.292126,-0.488304,1.977964,-1.531358,-0.445327,0.127151,0.402131,0.993497,2.261951,0.043396
1713,1776147906977,19.034723,-445.3,127.231,402.11,-0.183123,0.742054,-0.574924,0.292034,-0.488034,1.97762,-1.532208,-0.4453,0.127231,0.40211,0.993415,2.26202,0.043321
1714,1776147906988,19.045835,-445.281,127.278,402.116,-0.183278,0.742212,-0.57477,0.291841,-0.488495,1.978232,-1.531946,-0.445281,0.127278,0.402116,0.993247,2.262205,0.043387
1715,1776147906999,19.056946,-445.231,127.4,402.093,-0.183163,0.742127,-0.574982,0.29171,-0.48822,1.978136,-1.532612,-0.445231,0.1274,0.402093,0.992992,2.262444,0.04341
1716,1776147907011,19.068057,-445.213,127.466,402.102,-0.183222,0.742257,-0.57484,0.291622,-0.488399,1.978569,-1.532301,-0.445213,0.127466,0.402102,0.992918,2.262645,0.043443
1717,1776147907022,19.079168,-445.192,127.537,402.087,-0.183318,0.742307,-0.574872,0.29137,-0.488716,1.978954,-1.53258,-0.445192,0.127537,0.402087,0.992797,2.26275,0.04343
1718,1776147907033,19.090279,-445.158,127.612,402.079,-0.183399,0.742142,-0.574929,0.291627,-0.488871,1.978259,-1.532534,-0.445158,0.127612,0.402079,0.992441,2.263168,0.043467
1719,1776147907044,19.101391,-445.134,127.686,402.072,-0.183189,0.742236,-0.575015,0.291351,-0.488376,1.978783,-1.532974,-0.445134,0.127686,0.402072,0.992362,2.26333,0.043477
1720,1776147907055,19.112502,-445.088,127.83,402.07,-0.183192,0.742275,-0.575076,0.29113,-0.48844,1.979106,-1.533309,-0.445088,0.12783,0.40207,0.992219,2.263668,0.043458
1721,1776147907066,19.123613,-445.061,127.873,402.08,-0.183294,0.742338,-0.575023,0.29101,-0.488742,1.979391,-1.533258,-0.445061,0.127873,0.40208,0.992004,2.263905,0.043449
1722,1776147907077,19.134725,-445.035,127.938,402.081,-0.183362,0.742256,-0.575035,0.291152,-0.488887,1.979032,-1.533182,-0.445035,0.127938,0.402081,0.991895,2.264117,0.043474
1723,1776147907088,19.145836,-444.992,128.095,402.065,-0.183274,0.742522,-0.574962,0.290674,-0.488768,1.980217,-1.533353,-0.444992,0.128095,0.402065,0.991725,2.264447,0.043479
1724,1776147907099,19.156947,-444.964,128.148,402.06,-0.183449,0.742541,-0.574956,0.290524,-0.489274,1.980418,-1.533454,-0.444964,0.128148,0.40206,0.991535,2.264619,0.043477
1725,1776147907111,19.168058,-444.921,128.275,402.047,-0.183425,0.742316,-0.575232,0.29057,-0.489199,1.97977,-1.534155,-0.444921,0.128275,0.402047,0.991237,2.264991,0.043483
1726,1776147907122,19.179169,-444.901,128.349,402.036,-0.183335,0.742356,-0.575212,0.290564,-0.48896,1.979883,-1.534105,-0.444901,0.128349,0.402036,0.991076,2.26518,0.043535
1727,1776147907133,19.19028,-444.883,128.384,402.026,-0.183079,0.742256,-0.575605,0.290202,-0.488365,1.979977,-1.535432,-0.444883,0.128384,0.402026,0.990865,2.265394,0.043509
1728,1776147907144,19.201392,-444.843,128.485,402.032,-0.183141,0.742488,-0.575477,0.289822,-0.488624,1.980973,-1.535386,-0.444843,0.128485,0.402032,0.990546,2.265864,0.043568
1729,1776147907155,19.212503,-444.821,128.56,402.018,-0.183369,0.742327,-0.575415,0.290215,-0.489135,1.980154,-1.534916,-0.444821,0.12856,0.402018,0.990442,2.266011,0.04357
1730,1776147907166,19.223614,-444.778,128.67,402.013,-0.18327,0.742331,-0.575534,0.290032,-0.488916,1.980345,-1.535375,-0.444778,0.12867,0.402013,0.990146,2.266436,0.043593
1731,1776147907177,19.234725,-444.757,128.717,402.013,-0.183655,0.742724,-0.575037,0.289767,-0.490009,1.981656,-1.534253,-0.444757,0.128717,0.402013,0.99003,2.266675,0.043666
1732,1776147907188,19.245837,-444.739,128.798,401.994,-0.183675,0.742535,-0.575238,0.28984,-0.490044,1.98108,-1.534735,-0.444739,0.128798,0.401994,0.989871,2.266822,0.043612
1733,1776147907199,19.256948,-444.69,128.911,401.995,-0.183383,0.74258,-0.575447,0.289494,-0.48935,1.981545,-1.535558,-0.44469,0.128911,0.401995,0.98955,2.267265,0.043655
1734,1776147907211,19.268059,-444.668,128.971,401.987,-0.183595,0.742658,-0.575417,0.28922,-0.489984,1.982025,-1.535689,-0.444668,0.128971,0.401987,0.989372,2.267498,0.043625
1735,1776147907222,19.279171,-444.643,129.037,401.999,-0.183649,0.742502,-0.575494,0.289431,-0.490075,1.981401,-1.535732,-0.444643,0.129037,0.401999,0.989219,2.26778,0.043635
1736,1776147907233,19.290282,-444.608,129.149,401.966,-0.183657,0.742424,-0.575588,0.289439,-0.490095,1.981185,-1.535976,-0.444608,0.129149,0.401966,0.988845,2.268162,0.043605
1737,1776147907244,19.301393,-444.586,129.189,401.959,-0.183435,0.742874,-0.575513,0.288573,-0.489715,1.983246,-1.536444,-0.444586,0.129189,0.401959,0.988649,2.26841,0.043657
1738,1776147907255,19.312504,-444.543,129.293,401.972,-0.183419,0.742646,-0.575839,0.288519,-0.489685,1.982692,-1.537356,-0.444543,0.129293,0.401972,0.988338,2.268872,0.043728
1739,1776147907266,19.323616,-444.526,129.364,401.944,-0.183781,0.742401,-0.575756,0.289088,-0.490511,1.981471,-1.536695,-0.444526,0.129364,0.401944,0.988171,2.269005,0.043732
1740,1776147907277,19.334727,-444.504,129.401,401.953,-0.183427,0.742903,-0.575767,0.287997,-0.489837,1.983898,-1.537567,-0.444504,0.129401,0.401953,0.987946,2.269358,0.043749
1741,1776147907288,19.345838,-444.461,129.505,401.95,-0.183417,0.742583,-0.576176,0.288013,-0.489804,1.983027,-1.538646,-0.444461,0.129505,0.40195,0.987492,2.26985,0.043819
1742,1776147907299,19.356949,-444.437,129.572,401.944,-0.183795,0.742421,-0.575999,0.28854,-0.490684,1.982071,-1.537766,-0.444437,0.129572,0.401944,0.987349,2.270029,0.043874
1743,1776147907311,19.368061,-444.398,129.702,401.921,-0.183711,0.742485,-0.576085,0.288258,-0.490529,1.982523,-1.538214,-0.444398,0.129702,0.401921,0.986965,2.270429,0.043892
1744,1776147907322,19.379172,-444.376,129.753,401.915,-0.183761,0.7428,-0.575858,0.28787,-0.490759,1.98375,-1.537907,-0.444376,0.129753,0.401915,0.986807,2.270677,0.044012
1745,1776147907333,19.390283,-444.354,129.822,401.917,-0.183709,0.742833,-0.576029,0.287474,-0.490719,1.984232,-1.538671,-0.444354,0.129822,0.401917,0.986678,2.270897,0.044016
1746,1776147907344,19.401394,-444.311,129.944,401.893,-0.18425,0.742652,-0.575793,0.288067,-0.492017,1.983158,-1.537582,-0.444311,0.129944,0.401893,0.986234,2.271353,0.044077
1747,1776147907355,19.412506,-444.281,129.98,401.916,-0.183873,0.742884,-0.576019,0.287259,-0.491209,1.984583,-1.53881,-0.444281,0.12998,0.401916,0.986068,2.271705,0.044126
1748,1776147907366,19.423617,-444.246,130.093,401.893,-0.183915,0.743121,-0.575887,0.286881,-0.491414,1.985594,-1.538751,-0.444246,0.130093,0.401893,0.985648,2.272176,0.04422
1749,1776147907377,19.434728,-444.214,130.167,401.896,-0.183951,0.742856,-0.576232,0.286851,-0.491518,1.984917,-1.539695,-0.444214,0.130167,0.401896,0.985506,2.272387,0.044215
1750,1776147907388,19.445839,-444.197,130.228,401.877,-0.184194,0.742969,-0.5759,0.287068,-0.492113,1.985003,-1.538641,-0.444197,0.130228,0.401877,0.985259,2.272638,0.044233
1751,1776147907399,19.45695,-444.156,130.326,401.88,-0.183978,0.742885,-0.576276,0.28667,-0.491634,1.985176,-1.539952,-0.444156,0.130326,0.40188,0.98482,2.273138,0.044381
1752,1776147907411,19.468062,-444.128,130.407,401.852,-0.184047,0.742823,-0.576403,0.286533,-0.491853,1.985145,-1.540399,-0.444128,0.130407,0.401852,0.984681,2.273268,0.044382
1753,1776147907422,19.479173,-444.112,130.48,401.828,-0.183848,0.742794,-0.576647,0.286245,-0.491392,1.985355,-1.541275,-0.444112,0.13048,0.401828,0.984452,2.273416,0.044444
1754,1776147907433,19.490284,-444.075,130.584,401.806,-0.184697,0.742827,-0.575999,0.286915,-0.493495,1.984775,-1.539025,-0.444075,0.130584,0.401806,0.983977,2.2739,0.0446
1755,1776147907444,19.501396,-444.053,130.641,401.791,-0.183831,0.743282,-0.576466,0.28535,-0.49157,1.987557,-1.541484,-0.444053,0.130641,0.401791,0.983782,2.274109,0.044697
1756,1776147907455,19.512507,-444.008,130.752,401.795,-0.184432,0.743346,-0.576026,0.285683,-0.493093,1.987395,-1.540051,-0.444008,0.130752,0.401795,0.983374,2.274655,0.044862
1757,1776147907466,19.523618,-443.995,130.798,401.772,-0.184418,0.743213,-0.576226,0.285639,-0.493067,1.987081,-1.540619,-0.443995,0.130798,0.401772,0.98307,2.274854,0.044872
1758,1776147907477,19.534729,-443.974,130.846,401.76,-0.184778,0.743015,-0.576168,0.286036,-0.49393,1.986156,-1.540158,-0.443974,0.130846,0.40176,0.982865,2.275065,0.045009
1759,1776147907488,19.545841,-443.931,130.957,401.748,-0.184604,0.743488,-0.576084,0.285087,-0.4937,1.988369,-1.540667,-0.443931,0.130957,0.401748,0.982381,2.275575,0.04516
1760,1776147907499,19.556952,-443.901,131.017,401.751,-0.184284,0.743244,-0.576681,0.284724,-0.492936,1.98808,-1.542546,-0.443901,0.131017,0.401751,0.982226,2.275801,0.04519
1761,1776147907511,19.568063,-443.854,131.148,401.754,-0.184418,0.742959,-0.576818,0.285102,-0.493201,1.986939,-1.542618,-0.443854,0.131148,0.401754,0.981867,2.276286,0.045425
1762,1776147907522,19.579174,-443.839,131.21,401.741,-0.184832,0.742957,-0.576529,0.285426,-0.494227,1.98661,-1.541594,-0.443839,0.13121,0.401741,0.981639,2.276495,0.045509
1763,1776147907533,19.590286,-443.809,131.284,401.714,-0.184338,0.743532,-0.576613,0.284074,-0.493241,1.989503,-1.542869,-0.443809,0.131284,0.401714,0.981411,2.276681,0.045527
1764,1776147907544,19.601397,-443.77,131.406,401.671,-0.184512,0.743508,-0.576639,0.283971,-0.493733,1.989541,-1.54302,-0.44377,0.131406,0.401671,0.980875,2.277097,0.045726
1765,1776147907555,19.612508,-443.752,131.448,401.672,-0.184592,0.743605,-0.576489,0.283968,-0.493949,1.989805,-1.54262,-0.443752,0.131448,0.401672,0.980626,2.277361,0.045875
1766,1776147907566,19.623619,-443.706,131.572,401.647,-0.185057,0.743537,-0.57624,0.284348,-0.495097,1.989243,-1.541659,-0.443706,0.131572,0.401647,0.980183,2.277782,0.046047
1767,1776147907577,19.634731,-443.696,131.614,401.621,-0.185047,0.743508,-0.576344,0.284221,-0.495101,1.98929,-1.542036,-0.443696,0.131614,0.401621,0.979788,2.278026,0.046186
1768,1776147907588,19.645842,-443.661,131.685,401.628,-0.185042,0.743779,-0.576384,0.283433,-0.495284,1.990806,-1.542755,-0.443661,0.131685,0.401628,0.979642,2.27824,0.046239
1769,1776147907599,19.656953,-443.608,131.789,401.627,-0.184938,0.743838,-0.57647,0.283171,-0.495072,1.991228,-1.543189,-0.443608,0.131789,0.401627,0.979135,2.278748,0.046441
1770,1776147907611,19.668065,-443.587,131.851,401.642,-0.185137,0.743637,-0.576429,0.283651,-0.495486,1.990208,-1.542707,-0.443587,0.131851,0.401642,0.978947,2.279025,0.046649
1771,1776147907622,19.679176,-443.563,131.905,401.622,-0.18512,0.743525,-0.576557,0.283697,-0.495428,1.989862,-1.543013,-0.443563,0.131905,0.401622,0.97865,2.279209,0.046723
1772,1776147907633,19.690287,-443.5,132.049,401.619,-0.184844,0.743772,-0.57668,0.282976,-0.494869,1.991247,-1.543905,-0.4435,0.132049,0.401619,0.978366,2.279622,0.046925
1773,1776147907644,19.701398,-443.486,132.129,401.582,-0.18487,0.74372,-0.576784,0.282884,-0.494963,1.991201,-1.544254,-0.443486,0.132129,0.401582,0.978174,2.279735,0.047106
1774,1776147907655,19.712509,-443.43,132.243,401.57,-0.185228,0.743667,-0.576562,0.283242,-0.49583,1.990699,-1.543381,-0.44343,0.132243,0.40157,0.977699,2.28015,0.0473
1775,1776147907666,19.723621,-443.418,132.292,401.559,-0.185475,0.743638,-0.576478,0.283329,-0.496469,1.990534,-1.543087,-0.443418,0.132292,0.401559,0.97741,2.28036,0.047457
1776,1776147907677,19.734732,-443.387,132.34,401.552,-0.185304,0.74395,-0.576468,0.28264,-0.496185,1.992062,-1.543599,-0.443387,0.13234,0.401552,0.977165,2.280557,0.047569
1777,1776147907688,19.745843,-443.342,132.482,401.524,-0.18508,0.744168,-0.576622,0.281899,-0.49577,1.993391,-1.544589,-0.443342,0.132482,0.401524,0.976688,2.280965,0.047771
1778,1776147907699,19.756955,-443.316,132.529,401.522,-0.18551,0.74403,-0.57637,0.282494,-0.496774,1.992423,-1.54345,-0.443316,0.132529,0.401522,0.976442,2.281184,0.047919
1779,1776147907711,19.768066,-443.262,132.668,401.506,-0.185542,0.743976,-0.57648,0.282391,-0.496886,1.992382,-1.543824,-0.443262,0.132668,0.401506,0.975953,2.281592,0.048141
1780,1776147907722,19.779177,-443.24,132.726,401.474,-0.185461,0.744154,-0.576515,0.281902,-0.49679,1.99335,-1.5443,-0.44324,0.132726,0.401474,0.975627,2.281744,0.048225
1781,1776147907733,19.790288,-443.194,132.796,401.488,-0.185499,0.744391,-0.576415,0.281459,-0.497003,1.994431,-1.544375,-0.443194,0.132796,0.401488,0.975498,2.281967,0.048334
1782,1776147907744,19.801399,-443.146,132.908,401.481,-0.185524,0.744341,-0.576478,0.281443,-0.497075,1.994313,-1.544558,-0.443146,0.132908,0.401481,0.975003,2.282397,0.048648
1783,1776147907755,19.812511,-443.12,132.991,401.468,-0.185761,0.744169,-0.576456,0.281788,-0.497624,1.993504,-1.544231,-0.44312,0.132991,0.401468,0.974744,2.28255,0.048759
1784,1776147907766,19.823622,-443.062,133.125,401.46,-0.185925,0.744301,-0.576271,0.28171,-0.498082,1.993936,-1.543794,-0.443062,0.133125,0.40146,0.974288,2.282966,0.049013
1785,1776147907777,19.834733,-443.031,133.196,401.447,-0.185868,0.744499,-0.576233,0.281301,-0.498032,1.994879,-1.544011,-0.443031,0.133196,0.401447,0.974139,2.283085,0.049197
1786,1776147907788,19.845844,-442.996,133.252,401.448,-0.18608,0.744767,-0.575973,0.280983,-0.49868,1.995918,-1.543565,-0.442996,0.133252,0.401448,0.973929,2.283282,0.049264
1787,1776147907799,19.856956,-442.946,133.384,401.415,-0.185782,0.74461,-0.576345,0.280834,-0.497919,1.995648,-1.544675,-0.442946,0.133384,0.401415,0.973454,2.283614,0.049536
1788,1776147907811,19.868067,-442.915,133.46,401.417,-0.186036,0.744644,-0.576188,0.2809,-0.498583,1.995671,-1.544203,-0.442915,0.13346,0.401417,0.973258,2.283796,0.049651
1789,1776147907822,19.879178,-442.881,133.511,401.407,-0.18621,0.744755,-0.576082,0.280703,-0.499098,1.996169,-1.544075,-0.442881,0.133511,0.401407,0.972905,2.284,0.049784
1790,1776147907833,19.890289,-442.821,133.653,401.399,-0.186287,0.744882,-0.576014,0.280456,-0.499369,1.996757,-1.544085,-0.442821,0.133653,0.401399,0.972374,2.284395,0.050061
1791,1776147907844,19.9014,-442.805,133.729,401.35,-0.186193,0.745042,-0.57606,0.279999,-0.499232,1.99765,-1.544564,-0.442805,0.133729,0.40135,0.97214,2.284467,0.050161
1792,1776147907855,19.912512,-442.737,133.86,401.357,-0.186569,0.744899,-0.575828,0.280607,-0.500084,1.99665,-1.543468,-0.442737,0.13386,0.401357,0.971546,2.284894,0.050383
1793,1776147907866,19.923623,-442.706,133.932,401.352,-0.186609,0.74496,-0.575899,0.280271,-0.500278,1.997155,-1.543919,-0.442706,0.133932,0.401352,0.971348,2.285096,0.050534
1794,1776147907877,19.934734,-442.668,134.014,401.331,-0.186224,0.744993,-0.576219,0.279782,-0.49937,1.997737,-1.54516,-0.442668,0.134014,0.401331,0.971102,2.285178,0.050637
1795,1776147907888,19.945845,-442.609,134.159,401.319,-0.186545,0.745247,-0.575944,0.279458,-0.500311,1.998745,-1.544675,-0.442609,0.134159,0.401319,0.970686,2.285524,0.050946
1796,1776147907899,19.956957,-442.581,134.26,401.295,-0.186457,0.745017,-0.576152,0.279702,-0.500014,1.997881,-1.545043,-0.442581,0.13426,0.401295,0.970498,2.285608,0.051037
1797,1776147907911,19.968068,-442.521,134.398,401.253,-0.186838,0.745035,-0.575882,0.279953,-0.500973,1.997676,-1.544124,-0.442521,0.134398,0.401253,0.969939,2.285886,0.051309
1798,1776147907922,19.979179,-442.472,134.499,401.261,-0.186542,0.745494,-0.575923,0.278845,-0.500458,2.000026,-1.545097,-0.442472,0.134499,0.401261,0.969817,2.28603,0.051409
1799,1776147907933,19.99029,-442.447,134.574,401.244,-0.18661,0.745458,-0.575856,0.279032,-0.500593,1.999742,-1.544773,-0.442447,0.134574,0.401244,0.969605,2.286184,0.051569
1800,1776147907944,20.001402,-442.383,134.703,401.236,-0.186811,0.745435,-0.575822,0.27903,-0.501133,1.999682,-1.544682,-0.442383,0.134703,0.401236,0.969144,2.286509,0.05188
1801,1776147907955,20.012513,-442.346,134.812,401.242,-0.186774,0.745294,-0.57593,0.279208,-0.500989,1.999125,-1.544833,-0.442346,0.134812,0.401242,0.968994,2.286691,0.05197
1802,1776147907966,20.023624,-442.276,134.977,401.225,-0.186785,0.745344,-0.575972,0.278979,-0.501078,1.999489,-1.545126,-0.442276,0.134977,0.401225,0.968541,2.286996,0.052219
1803,1776147907977,20.034735,-442.225,135.031,401.26,-0.186728,0.745681,-0.575903,0.278259,-0.501107,2.001122,-1.545504,-0.442225,0.135031,0.40126,0.968351,2.287259,0.05237
1804,1776147907988,20.045847,-442.211,135.101,401.218,-0.186672,0.745453,-0.576099,0.278504,-0.500895,2.000261,-1.545836,-0.442211,0.135101,0.401218,0.968005,2.287353,0.052493
1805,1776147907999,20.056958,-442.144,135.232,401.179,-0.187064,0.745562,-0.57585,0.278462,-0.501955,2.000598,-1.545201,-0.442144,0.135232,0.401179,0.967408,2.287601,0.052766
1806,1776147908011,20.068069,-442.103,135.31,401.192,-0.187243,0.745717,-0.575646,0.278348,-0.502467,2.00113,-1.544744,-0.442103,0.13531,0.401192,0.967161,2.287833,0.052878
1807,1776147908022,20.079181,-442.062,135.394,401.188,-0.187046,0.74576,-0.575777,0.278095,-0.502003,2.0015,-1.545294,-0.442062,0.135394,0.401188,0.966922,2.287949,0.053053
1808,1776147908033,20.090292,-441.982,135.581,401.183,-0.187311,0.74601,-0.575469,0.277883,-0.502767,2.002388,-1.544632,-0.441982,0.135581,0.401183,0.966554,2.288201,0.0533
1809,1776147908044,20.101403,-441.956,135.67,401.146,-0.187509,0.745859,-0.575379,0.278341,-0.503181,2.001517,-1.544033,-0.441956,0.13567,0.401146,0.966316,2.288284,0.053352
