XToGlobal1	YToGlobal1	ZToGlobal1
396.479218	-1211.369629	1226.351929
396.199585	-1212.399902	1227.42749
395.840607	-1213.409912	1228.391235
395.483002	-1214.284912	1229.104248
394.989899	-1215.179321	1229.771118
394.632446	-1216.032227	1230.666382
394.128204	-1216.754639	1231.259521
393.749817	-1217.535156	1232.081665
393.191254	-1218.130981	1232.494629
392.887177	-1218.894653	1233.351196
392.341095	-1219.458252	1233.867188
392.109253	-1219.615967	1234.30481
391.475708	-1220.353149	1234.814331
391.085663	-1220.868896	1235.439941
390.830017	-1220.935913	1235.626587
390.39209	-1221.454224	1236.238281
389.782288	-1221.71106	1236.198853
389.657867	-1221.675537	1236.818237
388.957794	-1221.993896	1237.000854
388.522644	-1221.968994	1237.574829
388.041809	-1222.304199	1237.471436
387.537354	-1222.300537	1237.500854
387.094116	-1222.213745	1238.134766
386.59024	-1222.14856	1238.086914
385.936829	-1222.219116	1238.023315
385.653748	-1222.021851	1238.188354
385.015381	-1221.868652	1238.613892
384.601654	-1221.59729	1238.620239
384.004761	-1221.515381	1238.610596
383.467499	-1221.116821	1238.720459
382.819275	-1220.803711	1238.716919
382.042664	-1220.482178	1238.773682
381.525665	-1219.840088	1239.14917
380.760529	-1219.577271	1239.141846
380.097595	-1219.007324	1239.137939
379.376404	-1218.522583	1239.098755
378.699219	-1217.625977	1239.103394
377.927582	-1217.17334	1239.193115
377.183319	-1216.408691	1239.099487
376.535248	-1215.583496	1239.118164
375.515472	-1215.182617	1238.702148
374.626343	-1214.419067	1238.748535
373.765625	-1213.645142	1238.708984
372.584412	-1212.907837	1238.65979
371.608398	-1211.860962	1238.640625
370.444305	-1211.288574	1238.622681
369.303925	-1210.323608	1238.673584
368.180481	-1209.394165	1238.603882
367.071259	-1208.40625	1238.573608
365.76413	-1207.458008	1238.669434
364.470581	-1206.398193	1239.123291
363.07785	-1205.208496	1239.299561
361.702515	-1204.21814	1239.446899
360.372528	-1203.011841	1239.598999
358.94812	-1201.728638	1239.827026
357.55719	-1200.35144	1239.886353
355.960754	-1198.996948	1239.968872
354.518982	-1197.414673	1240.502808
352.923584	-1195.928223	1240.506226
351.445801	-1194.351318	1240.632202
349.791168	-1192.580322	1240.981445
348.2854	-1190.743652	1241.310425
346.915894	-1188.966309	1241.455566
345.649536	-1186.637817	1242.04541
343.880341	-1184.683228	1242.102905
342.149231	-1182.555786	1242.145752
340.488586	-1180.270874	1242.101807
338.898621	-1177.739258	1242.162842
337.058289	-1175.38269	1242.518921
334.974945	-1173.169556	1242.263794
333.003998	-1170.713257	1242.327271
330.79538	-1168.433594	1242.354492
328.772522	-1166.142822	1242.375854
326.476349	-1164.004517	1242.617676
324.203186	-1161.569092	1242.700806
321.740631	-1159.008423	1242.824463
319.386536	-1156.763306	1243.054199
316.909149	-1154.431641	1242.867432
314.385529	-1152.197388	1243.03418
311.886444	-1150.117798	1243.410767
