FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,HE_TCP_X_m,HE_TCP_Y_m,HE_TCP_Z_m,HE_TCP_RX_rad,HE_TCP_RY_rad,HE_TCP_RZ_rad
93,1769517771118,1.033344,13.2567,459.704,-248.7809,0.701471,0.292509,-0.264923,0.593458,1.630558,0.679931,-0.615809,-0.44615,-0.179248,0.197049,2.034775,-2.362031,0.139121,-0.455141,-0.183364,0.208343,-2.115528,2.283371,-0.212659
94,1769517771129,1.044455,13.1977,459.7993,-248.6385,0.701256,0.292505,-0.265145,0.593616,1.629951,0.679878,-0.616286,-0.446091,-0.178926,0.197054,2.034714,-2.361999,0.139037,-0.455226,-0.183144,0.208427,-2.115853,2.283007,-0.211518
95,1769517771140,1.055567,13.2581,459.7795,-248.5022,0.701431,0.292264,-0.265166,0.593518,1.630426,0.679347,-0.616358,-0.446066,-0.178733,0.197074,2.034571,-2.362065,0.138908,-0.455292,-0.183059,0.208413,-2.115108,2.283075,-0.211182
96,1769517771151,1.066678,13.2525,459.8189,-248.4101,0.701358,0.29258,-0.265041,0.593504,1.630265,0.680085,-0.616072,-0.446018,-0.178624,0.197064,2.03471,-2.361919,0.138953,-0.455393,-0.183051,0.208454,-2.115883,2.283094,-0.212304
97,1769517771162,1.077789,12.8028,459.7366,-248.2045,0.701225,0.292308,-0.265248,0.593703,1.629823,0.679396,-0.616503,-0.445955,-0.178326,0.197064,2.034748,-2.361792,0.138871,-0.455188,-0.182498,0.208362,-2.115455,2.282997,-0.210537
98,1769517771173,1.088901,12.7171,459.7884,-248.0383,0.701265,0.292385,-0.265139,0.593667,1.629939,0.679585,-0.616258,-0.445923,-0.178156,0.197068,2.034719,-2.361771,0.138868,-0.455231,-0.182354,0.208418,-2.11554,2.283148,-0.211152
99,1769517771185,1.100012,11.8095,459.475,-247.9494,0.701114,0.292468,-0.265282,0.593741,1.629538,0.679759,-0.616571,-0.445864,-0.177766,0.197036,2.034681,-2.361891,0.138795,-0.454612,-0.181677,0.208104,-2.115976,2.282829,-0.21067
100,1769517771196,1.111124,11.6972,459.436,-247.8678,0.701049,0.292664,-0.26512,0.593793,1.629352,0.6802,-0.616183,-0.445811,-0.177599,0.197012,2.03479,-2.361854,0.138807,-0.454627,-0.181593,0.208065,-2.116419,2.283068,-0.211492
101,1769517771207,1.122235,11.3317,459.3867,-247.7129,0.700971,0.292279,-0.265342,0.593976,1.629048,0.679252,-0.616651,-0.445762,-0.177423,0.197,2.034793,-2.361838,0.13882,-0.454434,-0.181118,0.208007,-2.11567,2.283015,-0.209474
102,1769517771218,1.133346,10.3831,459.119,-247.2751,0.700778,0.292559,-0.26535,0.594061,1.628542,0.67988,-0.616648,-0.445689,-0.177077,0.19698,2.034842,-2.361741,0.138784,-0.454042,-0.180196,0.20774,-2.116547,2.282844,-0.209829
103,1769517771229,1.144457,10.0858,459.0749,-247.1502,0.700989,0.292376,-0.265457,0.593855,1.629171,0.679513,-0.61695,-0.445653,-0.176896,0.196985,2.034865,-2.361687,0.138687,-0.453795,-0.1799,0.207709,-2.115971,2.282601,-0.209606
104,1769517771240,1.155569,9.8803,459.0388,-247.0383,0.701123,0.29276,-0.265167,0.593637,1.629629,0.680465,-0.61633,-0.445554,-0.176528,0.196922,2.034877,-2.361764,0.138769,-0.453706,-0.179826,0.207689,-2.116623,2.282777,-0.211936
105,1769517771251,1.16668,9.2375,458.7736,-246.8355,0.700844,0.29236,-0.265343,0.594085,1.628679,0.679411,-0.616626,-0.445502,-0.17637,0.196881,2.034955,-2.361748,0.138868,-0.453408,-0.179104,0.207403,-2.115984,2.283027,-0.209367
106,1769517771262,1.177791,8.7992,458.6791,-246.6384,0.701154,0.292122,-0.265399,0.593811,1.629585,0.678933,-0.616826,-0.445458,-0.176186,0.196879,2.034903,-2.361744,0.138868,-0.453071,-0.178677,0.207328,-2.11515,2.282889,-0.209367
107,1769517771273,1.188902,8.5567,458.6429,-246.3907,0.701155,0.292107,-0.265419,0.593808,1.629588,0.678901,-0.616873,-0.445376,-0.175823,0.196833,2.034806,-2.36184,0.138958,-0.453035,-0.178326,0.207293,-2.115123,2.282854,-0.209276
108,1769517771285,1.200014,8.2768,458.5845,-246.1913,0.701149,0.291964,-0.265371,0.593907,1.629509,0.678541,-0.616736,-0.445337,-0.175643,0.19682,2.034738,-2.36189,0.138941,-0.452955,-0.177971,0.207234,-2.114742,2.283142,-0.20888
109,1769517771296,1.211125,8.2512,458.6852,-246.15,0.701137,0.292066,-0.265309,0.593898,1.629487,0.678778,-0.616595,-0.445294,-0.175455,0.196826,2.034705,-2.361843,0.138931,-0.452977,-0.17795,0.207336,-2.114966,2.283191,-0.209324
110,1769517771307,1.222236,7.9906,458.7152,-245.8947,0.701125,0.291736,-0.26551,0.593985,1.629399,0.677989,-0.61704,-0.445184,-0.175063,0.196773,2.034699,-2.361939,0.139011,-0.452907,-0.177492,0.207362,-2.114283,2.28307,-0.207737
111,1769517771318,1.233348,7.7099,458.6657,-245.6967,0.701314,0.291777,-0.265322,0.593826,1.629947,0.678128,-0.616644,-0.445153,-0.174863,0.196784,2.034674,-2.361895,0.13893,-0.452778,-0.177231,0.207326,-2.114094,2.283332,-0.208848
112,1769517771329,1.244459,7.6762,458.6584,-245.5966,0.701408,0.291702,-0.265454,0.593693,1.630254,0.67799,-0.616984,-0.445061,-0.174492,0.196735,2.034749,-2.36188,0.138971,-0.452758,-0.177116,0.207324,-2.113909,2.283007,-0.208589
113,1769517771340,1.25557,7.4123,458.6855,-245.5709,0.701334,0.291354,-0.265721,0.593832,1.629987,0.677144,-0.617568,-0.445011,-0.174329,0.196733,2.034788,-2.361829,0.138929,-0.452552,-0.176809,0.207344,-2.113274,2.282791,-0.206613
114,1769517771351,1.266681,7.1678,458.5736,-245.3971,0.701253,0.291633,-0.265551,0.593867,1.629777,0.677782,-0.617165,-0.444966,-0.174171,0.19672,2.034859,-2.361721,0.138943,-0.45253,-0.176583,0.207233,-2.113936,2.282974,-0.207681
115,1769517771362,1.277792,6.8628,458.6307,-245.1501,0.70141,0.291337,-0.265778,0.593725,1.630237,0.677133,-0.61773,-0.444868,-0.173772,0.196688,2.034736,-2.361825,0.13906,-0.452354,-0.176138,0.207298,-2.113201,2.282603,-0.206659
116,1769517771373,1.288904,6.6799,458.6389,-244.964,0.701586,0.2913,-0.265698,0.593571,1.630748,0.67709,-0.617583,-0.444829,-0.173566,0.196692,2.034685,-2.361843,0.138967,-0.45228,-0.175916,0.207318,-2.112898,2.282693,-0.207235
117,1769517771385,1.300015,6.464,458.6523,-244.7332,0.701305,0.291561,-0.265306,0.59395,1.629842,0.677591,-0.616576,-0.444749,-0.173188,0.196662,2.034629,-2.361855,0.138994,-0.452428,-0.175655,0.207317,-2.113552,2.283623,-0.208127
118,1769517771396,1.311126,6.1854,458.493,-244.6577,0.701566,0.291154,-0.265578,0.59372,1.630602,0.67671,-0.617264,-0.44471,-0.172993,0.19666,2.034576,-2.361868,0.13894,-0.452118,-0.175349,0.207171,-2.112475,2.283176,-0.206944
119,1769517771407,1.322237,5.9724,458.4427,-244.5482,0.701459,0.291287,-0.265624,0.593761,1.630325,0.677007,-0.617361,-0.444662,-0.172846,0.196659,2.034685,-2.361723,0.138934,-0.452053,-0.175129,0.207118,-2.112933,2.283003,-0.206971
120,1769517771418,1.333348,5.8339,458.4603,-244.2612,0.701516,0.291279,-0.265599,0.593708,1.630495,0.677004,-0.617317,-0.44458,-0.172448,0.196601,2.034669,-2.36176,0.138939,-0.45211,-0.174832,0.20714,-2.112846,2.283025,-0.20717
121,1769517771429,1.34446,5.5554,458.462,-244.1522,0.701622,0.291127,-0.265429,0.593734,1.630723,0.676643,-0.616916,-0.444553,-0.172231,0.19661,2.034498,-2.361794,0.138905,-0.451955,-0.174586,0.207147,-2.112261,2.28353,-0.207344
122,1769517771440,1.355571,5.2688,458.3177,-243.9617,0.701497,0.291012,-0.265915,0.59372,1.630443,0.67638,-0.618048,-0.444437,-0.1718,0.196519,2.034692,-2.361751,0.139021,-0.451814,-0.17414,0.206998,-2.112398,2.282551,-0.205527
123,1769517771451,1.366682,5.0306,458.3903,-243.8335,0.701491,0.290911,-0.265751,0.59385,1.630342,0.676108,-0.617635,-0.444389,-0.171585,0.196516,2.034659,-2.361749,0.138972,-0.451742,-0.173893,0.207069,-2.112045,2.283078,-0.205526
124,1769517771462,1.377793,4.6105,458.3302,-243.4564,0.701757,0.29083,-0.265749,0.593576,1.631144,0.675997,-0.617699,-0.444353,-0.17135,0.19652,2.034612,-2.361689,0.138922,-0.451558,-0.17337,0.207028,-2.111601,2.282946,-0.206053
125,1769517771473,1.388904,4.3466,458.2564,-243.2937,0.701676,0.290793,-0.265928,0.59361,1.630932,0.6759,-0.618107,-0.444254,-0.170907,0.196485,2.034572,-2.361723,0.138881,-0.451454,-0.173028,0.206951,-2.111695,2.282609,-0.205297
126,1769517771485,1.400015,3.9958,458.2427,-242.9396,0.701569,0.290801,-0.265673,0.593847,1.630525,0.675855,-0.617454,-0.444211,-0.170691,0.196489,2.034504,-2.36171,0.138829,-0.45149,-0.17255,0.206932,-2.111649,2.28333,-0.205558
127,1769517771496,1.411126,3.7606,458.3517,-242.8306,0.701667,0.290977,-0.265562,0.593695,1.630854,0.676305,-0.617234,-0.444169,-0.170474,0.196488,2.034494,-2.361661,0.138805,-0.45136,-0.172386,0.207052,-2.111931,2.283328,-0.206684
128,1769517771507,1.422238,3.4865,458.2997,-242.6842,0.701728,0.290769,-0.265569,0.593721,1.630978,0.675816,-0.617244,-0.444072,-0.170037,0.196456,2.034481,-2.361678,0.138754,-0.451217,-0.172069,0.207002,-2.11136,2.28349,-0.206153
129,1769517771518,1.433349,3.1667,458.337,-242.4866,0.701707,0.290774,-0.265549,0.593752,1.630909,0.675818,-0.61719,-0.444023,-0.169829,0.196445,2.034534,-2.361601,0.138722,-0.451105,-0.171713,0.20704,-2.111378,2.283552,-0.20615
130,1769517771529,1.44446,3.0311,458.354,-242.2534,0.701721,0.290806,-0.265543,0.593723,1.630962,0.6759,-0.617182,-0.44391,-0.169408,0.196422,2.034523,-2.361563,0.138819,-0.451143,-0.171457,0.20706,-2.111443,2.283521,-0.206312
131,1769517771540,1.455572,2.78,458.2186,-242.1347,0.701787,0.29065,-0.265578,0.593705,1.631127,0.675543,-0.617268,-0.443863,-0.169194,0.19643,2.034437,-2.361543,0.138798,-0.450993,-0.171182,0.206928,-2.111015,2.28355,-0.20591
132,1769517771551,1.466683,2.4915,458.2128,-242.0327,0.701715,0.29074,-0.265528,0.593769,1.630916,0.675733,-0.617137,-0.443801,-0.16897,0.196402,2.034436,-2.361596,0.138858,-0.450869,-0.170932,0.206921,-2.111274,2.283637,-0.206105
133,1769517771562,1.477794,2.1346,458.1643,-241.8795,0.701805,0.290771,-0.265532,0.593646,1.631207,0.67584,-0.617178,-0.44366,-0.168513,0.196344,2.034577,-2.361603,0.138948,-0.450655,-0.17061,0.206881,-2.111271,2.283514,-0.206469
134,1769517771573,1.488906,1.8195,458.2081,-241.5828,0.701865,0.290574,-0.265839,0.593534,1.631422,0.675413,-0.617919,-0.44359,-0.168263,0.196297,2.03469,-2.361622,0.139031,-0.450524,-0.17011,0.20693,-2.110921,2.282916,-0.205319
135,1769517771585,1.500017,1.6104,458.2536,-241.3148,0.70176,0.290806,-0.265515,0.593689,1.631074,0.675911,-0.617128,-0.443511,-0.167713,0.196302,2.03457,-2.361675,0.138873,-0.450625,-0.169843,0.206973,-2.111389,2.283555,-0.20649
136,1769517771596,1.511128,1.5577,458.056,-241.1181,0.701809,0.290918,-0.265345,0.593652,1.631214,0.676181,-0.616741,-0.443441,-0.167475,0.196306,2.034632,-2.361663,0.138788,-0.450719,-0.169712,0.20678,-2.111517,2.283814,-0.207384
137,1769517771607,1.522239,1.3732,458.0593,-240.8932,0.701679,0.290757,-0.265452,0.593838,1.630786,0.675753,-0.616941,-0.44338,-0.16725,0.196275,2.034681,-2.361638,0.138857,-0.450748,-0.169349,0.206774,-2.111298,2.283838,-0.206219
138,1769517771618,1.533351,0.9966,458.0878,-240.7094,0.701701,0.290432,-0.265905,0.593767,1.630885,0.675018,-0.618014,-0.44327,-0.166812,0.196242,2.03481,-2.361546,0.138964,-0.450487,-0.168844,0.206804,-2.110755,2.283048,-0.204209
139,1769517771629,1.544462,0.8202,457.9376,-240.5415,0.701799,0.290568,-0.26576,0.593651,1.63119,0.675367,-0.617706,-0.443199,-0.166579,0.196214,2.034905,-2.36154,0.139038,-0.450444,-0.168668,0.206663,-2.110916,2.283178,-0.205272
140,1769517771640,1.555573,0.4485,458.0061,-240.2134,0.701877,0.290459,-0.265583,0.593691,1.631345,0.675102,-0.617283,-0.443093,-0.166098,0.196187,2.034784,-2.361602,0.13914,-0.450367,-0.168197,0.206736,-2.110458,2.283674,-0.205524
141,1769517771651,1.566684,0.2792,457.9655,-240.1791,0.701902,0.290512,-0.265484,0.593679,1.631412,0.67523,-0.617057,-0.443055,-0.165844,0.196201,2.034682,-2.36158,0.139153,-0.450265,-0.168093,0.206699,-2.110507,2.283842,-0.205994
142,1769517771662,1.577796,-0.0602,457.992,-240.0165,0.70183,0.2903,-0.265977,0.593646,1.631267,0.674746,-0.618212,-0.442988,-0.165608,0.196159,2.034675,-2.361665,0.139316,-0.450046,-0.167627,0.206723,-2.110353,2.282903,-0.203996
143,1769517771673,1.588907,-0.3901,457.9646,-239.8306,0.701869,0.290382,-0.266029,0.593537,1.631431,0.674966,-0.61836,-0.442868,-0.165147,0.196148,2.034819,-2.361526,0.139274,-0.449884,-0.16729,0.206703,-2.110558,2.282651,-0.204274
144,1769517771685,1.600018,-0.4381,457.8951,-239.6451,0.701946,0.290226,-0.266083,0.593499,1.631634,0.674614,-0.618494,-0.44282,-0.164907,0.196176,2.034776,-2.361445,0.139213,-0.449927,-0.167092,0.206636,-2.110131,2.282624,-0.203862
145,1769517771696,1.61113,-0.9122,457.9905,-239.2964,0.701653,0.290341,-0.266328,0.593679,1.630834,0.674831,-0.619019,-0.442784,-0.164612,0.196192,2.034649,-2.361457,0.139151,-0.449844,-0.166455,0.206721,-2.110838,2.282132,-0.202839
146,1769517771707,1.622241,-1.2648,458.0899,-238.9238,0.701674,0.290167,-0.266009,0.593882,1.630746,0.674371,-0.618226,-0.442653,-0.164053,0.196178,2.034598,-2.361516,0.13919,-0.449856,-0.165958,0.206818,-2.110181,2.283107,-0.203012
147,1769517771718,1.633352,-1.6361,457.7627,-238.5179,0.701663,0.290307,-0.265918,0.593867,1.630731,0.674699,-0.618019,-0.442615,-0.163752,0.196206,2.034459,-2.361518,0.139097,-0.449842,-0.165446,0.206496,-2.110482,2.283186,-0.203647
148,1769517771729,1.644463,-1.6322,458.1194,-238.619,0.701921,0.290305,-0.2661,0.593482,1.631587,0.674803,-0.618539,-0.4425,-0.163271,0.196235,2.034509,-2.361345,0.138978,-0.449657,-0.165552,0.20687,-2.110363,2.282516,-0.204016
149,1769517771740,1.655574,-2.0684,458.2947,-238.3739,0.701777,0.290203,-0.266388,0.593573,1.631193,0.67454,-0.619186,-0.442428,-0.163014,0.196223,2.034599,-2.361339,0.138939,-0.449477,-0.164999,0.20704,-2.110419,2.28203,-0.202616
150,1769517771751,1.666686,-2.4986,458.258,-238.1195,0.701587,0.290454,-0.2661,0.593804,1.630595,0.67506,-0.618456,-0.442372,-0.162794,0.196252,2.03463,-2.361155,0.138889,-0.449423,-0.164584,0.206997,-2.111036,2.282632,-0.203517
151,1769517771762,1.677797,-2.8692,458.2473,-237.9956,0.701761,0.290432,-0.266072,0.593622,1.631123,0.675059,-0.618438,-0.442253,-0.162248,0.196268,2.034528,-2.361251,0.138827,-0.449155,-0.164286,0.206999,-2.110806,2.282579,-0.204024
152,1769517771773,1.688908,-3.2964,458.4259,-237.7613,0.70188,0.290233,-0.266353,0.593452,1.631514,0.674644,-0.619134,-0.442212,-0.161973,0.196263,2.034475,-2.361257,0.138793,-0.448881,-0.163779,0.207188,-2.110379,2.281996,-0.203101
153,1769517771785,1.70002,-3.5222,458.1205,-237.5879,0.701867,0.290227,-0.266278,0.593505,1.631446,0.674615,-0.618947,-0.442084,-0.161495,0.196251,2.034552,-2.361198,0.138834,-0.448833,-0.163507,0.206882,-2.110327,2.282202,-0.203203
154,1769517771796,1.711131,-3.8565,458.1437,-237.3899,0.701904,0.290262,-0.266214,0.593472,1.631555,0.674705,-0.618806,-0.44202,-0.161235,0.19624,2.034495,-2.361256,0.138861,-0.448696,-0.163166,0.206911,-2.110342,2.282291,-0.203572
155,1769517771807,1.722242,-4.2394,458.1378,-237.2231,0.701633,0.290228,-0.266272,0.593783,1.630715,0.67454,-0.618862,-0.441958,-0.160978,0.196234,2.034504,-2.36119,0.138925,-0.448594,-0.162728,0.20689,-2.110535,2.282413,-0.202521
156,1769517771818,1.733353,-4.3155,457.9554,-236.9452,0.702162,0.290329,-0.266089,0.59319,1.632346,0.67494,-0.618587,-0.441794,-0.160416,0.196153,2.034621,-2.361328,0.139069,-0.448547,-0.16261,0.206743,-2.110198,2.28231,-0.204841
157,1769517771829,1.744465,-4.5373,457.6793,-236.4603,0.702163,0.290363,-0.266238,0.593106,1.632403,0.675042,-0.618955,-0.441738,-0.160102,0.196137,2.034518,-2.361431,0.139094,-0.448654,-0.162078,0.206471,-2.110376,2.281899,-0.204633
158,1769517771840,1.755576,-4.8547,457.9083,-236.5236,0.70211,0.289894,-0.266785,0.593152,1.632249,0.673938,-0.620217,-0.441591,-0.159569,0.196042,2.034683,-2.361551,0.139231,-0.448295,-0.161747,0.206694,-2.109596,2.281101,-0.201711
159,1769517771851,1.766687,-5.3442,457.7262,-236.2367,0.702029,0.29,-0.266601,0.593279,1.631975,0.674149,-0.619755,-0.441524,-0.159303,0.196049,2.034663,-2.361576,0.139178,-0.448158,-0.161246,0.206511,-2.109817,2.28151,-0.202224
160,1769517771862,1.777798,-5.5324,457.5404,-235.9628,0.701855,0.290351,-0.266222,0.593483,1.631434,0.67491,-0.618822,-0.44146,-0.159036,0.196019,2.034666,-2.361611,0.13923,-0.448312,-0.161005,0.20632,-2.110615,2.282215,-0.203707
161,1769517771873,1.78891,-5.9466,457.5926,-235.7423,0.701931,0.290293,-0.266188,0.593436,1.631642,0.674788,-0.618756,-0.441345,-0.158526,0.196017,2.03467,-2.361519,0.139172,-0.448109,-0.16058,0.206379,-2.110379,2.2823,-0.203815
162,1769517771885,1.800021,-6.1264,457.5138,-235.4466,0.701924,0.290136,-0.266405,0.593424,1.631635,0.674427,-0.619263,-0.441263,-0.158236,0.195995,2.034669,-2.361547,0.139213,-0.448122,-0.160174,0.2063,-2.11013,2.281938,-0.202794
163,1769517771896,1.811132,-6.5223,457.4274,-235.1032,0.702376,0.290094,-0.26635,0.592935,1.633013,0.674464,-0.61926,-0.441194,-0.157931,0.195925,2.034627,-2.36167,0.139395,-0.447876,-0.159742,0.206245,-2.109583,2.281741,-0.204124
164,1769517771907,1.822244,-6.8496,457.2896,-234.745,0.701957,0.290432,-0.266169,0.593347,1.631762,0.675136,-0.618735,-0.441081,-0.157334,0.195874,2.034662,-2.361713,0.139372,-0.448031,-0.15927,0.206088,-2.11069,2.28217,-0.204398
165,1769517771918,1.833355,-7.1781,457.6207,-234.6437,0.702091,0.289932,-0.266694,0.593196,1.632176,0.674015,-0.619992,-0.44102,-0.157061,0.195856,2.034682,-2.361698,0.139334,-0.447704,-0.158837,0.206425,-2.109652,2.281302,-0.201981
166,1769517771929,1.844467,-7.4905,457.5878,-234.2958,0.701842,0.290188,-0.266228,0.593575,1.631343,0.674504,-0.618813,-0.440928,-0.156517,0.195903,2.034544,-2.361568,0.139178,-0.447853,-0.15844,0.206379,-2.110221,2.282392,-0.203109
167,1769517771940,1.855578,-7.7951,457.6669,-234.1339,0.701739,0.290205,-0.266364,0.593627,1.631068,0.67453,-0.619116,-0.440876,-0.156271,0.195933,2.034549,-2.361432,0.139102,-0.447733,-0.158087,0.206456,-2.110443,2.28212,-0.202562
168,1769517771951,1.866689,-8.2572,457.6761,-233.8941,0.701882,0.290044,-0.266409,0.593518,1.631473,0.674186,-0.619247,-0.440809,-0.155988,0.195893,2.034548,-2.361509,0.139121,-0.447467,-0.157598,0.206474,-2.109941,2.282068,-0.202349
169,1769517771962,1.877801,-8.5381,457.6338,-233.9232,0.701976,0.289999,-0.266525,0.593376,1.631788,0.674121,-0.619554,-0.440709,-0.155464,0.195872,2.034596,-2.361409,0.139073,-0.447176,-0.157435,0.20644,-2.109815,2.281746,-0.202229
170,1769517771973,1.888912,-8.6191,457.6202,-233.6311,0.70202,0.289923,-0.266524,0.593362,1.631897,0.673947,-0.619555,-0.44066,-0.155193,0.195877,2.034521,-2.361408,0.139029,-0.447283,-0.157151,0.206429,-2.109585,2.281798,-0.202107
171,1769517771985,1.900023,-8.9329,457.5645,-233.4607,0.701827,0.290083,-0.266497,0.593523,1.631343,0.674275,-0.619452,-0.440554,-0.154662,0.195829,2.034565,-2.361365,0.1391,-0.447222,-0.156819,0.206366,-2.110143,2.281849,-0.202127
