loocv_candidates,delta_d,gaussian_sigma,apd_mean_mm,apd_std_mm,apd_max_mm,apd_p95_mm,apd_median_mm,frechet_mm,start_error_mm,end_error_mm,grade,pass,training_time_s,total_time_s,error_msg
25,[0.03],1.5,1.5,0.674869,3.413463,1.969669,0.495168,3.579986,0.534302,0.989609,良好 (Good),54.6,ok,
26,[0.03],1.5,3,0.525362,2.538453,1.225768,0.404844,2.578645,0.507752,1.022357,良好 (Good),54.7,ok,
27,[0.03],1.5,5,0.541766,2.355185,1.271013,0.367470,2.388144,0.543533,0.908373,良好 (Good),54.2,ok,
28,[0.03],1.7,1.5,0.674869,3.413463,1.969669,0.495168,3.579986,0.534302,0.989609,良好 (Good),54.6,ok,
29,[0.03],1.7,3,0.525362,2.538453,1.225768,0.404844,2.578645,0.507752,1.022357,良好 (Good),55.2,ok,
30,[0.03],1.7,5,0.541766,2.355185,1.271013,0.367470,2.388144,0.543533,0.908373,良好 (Good),55.3,ok,
31,[0.03],0.5,1.5,0.674869,3.413463,1.969669,0.495168,3.579986,0.534302,0.989609,良好 (Good),54.8,ok,
32,[0.03],0.5,3,0.525362,2.538453,1.225768,0.404844,2.578645,0.507752,1.022357,良好 (Good),54.3,ok,
33,[0.03],0.5,5,0.541766,2.355185,1.271013,0.367470,2.388144,0.543533,0.908373,良好 (Good),54.1,ok,
34,[0.03],0.8,1.5,0.674869,3.413463,1.969669,0.495168,3.579986,0.534302,0.989609,良好 (Good),54.1,ok,
35,[0.03],0.8,3,0.525362,2.538453,1.225768,0.404844,2.578645,0.507752,1.022357,良好 (Good),54.7,ok,
36,[0.03],0.8,5,0.541766,2.355185,1.271013,0.367470,2.388144,0.543533,0.908373,良好 (Good),54.4,ok,
37,[0.03],1.0,1.5,0.674869,3.413463,1.969669,0.495168,3.579986,0.534302,0.989609,良好 (Good),54.4,ok,
38,[0.03],1.0,3,0.525362,2.538453,1.225768,0.404844,2.578645,0.507752,1.022357,良好 (Good),54.7,ok,
39,[0.03],1.0,5,0.541766,2.355185,1.271013,0.367470,2.388144,0.543533,0.908373,良好 (Good),54.3,ok,
40,[0.03],2.0,1.5,0.674869,3.413463,1.969669,0.495168,3.579986,0.534302,0.989609,良好 (Good),54.4,ok,
41,[0.03],2.0,3,0.525362,2.538453,1.225768,0.404844,2.578645,0.507752,1.022357,良好 (Good),54.4,ok,
42,[0.03],2.0,5,0.541766,2.355185,1.271013,0.367470,2.388144,0.543533,0.908373,良好 (Good),54.9,ok,
43,[0.028],1.3,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),54.1,ok,
44,[0.028],1.3,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),55.3,ok,
45,[0.028],1.3,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.7,ok,
46,[0.028],1.5,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),55.1,ok,
47,[0.028],1.5,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),55.1,ok,
48,[0.028],1.5,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.8,ok,
49,[0.028],1.7,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),54.6,ok,
50,[0.028],1.7,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),54.9,ok,
51,[0.028],1.7,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.5,ok,
52,[0.028],0.5,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),54.9,ok,
53,[0.028],0.5,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),54.9,ok,
54,[0.028],0.5,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.8,ok,
55,[0.028],0.8,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),54.7,ok,
56,[0.028],0.8,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),54.2,ok,
57,[0.028],0.8,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.3,ok,
58,[0.028],1.0,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),54.3,ok,
59,[0.028],1.0,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),54.5,ok,
60,[0.028],1.0,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.2,ok,
61,[0.028],2.0,1.5,0.683821,3.448591,1.933316,0.493338,3.630117,0.547067,1.021935,良好 (Good),54.7,ok,
62,[0.028],2.0,3,0.539016,2.566378,1.234344,0.411402,2.613466,0.538344,1.061065,良好 (Good),54.9,ok,
63,[0.028],2.0,5,0.553368,2.382123,1.253279,0.374540,2.419678,0.569624,0.932187,良好 (Good),54.6,ok,
64,[0.026],1.3,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),54.8,ok,
65,[0.026],1.3,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),54.6,ok,
66,[0.026],1.3,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),54.9,ok,
67,[0.026],1.5,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),54.3,ok,
68,[0.026],1.5,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),54.7,ok,
69,[0.026],1.5,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),54.4,ok,
70,[0.026],1.7,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),54.6,ok,
71,[0.026],1.7,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),54.4,ok,
72,[0.026],1.7,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),54.5,ok,
73,[0.026],0.5,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),54.2,ok,
74,[0.026],0.5,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),55.0,ok,
75,[0.026],0.5,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),55.1,ok,
76,[0.026],0.8,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),54.6,ok,
77,[0.026],0.8,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),54.8,ok,
78,[0.026],0.8,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),54.7,ok,
79,[0.026],1.0,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),55.5,ok,
80,[0.026],1.0,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),54.9,ok,
81,[0.026],1.0,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),54.6,ok,
82,[0.026],2.0,1.5,0.696555,3.489955,1.921003,0.493909,3.690386,0.563197,1.043085,良好 (Good),54.3,ok,
83,[0.026],2.0,3,0.555697,2.598809,1.279601,0.421799,2.653848,0.567453,1.089735,良好 (Good),54.7,ok,
84,[0.026],2.0,5,0.567688,2.413203,1.290717,0.385838,2.456052,0.596050,0.944296,良好 (Good),54.8,ok,
85,[0.035],1.3,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),54.7,ok,
86,[0.035],1.3,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),54.7,ok,
87,[0.035],1.3,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),54.7,ok,
88,[0.035],1.5,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),54.5,ok,
89,[0.035],1.5,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),54.5,ok,
90,[0.035],1.5,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),54.3,ok,
91,[0.035],1.7,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),54.2,ok,
92,[0.035],1.7,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),54.6,ok,
93,[0.035],1.7,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),54.7,ok,
94,[0.035],0.5,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),54.0,ok,
95,[0.035],0.5,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),54.4,ok,
96,[0.035],0.5,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),54.0,ok,
97,[0.035],0.8,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),53.9,ok,
98,[0.035],0.8,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),54.3,ok,
99,[0.035],0.8,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),55.2,ok,
100,[0.035],1.0,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),53.5,ok,
101,[0.035],1.0,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),53.8,ok,
102,[0.035],1.0,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),53.7,ok,
103,[0.035],2.0,1.5,0.662680,3.344990,2.010664,0.506327,3.484465,0.515126,0.888952,良好 (Good),53.7,ok,
104,[0.035],2.0,3,0.498867,2.482336,1.267195,0.401150,2.508523,0.431898,0.911524,良好 (Good),53.9,ok,
105,[0.035],2.0,5,0.518985,2.302293,1.309396,0.363683,2.324157,0.485175,0.825040,良好 (Good),53.9,ok,
106,[0.04],1.3,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.8,ok,
107,[0.04],1.3,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.7,ok,
108,[0.04],1.3,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),53.8,ok,
109,[0.04],1.5,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.9,ok,
110,[0.04],1.5,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.5,ok,
111,[0.04],1.5,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),53.7,ok,
112,[0.04],1.7,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.7,ok,
113,[0.04],1.7,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.7,ok,
114,[0.04],1.7,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),54.1,ok,
115,[0.04],0.5,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.6,ok,
116,[0.04],0.5,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.4,ok,
117,[0.04],0.5,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),53.5,ok,
118,[0.04],0.8,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.6,ok,
119,[0.04],0.8,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.8,ok,
120,[0.04],0.8,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),53.9,ok,
121,[0.04],1.0,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.6,ok,
122,[0.04],1.0,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.8,ok,
123,[0.04],1.0,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),53.6,ok,
124,[0.04],2.0,1.5,0.660453,3.296444,2.051408,0.520874,3.410303,0.509903,0.789709,良好 (Good),53.6,ok,
125,[0.04],2.0,3,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),53.9,ok,
126,[0.04],2.0,5,0.504061,2.258847,1.356645,0.370236,2.274912,0.443664,0.737471,良好 (Good),54.0,ok,
1,,[0.04],,3,,,,0.480980,2.439782,1.309247,0.408093,2.457706,0.371872,0.809148,良好 (Good),55.7,ok,
2,,[0.04],1.3,3,,,,0.465694,2.245361,1.306191,0.391988,2.261115,0.365422,0.793595,良好 (Good),55.8,ok,
