FrameNumber,TimeStamp_ms,TimeFromStart_s,X_mm,Y_mm,Z_mm,QX,QY,QZ,QW,RX_rad,RY_rad,RZ_rad,TCP_X_m,TCP_Y_m,TCP_Z_m,TCP_RX_rad,TCP_RY_rad,TCP_RZ_rad,X_mm_filtered,Y_mm_filtered,Z_mm_filtered,QX_filtered,QY_filtered,QZ_filtered,QW_filtered
301,1769790338710,3.354085,617.1644,247.0665,-422.5104,0.693064,0.199060,-0.128254,0.680874,1.555401,0.446738,-0.287834,0.149767,-0.433449,0.291967,3.054134,0.368163,0.152258,617.225405,247.077867,-422.507581,0.693028,0.199077,-0.128195,0.680916
302,1769790338721,3.365196,617.2074,246.9673,-422.4400,0.692946,0.199158,-0.128043,0.681005,1.555056,0.446934,-0.287345,0.149734,-0.433446,0.291979,3.054131,0.368046,0.152264,617.164533,247.035886,-422.489810,0.693053,0.199125,-0.128113,0.680892
303,1769790338732,3.376308,617.0916,247.0876,-422.5174,0.693159,0.199192,-0.128111,0.680765,1.555681,0.447054,-0.287524,0.149709,-0.433465,0.291977,3.054141,0.367908,0.152267,617.144319,246.995114,-422.483400,0.693074,0.199171,-0.128076,0.680864
304,1769790338743,3.387419,617.1829,246.9281,-422.4985,0.693106,0.199176,-0.127960,0.680852,1.555509,0.447001,-0.287174,0.149682,-0.433480,0.291959,3.054170,0.367831,0.152259,617.150243,246.989676,-422.489300,0.693075,0.199183,-0.127995,0.680875
305,1769790338754,3.398530,617.1133,246.9981,-422.4820,0.693009,0.199133,-0.128046,0.680947,1.555234,0.446889,-0.287358,0.149637,-0.433502,0.291985,3.054092,0.367609,0.152267,617.092362,247.017710,-422.481133,0.693074,0.199154,-0.127966,0.680890
306,1769790338765,3.409641,617.0638,247.0262,-422.4606,0.693046,0.199181,-0.127819,0.680938,1.555322,0.446999,-0.286850,0.149627,-0.433512,0.291982,3.054098,0.367559,0.152278,617.056443,246.989443,-422.466833,0.693023,0.199164,-0.127905,0.680950
307,1769790338776,3.420752,616.9197,247.0376,-422.4458,0.693015,0.199116,-0.127919,0.680970,1.555232,0.446847,-0.287071,0.149601,-0.433504,0.291975,3.054138,0.367481,0.152275,616.961210,246.996890,-422.473233,0.693010,0.199172,-0.127865,0.680968
308,1769790338787,3.431863,616.9764,246.8908,-422.5172,0.693025,0.199221,-0.127858,0.680940,1.555273,0.447088,-0.286937,0.149564,-0.433532,0.291939,3.054203,0.367276,0.152331,616.945314,246.953633,-422.493786,0.693044,0.199144,-0.127882,0.680939
309,1769790338798,3.442974,616.8770,246.9504,-422.4999,0.693024,0.199062,-0.127879,0.680984,1.555246,0.446724,-0.286978,0.149535,-0.433546,0.291956,3.054157,0.367170,0.152294,616.945510,246.930757,-422.495181,0.693025,0.199046,-0.127942,0.680976
310,1769790338810,3.454086,617.0494,246.9099,-422.4991,0.693102,0.198926,-0.128091,0.680905,1.555467,0.446433,-0.287462,0.149523,-0.433547,0.291921,3.054261,0.367103,0.152407,616.969690,246.927662,-422.490843,0.693043,0.198967,-0.127968,0.680976
311,1769790338821,3.465197,616.9382,246.9747,-422.4201,0.692956,0.198820,-0.127960,0.681108,1.555017,0.446159,-0.287146,0.149475,-0.433573,0.291931,3.054219,0.366880,0.152329,616.955714,246.959433,-422.441195,0.693037,0.198847,-0.128070,0.680997
312,1769790338832,3.476308,616.9421,246.9478,-422.4374,0.693113,0.198894,-0.128027,0.680915,1.555485,0.446359,-0.287318,0.149480,-0.433571,0.291951,3.054178,0.366850,0.152364,616.970333,246.929929,-422.410776,0.693073,0.198870,-0.127988,0.680970
313,1769790338843,3.487419,616.8948,246.9398,-422.3391,0.693037,0.198789,-0.128076,0.681013,1.555256,0.446106,-0.287417,0.149423,-0.433587,0.291937,3.054231,0.366649,0.152370,616.893805,246.929905,-422.376343,0.693057,0.198856,-0.127883,0.681010
314,1769790338854,3.498531,616.9045,246.8550,-422.3886,0.693163,0.198995,-0.127554,0.680923,1.555593,0.446583,-0.286257,0.149405,-0.433589,0.291919,3.054307,0.366524,0.152437,616.815767,246.929243,-422.356552,0.693104,0.198819,-0.127879,0.680973
315,1769790338865,3.509642,616.6617,246.9935,-422.3270,0.692981,0.198645,-0.127916,0.681142,1.555052,0.445759,-0.287044,0.149388,-0.433597,0.291938,3.054248,0.366494,0.152390,616.734724,246.920257,-422.336262,0.693058,0.198784,-0.127782,0.681049
316,1769790338876,3.520753,616.6371,246.9761,-422.3348,0.693168,0.198716,-0.127957,0.680924,1.555605,0.445958,-0.287161,0.149342,-0.433608,0.291919,3.054324,0.366317,0.152418,616.674395,246.970400,-422.349838,0.693106,0.198740,-0.127860,0.680998
317,1769790338887,3.531864,616.7003,246.9465,-422.3528,0.692996,0.198784,-0.127702,0.681127,1.555095,0.446074,-0.286566,0.149315,-0.433628,0.291934,3.054271,0.366237,0.152382,616.656071,247.048033,-422.355929,0.693078,0.198667,-0.127935,0.681034
318,1769790338898,3.542975,616.6767,247.1895,-422.3844,0.693254,0.198622,-0.128169,0.680823,1.555859,0.445764,-0.287648,0.149288,-0.433629,0.291929,3.054303,0.366125,0.152413,616.699871,247.112924,-422.361833,0.693144,0.198688,-0.127898,0.680968
319,1769790338910,3.554086,616.7117,247.1741,-422.3583,0.692999,0.198655,-0.127681,0.681166,1.555077,0.445778,-0.286514,0.149252,-0.433656,0.291955,3.054218,0.366027,0.152338,616.688957,247.165162,-422.358643,0.693100,0.198692,-0.127845,0.681020
320,1769790338921,3.565198,616.6593,247.2016,-422.2945,0.693244,0.198712,-0.127856,0.680867,1.555809,0.445959,-0.286940,0.149228,-0.433668,0.291964,3.054173,0.365927,0.152314,616.603443,247.231829,-422.294624,0.693137,0.198690,-0.127795,0.680993
321,1769790338932,3.576309,616.5387,247.1124,-422.2964,0.693001,0.198769,-0.127613,0.681142,1.555097,0.446039,-0.286365,0.149180,-0.433690,0.291956,3.054207,0.365748,0.152369,616.596981,247.114476,-422.275990,0.693150,0.198701,-0.127641,0.681005
322,1769790338943,3.587420,616.4863,247.1607,-422.1640,0.693264,0.198637,-0.127600,0.680916,1.555825,0.445783,-0.286360,0.149144,-0.433694,0.291941,3.054260,0.365602,0.152362,616.587895,247.024590,-422.265381,0.693173,0.198690,-0.127584,0.680996
323,1769790338954,3.598531,616.7668,246.7097,-422.3711,0.693193,0.198620,-0.127483,0.681016,1.555604,0.445726,-0.286087,0.149082,-0.433719,0.291965,3.054196,0.365445,0.152295,616.619748,246.896138,-422.269362,0.693093,0.198658,-0.127447,0.681113
324,1769790338965,3.609642,616.5950,246.9145,-422.2247,0.692983,0.198665,-0.127363,0.681238,1.554999,0.445789,-0.285793,0.149063,-0.433721,0.291923,3.054296,0.365385,0.152383,616.642310,246.827190,-422.250419,0.693136,0.198596,-0.127459,0.681085
325,1769790338976,3.620754,616.6154,246.7706,-422.2105,0.693030,0.198566,-0.127400,0.681213,1.555118,0.445570,-0.285878,0.149019,-0.433736,0.291919,3.054330,0.365232,0.152400,616.618329,246.805667,-422.199429,0.693058,0.198572,-0.127391,0.681184
326,1769790338987,3.631865,616.4922,246.9230,-422.1025,0.693246,0.198457,-0.127546,0.680997,1.555734,0.445363,-0.286231,0.148966,-0.433755,0.291917,3.054339,0.365015,0.152428,616.486076,246.920467,-422.091886,0.693054,0.198513,-0.127375,0.681208
327,1769790338998,3.642976,616.4139,246.9693,-422.0052,0.692948,0.198499,-0.127208,0.681351,1.554850,0.445396,-0.285431,0.148941,-0.433781,0.291960,3.054194,0.364962,0.152392,616.366090,246.986148,-422.042767,0.693129,0.198431,-0.127447,0.681142
328,1769790339010,3.654087,616.2078,247.1079,-422.0248,0.693131,0.198377,-0.127459,0.681153,1.555381,0.445157,-0.286017,0.148863,-0.433795,0.291930,3.054286,0.364735,0.152401,616.255405,247.082714,-422.012738,0.693095,0.198416,-0.127373,0.681195
329,1769790339021,3.665199,616.1442,247.1092,-422.0442,0.693203,0.198348,-0.127546,0.681072,1.555593,0.445105,-0.286221,0.148830,-0.433811,0.291918,3.054296,0.364605,0.152424,616.201300,247.080862,-422.052852,0.693079,0.198381,-0.127362,0.681224
330,1769790339032,3.676310,616.2491,247.0359,-422.1084,0.692963,0.198432,-0.127110,0.681374,1.554869,0.445242,-0.285210,0.148801,-0.433821,0.291924,3.054270,0.364597,0.152369,616.185690,247.039224,-422.125986,0.693166,0.198334,-0.127431,0.681136
331,1769790339043,3.687421,616.2164,246.9124,-422.2071,0.693201,0.198259,-0.127532,0.681103,1.555570,0.444901,-0.286186,0.148730,-0.433846,0.291919,3.054276,0.364397,0.152365,616.222886,246.933386,-422.172948,0.693059,0.198346,-0.127342,0.681257
332,1769790339054,3.698532,616.2150,246.8641,-422.2153,0.693146,0.198330,-0.127378,0.681168,1.555406,0.445049,-0.285834,0.148690,-0.433843,0.291907,3.054319,0.364288,0.152405,616.250405,246.828443,-422.195014,0.693036,0.198351,-0.127296,0.681288
333,1769790339065,3.709643,616.2242,246.7673,-422.1654,0.692810,0.198392,-0.127138,0.681536,1.554428,0.445122,-0.285255,0.148651,-0.433859,0.291904,3.054336,0.364134,0.152400,616.155971,246.813957,-422.193519,0.693156,0.198293,-0.127357,0.681172
334,1769790339076,3.720754,616.1542,246.7997,-422.1696,0.693293,0.198296,-0.127302,0.681042,1.555813,0.444995,-0.285678,0.148572,-0.433895,0.291922,3.054257,0.363856,0.152354,616.127086,246.840105,-422.179300,0.693104,0.198319,-0.127204,0.681246
335,1769790339087,3.731866,615.9058,247.0090,-422.1962,0.693342,0.198162,-0.127293,0.681032,1.555929,0.444696,-0.285657,0.148537,-0.433907,0.291884,3.054351,0.363768,0.152372,616.080200,246.934433,-422.196710,0.693132,0.198288,-0.127138,0.681238
336,1769790339098,3.742977,616.1888,246.9766,-422.1982,0.692866,0.198374,-0.126900,0.681529,1.554557,0.445085,-0.284720,0.148477,-0.433918,0.291921,3.054254,0.363666,0.152485,616.036924,247.042443,-422.193867,0.693194,0.198214,-0.127112,0.681202
337,1769790339110,3.754088,615.9846,247.1554,-422.2089,0.693209,0.198147,-0.127088,0.681211,1.555522,0.444630,-0.285178,0.148438,-0.433936,0.291896,3.054289,0.363592,0.152444,616.015148,247.118195,-422.175233,0.693076,0.198172,-0.127083,0.681340
338,1769790339121,3.765199,615.9554,247.0688,-422.0708,0.693171,0.198028,-0.127147,0.681273,1.555399,0.444352,-0.285304,0.148372,-0.433955,0.291885,3.054340,0.363356,0.152405,615.969805,247.014814,-422.102324,0.693089,0.198125,-0.127048,0.681346
339,1769790339132,3.776311,615.8845,247.0011,-422.0686,0.693032,0.198078,-0.127148,0.681400,1.555008,0.444442,-0.285291,0.148296,-0.433973,0.291869,3.054390,0.363120,0.152398,615.861119,246.957433,-422.040790,0.693246,0.197997,-0.127118,0.681211
340,1769790339143,3.787422,615.7509,246.6545,-421.9258,0.693313,0.197983,-0.126932,0.681182,1.555772,0.444267,-0.284831,0.148265,-0.433973,0.291863,3.054410,0.362929,0.152482,615.807757,246.874776,-421.987157,0.693193,0.197962,-0.127112,0.681276
341,1769790339154,3.798533,615.7720,246.9924,-421.9957,0.693305,0.197838,-0.127175,0.681187,1.555751,0.443941,-0.285376,0.148174,-0.433999,0.291867,3.054422,0.362652,0.152404,615.735119,246.822719,-421.957062,0.693079,0.197947,-0.126994,0.681418
342,1769790339165,3.809644,615.6190,246.8658,-421.9103,0.692879,0.197943,-0.127009,0.681620,1.554531,0.444102,-0.284955,0.148138,-0.434019,0.291881,3.054366,0.362507,0.152388,615.594267,246.863324,-421.874548,0.693159,0.197864,-0.126979,0.681364
343,1769790339176,3.820755,615.4932,246.8326,-421.8308,0.692945,0.197897,-0.126701,0.681624,1.554676,0.443997,-0.284263,0.148094,-0.434030,0.291854,3.054421,0.362370,0.152400,615.462643,246.943852,-421.840000,0.693124,0.197841,-0.126995,0.681403
344,1769790339187,3.831867,615.2041,247.0775,-421.7224,0.693608,0.197698,-0.127123,0.680928,1.556589,0.443673,-0.285288,0.147990,-0.434064,0.291842,3.054454,0.362030,0.152324,615.287019,247.024624,-421.830700,0.693140,0.197831,-0.126851,0.681416
345,1769790339198,3.842978,615.2703,247.0373,-421.8865,0.693008,0.197875,-0.126812,0.681545,1.554867,0.443961,-0.284521,0.147972,-0.434075,0.291862,3.054401,0.361995,0.152250,615.234200,247.053762,-421.803090,0.693222,0.197816,-0.126739,0.681358
346,1769790339210,3.854089,615.1503,247.2236,-421.8834,0.693119,0.197818,-0.126454,0.681516,1.555132,0.443840,-0.283722,0.147888,-0.434114,0.291843,3.054452,0.361661,0.152325,615.258562,247.077795,-421.811705,0.693225,0.197799,-0.126674,0.681373
347,1769790339221,3.865200,615.3731,246.7641,-421.6528,0.693206,0.197832,-0.126549,0.681406,1.555395,0.443889,-0.283947,0.147846,-0.434108,0.291828,3.054533,0.361537,0.152294,615.264152,246.966881,-421.809067,0.693065,0.197840,-0.126527,0.681551
348,1769790339232,3.876312,615.2306,246.9986,-421.8028,0.693223,0.197688,-0.126681,0.681406,1.555434,0.443568,-0.284242,0.147822,-0.434130,0.291884,3.054364,0.361452,0.152243,615.130414,246.813648,-421.697800,0.693173,0.197736,-0.126593,0.681458
349,1769790339243,3.887423,614.9002,246.6515,-421.6439,0.693001,0.197777,-0.126602,0.681621,1.554804,0.443729,-0.284042,0.147736,-0.434154,0.291853,3.054505,0.361135,0.152313,614.983552,246.712138,-421.586952,0.693284,0.197623,-0.126700,0.681358
350,1769790339254,3.898534,614.7266,246.6444,-421.4214,0.693469,0.197389,-0.126787,0.681222,1.556099,0.442927,-0.284501,0.147680,-0.434170,0.291857,3.054513,0.360887,0.152309,614.797743,246.802700,-421.515381,0.693301,0.197519,-0.126714,0.681368
351,1769790339265,3.909646,614.8027,246.9633,-421.4437,0.693454,0.197439,-0.126658,0.681247,1.556050,0.443034,-0.284209,0.147629,-0.434191,0.291862,3.054497,0.360741,0.152283,614.790638,246.829695,-421.471071,0.693193,0.197490,-0.126628,0.681503
352,1769790339276,3.920757,614.8084,247.0993,-421.5246,0.692963,0.197492,-0.126513,0.681757,1.554637,0.443066,-0.283828,0.147500,-0.434229,0.291859,3.054571,0.360251,0.152275,614.835562,247.090919,-421.525748,0.693196,0.197429,-0.126502,0.681541
353,1769790339287,3.931868,614.9609,247.0542,-421.6645,0.692916,0.197493,-0.126276,0.681850,1.554474,0.443052,-0.283284,0.147445,-0.434247,0.291872,3.054559,0.360074,0.152261,614.818095,247.182581,-421.591776,0.693166,0.197417,-0.126350,0.681603
354,1769790339298,3.942979,614.6738,247.4508,-421.6045,0.693514,0.197247,-0.126244,0.681318,1.556141,0.442592,-0.283273,0.147285,-0.434309,0.291855,3.054642,0.359525,0.152229,614.739257,247.204714,-421.614019,0.693225,0.197328,-0.126265,0.681585
355,1769790339310,3.954091,614.5472,246.9367,-421.5353,0.693393,0.197192,-0.126271,0.681452,1.555788,0.442446,-0.283318,0.147205,-0.434333,0.291852,3.054666,0.359271,0.152168,614.603238,247.113605,-421.570586,0.693312,0.197207,-0.126212,0.681541
356,1769790339321,3.965202,614.5180,247.1285,-421.5465,0.693195,0.197126,-0.126169,0.681692,1.555196,0.442255,-0.283063,0.147113,-0.434354,0.291864,3.054676,0.359072,0.152091,614.447948,247.022824,-421.510662,0.693311,0.197070,-0.126178,0.681588
357,1769790339332,3.976313,614.3073,246.7794,-421.4309,0.693143,0.196966,-0.126075,0.681808,1.555009,0.441878,-0.282839,0.146932,-0.434419,0.291917,3.054612,0.358459,0.151991,614.358843,246.909571,-421.479071,0.693233,0.196983,-0.126082,0.681710
358,1769790339343,3.987425,614.2505,246.9746,-421.4539,0.693348,0.196817,-0.125973,0.681662,1.555558,0.441568,-0.282625,0.146832,-0.434458,0.291883,3.054709,0.358125,0.151992,614.236733,246.925662,-421.428976,0.693268,0.196865,-0.125950,0.681733
359,1769790339354,3.998536,614.0986,246.9423,-421.3725,0.693398,0.196786,-0.125809,0.681650,1.555677,0.441500,-0.282260,0.146622,-0.434510,0.291884,3.054825,0.357491,0.151894,614.071971,246.883110,-421.340329,0.693343,0.196724,-0.125840,0.681718
360,1769790339365,4.009647,613.9081,246.8544,-421.2363,0.693353,0.196609,-0.125700,0.681767,1.555506,0.441084,-0.282003,0.146531,-0.434552,0.291892,3.054815,0.357256,0.151871,613.915429,246.925219,-421.243876,0.693427,0.196619,-0.125705,0.681688
361,1769790339376,4.020759,613.7007,246.8944,-421.1335,0.693454,0.196445,-0.125618,0.681727,1.555757,0.440721,-0.281822,0.146393,-0.434584,0.291899,3.054874,0.356776,0.151807,613.725943,246.874676,-421.168390,0.693467,0.196506,-0.125576,0.681703
362,1769790339387,4.031870,613.5592,246.8946,-421.1010,0.693595,0.196421,-0.125406,0.681629,1.556132,0.440686,-0.281357,0.146160,-0.434664,0.291926,3.054906,0.356066,0.151716,613.546119,246.843786,-421.175986,0.693555,0.196354,-0.125441,0.681683
363,1769790339398,4.042981,613.3715,246.8101,-421.1858,0.693579,0.196216,-0.125319,0.681721,1.556040,0.440210,-0.281152,0.146039,-0.434709,0.291940,3.054879,0.355720,0.151639,613.346305,246.865990,-421.057233,0.693615,0.196225,-0.125289,0.681686
364,1769790339410,4.054092,613.1866,246.8473,-421.0946,0.693644,0.196025,-0.125148,0.681740,1.556175,0.439779,-0.280766,0.145769,-0.434808,0.291918,3.055056,0.354723,0.151646,613.203710,246.871490,-420.967771,0.693550,0.196058,-0.125172,0.681822
365,1769790339421,4.065204,612.9830,246.9951,-420.5874,0.693454,0.195902,-0.125068,0.681984,1.555599,0.439461,-0.280560,0.145668,-0.434835,0.291936,3.055032,0.354476,0.151594,613.045962,246.929867,-420.907738,0.693459,0.195852,-0.125110,0.681986
366,1769790339432,4.076315,613.0189,246.9480,-420.9812,0.693293,0.195641,-0.125073,0.682221,1.555095,0.438834,-0.280545,0.145526,-0.434894,0.291959,3.055004,0.353947,0.151546,612.937557,246.987857,-420.893510,0.693413,0.195661,-0.125057,0.682097
367,1769790339443,4.087426,612.7441,247.1000,-420.9789,0.693454,0.195478,-0.124974,0.682123,1.555516,0.438484,-0.280333,0.145245,-0.434980,0.291944,3.055130,0.353012,0.151441,612.789662,247.052976,-420.878581,0.693421,0.195492,-0.124931,0.682160
368,1769790339454,4.098538,612.6886,247.0757,-420.8981,0.693536,0.195333,-0.124783,0.682116,1.555704,0.438161,-0.279906,0.145115,-0.435026,0.291964,3.055118,0.352556,0.151436,612.638495,247.158233,-420.855529,0.693507,0.195355,-0.124731,0.682148
369,1769790339465,4.109649,612.3444,247.3052,-420.5545,0.693609,0.195266,-0.124357,0.682139,1.555853,0.438006,-0.278947,0.144976,-0.435070,0.291955,3.055189,0.352034,0.151453,612.415671,247.339076,-420.621852,0.693581,0.195256,-0.124436,0.682155
370,1769790339476,4.120760,612.2399,247.4680,-420.4572,0.693603,0.195159,-0.124191,0.682206,1.555799,0.437754,-0.278569,0.144677,-0.435178,0.291961,3.055226,0.351041,0.151312,612.162857,247.402195,-420.459176,0.693627,0.195128,-0.124156,0.682196
371,1769790339487,4.131871,611.8766,247.4480,-420.3307,0.693626,0.194963,-0.123884,0.682294,1.555797,0.437300,-0.277870,0.144535,-0.435224,0.291948,3.055308,0.350545,0.151352,611.873676,247.307029,-420.398062,0.693668,0.194965,-0.123918,0.682244
372,1769790339498,4.142983,611.5385,247.0130,-420.4604,0.693774,0.194735,-0.123806,0.682223,1.556172,0.436800,-0.277703,0.144207,-0.435332,0.291948,3.055388,0.349463,0.151196,611.617910,247.073443,-420.425448,0.693712,0.194744,-0.123808,0.682283
373,1769790339510,4.154094,611.3892,246.7076,-420.4933,0.693737,0.194523,-0.123662,0.682347,1.556015,0.436305,-0.277368,0.144070,-0.435375,0.291966,3.055408,0.348900,0.151228,611.322533,246.820657,-420.461057,0.693771,0.194513,-0.123718,0.682305
374,1769790339521,4.165205,611.1415,246.7307,-420.4042,0.693786,0.194275,-0.123693,0.682362,1.556115,0.435745,-0.277434,0.143902,-0.435428,0.291950,3.055496,0.348279,0.151259,611.156948,246.700795,-420.405533,0.693794,0.194297,-0.123602,0.682364
375,1769790339532,4.176316,610.9218,246.7340,-420.3538,0.693796,0.194104,-0.123448,0.682445,1.556087,0.435348,-0.276877,0.143554,-0.435545,0.291985,3.055489,0.347085,0.150989,611.024581,246.753414,-420.283519,0.693731,0.194099,-0.123412,0.682519
376,1769790339543,4.187428,610.9733,246.8958,-420.0488,0.693697,0.193913,-0.123081,0.682667,1.555729,0.434881,-0.276029,0.143405,-0.435587,0.291977,3.055558,0.346564,0.151038,610.868114,246.874857,-420.174248,0.693702,0.193917,-0.123162,0.682646
377,1769790339554,4.198539,610.6714,246.9391,-420.1310,0.693593,0.193731,-0.122882,0.682859,1.555379,0.434441,-0.275562,0.143064,-0.435713,0.291990,3.055587,0.345368,0.150973,610.661433,246.929029,-420.114105,0.693694,0.193723,-0.122841,0.682767
378,1769790339565,4.209650,610.3650,246.9947,-420.0964,0.693781,0.193535,-0.122570,0.682780,1.555847,0.434014,-0.274871,0.142850,-0.435783,0.291956,3.055748,0.344609,0.150884,610.350729,246.947933,-420.063014,0.693728,0.193527,-0.122559,0.682838
379,1769790339576,4.220761,609.9415,246.8491,-420.0532,0.693852,0.193269,-0.122306,0.682831,1.555976,0.433409,-0.274274,0.142637,-0.435861,0.291972,3.055747,0.343856,0.150794,609.961886,246.896100,-420.037752,0.693825,0.193299,-0.122362,0.682839
380,1769790339587,4.231872,609.5732,246.8475,-419.9023,0.693909,0.193095,-0.122151,0.682850,1.556093,0.433016,-0.273923,0.142269,-0.435996,0.291953,3.055863,0.342561,0.150698,609.599786,246.805229,-419.905357,0.693940,0.193035,-0.122197,0.682827
381,1769790339598,4.242984,609.3315,246.7737,-419.8012,0.694035,0.192752,-0.122089,0.682830,1.556388,0.432251,-0.273787,0.142065,-0.436062,0.291936,3.055946,0.341873,0.150618,609.321838,246.806471,-419.792081,0.694039,0.192791,-0.121988,0.682833
382,1769790339610,4.254095,609.0411,246.7628,-419.6354,0.694131,0.192506,-0.121807,0.682852,1.556588,0.431696,-0.273153,0.141615,-0.436213,0.291952,3.056036,0.340260,0.150406,609.123029,246.898786,-419.714129,0.694120,0.192549,-0.121755,0.682860
383,1769790339621,4.265206,608.9652,247.0769,-419.6817,0.694242,0.192361,-0.121326,0.682865,1.556831,0.431367,-0.272072,0.141424,-0.436277,0.291951,3.056107,0.339574,0.150387,608.868690,246.901129,-419.636543,0.694185,0.192299,-0.121451,0.682919
384,1769790339632,4.276317,608.6189,246.9652,-419.6064,0.694195,0.192044,-0.121194,0.683026,1.556626,0.430630,-0.271759,0.141196,-0.436358,0.291940,3.056192,0.338722,0.150330,608.545400,246.902229,-419.567281,0.694281,0.192068,-0.121140,0.682941
385,1769790339643,4.287428,608.0888,246.6543,-419.3841,0.694330,0.191782,-0.120858,0.683022,1.556931,0.430043,-0.271006,0.140715,-0.436516,0.291913,3.056405,0.337053,0.150137,608.200386,246.827524,-419.436762,0.694353,0.191785,-0.120887,0.682992
386,1769790339654,4.298539,607.7942,246.7858,-419.3033,0.694524,0.191481,-0.120678,0.682941,1.557417,0.429382,-0.270612,0.140461,-0.436600,0.291914,3.056479,0.336160,0.150094,607.838952,246.689971,-419.234771,0.694392,0.191456,-0.120636,0.683089
387,1769790339665,4.309651,607.5229,246.6476,-418.9702,0.694391,0.191098,-0.120402,0.683232,1.556941,0.428474,-0.269962,0.140211,-0.436689,0.291912,3.056546,0.335224,0.149968,607.441186,246.613129,-419.016705,0.694432,0.191104,-0.120405,0.683188
388,1769790339676,4.320762,607.1371,246.6780,-418.8299,0.694423,0.190754,-0.120090,0.683351,1.556939,0.427683,-0.269250,0.139690,-0.436856,0.291900,3.056742,0.333326,0.149872,607.046338,246.814629,-418.811524,0.694504,0.190761,-0.120186,0.683249
389,1769790339687,4.331873,606.4746,246.7992,-418.6321,0.694565,0.190366,-0.120071,0.683317,1.557279,0.426818,-0.269211,0.139417,-0.436948,0.291917,3.056762,0.332341,0.149702,606.626567,246.943381,-418.654533,0.694609,0.190412,-0.119952,0.683281
390,1769790339698,4.342985,606.2178,247.4352,-418.5378,0.694819,0.190135,-0.119656,0.683197,1.557921,0.426320,-0.268292,0.138857,-0.437139,0.291938,3.056866,0.330321,0.149524,606.222762,247.011429,-418.586205,0.694669,0.190069,-0.119702,0.683359
391,1769790339710,4.354096,605.9150,246.8370,-418.5681,0.694741,0.189680,-0.119423,0.683444,1.557596,0.425259,-0.267744,0.138552,-0.437235,0.291909,3.057011,0.329278,0.149278,605.856414,246.950190,-418.506319,0.694649,0.189707,-0.119399,0.683534
392,1769790339721,4.365207,605.5095,246.6724,-418.4470,0.694482,0.189304,-0.119051,0.683875,1.556753,0.424343,-0.266866,0.138265,-0.437333,0.291927,3.057066,0.328191,0.149234,605.489838,246.799352,-418.432381,0.694709,0.189279,-0.119056,0.683651
393,1769790339732,4.376318,605.0391,246.6898,-418.2729,0.694725,0.188870,-0.118717,0.683807,1.557337,0.423382,-0.266122,0.137642,-0.437525,0.291896,3.057312,0.326025,0.149026,605.019100,246.729838,-418.297195,0.694796,0.188841,-0.118782,0.683732
394,1769790339743,4.387430,604.5255,246.8308,-418.1540,0.695197,0.188371,-0.118507,0.683501,1.558583,0.422315,-0.265684,0.137323,-0.437625,0.291897,3.057392,0.324863,0.148879,604.581300,246.829586,-418.151571,0.694955,0.188482,-0.118480,0.683721
395,1769790339754,4.398541,604.1426,247.1404,-417.9531,0.695096,0.188178,-0.118181,0.683713,1.558228,0.421847,-0.264932,0.136690,-0.437823,0.291907,3.057553,0.322613,0.148825,604.208110,246.952048,-417.988595,0.695152,0.188144,-0.118128,0.683675
396,1769790339765,4.409652,603.9099,246.7915,-417.8816,0.695156,0.187894,-0.117721,0.683810,1.558304,0.421194,-0.263890,0.136369,-0.437929,0.291890,3.057660,0.321535,0.148720,603.843357,246.984614,-417.784657,0.695258,0.187837,-0.117698,0.683726
397,1769790339776,4.420763,603.4948,247.0466,-417.5503,0.695343,0.187497,-0.117159,0.683825,1.558714,0.420303,-0.262629,0.136024,-0.438032,0.291897,3.057732,0.320305,0.148613,603.441229,246.928857,-417.596852,0.695269,0.187532,-0.117227,0.683879
398,1769790339787,4.431875,602.9115,246.7940,-417.3502,0.695421,0.187148,-0.116740,0.683913,1.558835,0.419506,-0.261682,0.135351,-0.438255,0.291878,3.057899,0.317917,0.148497,602.956433,246.827010,-417.433600,0.695374,0.187141,-0.116743,0.683962
399,1769790339798,4.442986,602.3580,246.7402,-417.3403,0.695356,0.186776,-0.116370,0.684144,1.558547,0.418632,-0.260828,0.135002,-0.438368,0.291883,3.058020,0.316572,0.148572,602.335814,246.746852,-417.252224,0.695464,0.186773,-0.116312,0.684045
400,1769790339810,4.454097,601.7885,246.6567,-417.1406,0.695583,0.186343,-0.115879,0.684114,1.559075,0.417668,-0.259730,0.134241,-0.438613,0.291871,3.058230,0.313897,0.148275,601.774433,246.612652,-417.134262,0.695526,0.186385,-0.115982,0.684143
401,1769790339821,4.465208,601.1111,246.4877,-416.9249,0.695653,0.186034,-0.115598,0.684175,1.559195,0.416965,-0.259094,0.133893,-0.438731,0.291865,3.058322,0.312703,0.148253,601.217376,246.561000,-416.976686,0.695650,0.185942,-0.115586,0.684205
402,1769790339832,4.476320,600.8259,246.6108,-416.8463,0.695723,0.185475,-0.115293,0.684307,1.559270,0.415691,-0.258398,0.133516,-0.438843,0.291880,3.058403,0.311315,0.148191,600.716243,246.575638,-416.812781,0.695779,0.185516,-0.115126,0.684267
403,1769790339843,4.487431,600.1468,246.6099,-416.6224,0.695914,0.185023,-0.114558,0.684359,1.559666,0.414670,-0.256744,0.132708,-0.439103,0.291904,3.058529,0.308526,0.147833,600.267943,246.678886,-416.683333,0.695828,0.185113,-0.114637,0.684409
